, ,Number of genomes
7685,Cluster 7685,264
7686,Cluster 7686,45
7687,Cluster 7687,5
7688,Cluster 7688,12
7689,Cluster 7689,1
7690,Cluster 7690,12
7691,Cluster 7691,7
7692,Cluster 7692,12
7693,Cluster 7693,12
7694,Cluster 7694,2
7695,Cluster 7695,23
7696,Cluster 7696,9
7697,Cluster 7697,1
7698,Cluster 7698,13
7699,Cluster 7699,1
7700,Cluster 7700,3
7701,Cluster 7701,3
7702,Cluster 7702,1
7703,Cluster 7703,19
7704,Cluster 7704,5
7705,Cluster 7705,2
7706,Cluster 7706,14
7707,Cluster 7707,3
7708,Cluster 7708,1
7709,Cluster 7709,4
7710,Cluster 7710,5
7711,Cluster 7711,2
7712,Cluster 7712,8
7713,Cluster 7713,1
7714,Cluster 7714,1
7715,Cluster 7715,10
7716,Cluster 7716,1
7717,Cluster 7717,2
7718,Cluster 7718,1
7719,Cluster 7719,1
7720,Cluster 7720,1
7721,Cluster 7721,1
7722,Cluster 7722,3
7723,Cluster 7723,10
7724,Cluster 7724,5
7725,Cluster 7725,4
7726,Cluster 7726,1
7727,Cluster 7727,1
7728,Cluster 7728,1
7729,Cluster 7729,1
7730,Cluster 7730,6
7731,Cluster 7731,1
7732,Cluster 7732,2
7733,Cluster 7733,1
7734,Cluster 7734,1
7735,Cluster 7735,1
7736,Cluster 7736,1
7737,Cluster 7737,5
7738,Cluster 7738,1
7739,Cluster 7739,1
7740,Cluster 7740,1
7741,Cluster 7741,1
7742,Cluster 7742,8
7743,Cluster 7743,1
7744,Cluster 7744,4
7745,Cluster 7745,1
7746,Cluster 7746,2
7747,Cluster 7747,1
7748,Cluster 7748,2
7749,Cluster 7749,1
7750,Cluster 7750,1
7751,Cluster 7751,1
7752,Cluster 7752,1
7753,Cluster 7753,1
7754,Cluster 7754,2
7755,Cluster 7755,20
7756,Cluster 7756,2
7757,Cluster 7757,2
7758,Cluster 7758,268
7759,Cluster 7759,3
7760,Cluster 7760,1
7761,Cluster 7761,8
7762,Cluster 7762,2
7763,Cluster 7763,1
7764,Cluster 7764,1
7765,Cluster 7765,7
7766,Cluster 7766,1
7767,Cluster 7767,1
7768,Cluster 7768,1
7769,Cluster 7769,1
7770,Cluster 7770,1
7771,Cluster 7771,1
7772,Cluster 7772,1
7773,Cluster 7773,2
7774,Cluster 7774,5
7775,Cluster 7775,268
7776,Cluster 7776,48
7777,Cluster 7777,2
7778,Cluster 7778,1
7779,Cluster 7779,8
7780,Cluster 7780,1
7781,Cluster 7781,7
7782,Cluster 7782,2
7783,Cluster 7783,1
7784,Cluster 7784,1
7785,Cluster 7785,65
7786,Cluster 7786,1
7787,Cluster 7787,1
7788,Cluster 7788,1
7789,Cluster 7789,11
7790,Cluster 7790,1
7791,Cluster 7791,1
7792,Cluster 7792,1
7793,Cluster 7793,2
7794,Cluster 7794,1
7795,Cluster 7795,1
7796,Cluster 7796,1
7797,Cluster 7797,1
7798,Cluster 7798,1
7799,Cluster 7799,2
7800,Cluster 7800,1
7801,Cluster 7801,1
7802,Cluster 7802,136
7803,Cluster 7803,269
7804,Cluster 7804,1
7805,Cluster 7805,21
7806,Cluster 7806,1
7807,Cluster 7807,1
7808,Cluster 7808,26
7809,Cluster 7809,9
7810,Cluster 7810,1
7811,Cluster 7811,1
7812,Cluster 7812,1
7813,Cluster 7813,1
7814,Cluster 7814,1
7815,Cluster 7815,1
7816,Cluster 7816,5
7817,Cluster 7817,1
7818,Cluster 7818,1
7819,Cluster 7819,1
7820,Cluster 7820,3
7821,Cluster 7821,1
7822,Cluster 7822,1
7823,Cluster 7823,6
7824,Cluster 7824,1
7825,Cluster 7825,1
7826,Cluster 7826,1
7827,Cluster 7827,1
7828,Cluster 7828,1
7829,Cluster 7829,1
7830,Cluster 7830,43
7831,Cluster 7831,43
7832,Cluster 7832,1
7833,Cluster 7833,1
7834,Cluster 7834,15
7835,Cluster 7835,11
7836,Cluster 7836,3
7837,Cluster 7837,1
7838,Cluster 7838,1
7839,Cluster 7839,3
7840,Cluster 7840,1
7841,Cluster 7841,1
7842,Cluster 7842,2
7843,Cluster 7843,1
7844,Cluster 7844,1
7845,Cluster 7845,1
7846,Cluster 7846,1
7847,Cluster 7847,1
7848,Cluster 7848,3
7849,Cluster 7849,1
7850,Cluster 7850,1
7851,Cluster 7851,1
7852,Cluster 7852,1
7853,Cluster 7853,1
7854,Cluster 7854,1
7855,Cluster 7855,2
7856,Cluster 7856,3
7857,Cluster 7857,16
7858,Cluster 7858,4
7859,Cluster 7859,2
7860,Cluster 7860,2
7861,Cluster 7861,6
7862,Cluster 7862,4
7863,Cluster 7863,41
7864,Cluster 7864,2
7865,Cluster 7865,2
7866,Cluster 7866,1
7867,Cluster 7867,1
7868,Cluster 7868,8
7869,Cluster 7869,3
7870,Cluster 7870,1
7871,Cluster 7871,6
7872,Cluster 7872,2
7873,Cluster 7873,1
7874,Cluster 7874,1
7875,Cluster 7875,1
7876,Cluster 7876,1
7877,Cluster 7877,1
7878,Cluster 7878,1
7879,Cluster 7879,1
7880,Cluster 7880,1
7881,Cluster 7881,11
7882,Cluster 7882,1
7883,Cluster 7883,1
7884,Cluster 7884,2
7885,Cluster 7885,1
7886,Cluster 7886,1
7887,Cluster 7887,1
7888,Cluster 7888,6
7889,Cluster 7889,1
7890,Cluster 7890,2
7891,Cluster 7891,1
7892,Cluster 7892,1
7893,Cluster 7893,1
7894,Cluster 7894,1
7895,Cluster 7895,1
7896,Cluster 7896,1
7897,Cluster 7897,1
7898,Cluster 7898,1
7899,Cluster 7899,241
7900,Cluster 7900,1
7901,Cluster 7901,7
7902,Cluster 7902,2
7903,Cluster 7903,2
7904,Cluster 7904,1
7905,Cluster 7905,1
7906,Cluster 7906,1
7907,Cluster 7907,1
7908,Cluster 7908,2
7909,Cluster 7909,1
7910,Cluster 7910,1
7911,Cluster 7911,1
7912,Cluster 7912,82
7913,Cluster 7913,1
7914,Cluster 7914,1
7915,Cluster 7915,4
7916,Cluster 7916,1
7917,Cluster 7917,1
7918,Cluster 7918,97
7919,Cluster 7919,2
7920,Cluster 7920,1
7921,Cluster 7921,1
7922,Cluster 7922,1
7923,Cluster 7923,2
7924,Cluster 7924,1
7925,Cluster 7925,1
7926,Cluster 7926,1
7927,Cluster 7927,1
7928,Cluster 7928,6
7929,Cluster 7929,1
7930,Cluster 7930,4
7931,Cluster 7931,1
7932,Cluster 7932,2
7933,Cluster 7933,2
7934,Cluster 7934,1
7935,Cluster 7935,1
7936,Cluster 7936,4
7937,Cluster 7937,4
7938,Cluster 7938,1
7939,Cluster 7939,1
7940,Cluster 7940,1
7941,Cluster 7941,1
7942,Cluster 7942,161
7943,Cluster 7943,1
7944,Cluster 7944,6
7945,Cluster 7945,1
7946,Cluster 7946,1
7947,Cluster 7947,1
7948,Cluster 7948,2
7949,Cluster 7949,1
7950,Cluster 7950,1
7951,Cluster 7951,1
7952,Cluster 7952,2
7953,Cluster 7953,1
7954,Cluster 7954,8
7955,Cluster 7955,1
7956,Cluster 7956,1
7957,Cluster 7957,1
7958,Cluster 7958,1
7959,Cluster 7959,6
7960,Cluster 7960,1
7961,Cluster 7961,1
7962,Cluster 7962,1
7963,Cluster 7963,1
7964,Cluster 7964,1
7965,Cluster 7965,159
7966,Cluster 7966,1
7967,Cluster 7967,1
7968,Cluster 7968,2
7969,Cluster 7969,2
7970,Cluster 7970,4
7971,Cluster 7971,4
7972,Cluster 7972,1
7973,Cluster 7973,1
7974,Cluster 7974,3
7975,Cluster 7975,2
7976,Cluster 7976,1
7977,Cluster 7977,1
7978,Cluster 7978,1
7979,Cluster 7979,1
7980,Cluster 7980,26
7981,Cluster 7981,1
7982,Cluster 7982,1
7983,Cluster 7983,1
7984,Cluster 7984,1
7985,Cluster 7985,2
7986,Cluster 7986,1
7987,Cluster 7987,1
7988,Cluster 7988,1
7989,Cluster 7989,1
7990,Cluster 7990,1
7991,Cluster 7991,1
7992,Cluster 7992,1
7993,Cluster 7993,1
7994,Cluster 7994,4
7995,Cluster 7995,3
7996,Cluster 7996,1
7997,Cluster 7997,5
7998,Cluster 7998,1
7999,Cluster 7999,1
8000,Cluster 8000,1
8001,Cluster 8001,1
8002,Cluster 8002,1
8003,Cluster 8003,1
8004,Cluster 8004,1
8005,Cluster 8005,1
8006,Cluster 8006,1
8007,Cluster 8007,37
8008,Cluster 8008,1
8009,Cluster 8009,1
8010,Cluster 8010,1
8011,Cluster 8011,1
8012,Cluster 8012,1
8013,Cluster 8013,4
8014,Cluster 8014,2
8015,Cluster 8015,2
8016,Cluster 8016,1
8017,Cluster 8017,1
8018,Cluster 8018,1
8019,Cluster 8019,1
8020,Cluster 8020,1
