, ,Number of genomes,gene_class
17772,Cluster 17772,1,unique
17773,Cluster 17773,1,unique
17774,Cluster 17774,1,unique
17775,Cluster 17775,16,unique
17776,Cluster 17776,8,unique
17777,Cluster 17777,5,unique
17778,Cluster 17778,1,unique
17779,Cluster 17779,3,unique
17780,Cluster 17780,1,unique
17781,Cluster 17781,1,unique
17782,Cluster 17782,1,unique
17783,Cluster 17783,1,unique
17784,Cluster 17784,1,unique
17785,Cluster 17785,26,unique
17786,Cluster 17786,1,unique
17787,Cluster 17787,1,unique
17788,Cluster 17788,1,unique
17789,Cluster 17789,1,unique
17790,Cluster 17790,1327,core
17791,Cluster 17791,211,accessory
17792,Cluster 17792,16,unique
17793,Cluster 17793,151,accessory
17794,Cluster 17794,29,unique
17795,Cluster 17795,1316,core
17796,Cluster 17796,14,unique
17797,Cluster 17797,6,unique
17798,Cluster 17798,9,unique
17799,Cluster 17799,354,accessory
17800,Cluster 17800,1,unique
17801,Cluster 17801,1,unique
17802,Cluster 17802,3,unique
17803,Cluster 17803,15,unique
17804,Cluster 17804,428,accessory
17805,Cluster 17805,9,unique
17806,Cluster 17806,1321,core
17807,Cluster 17807,5,unique
17808,Cluster 17808,1,unique
17809,Cluster 17809,1,unique
17810,Cluster 17810,4,unique
17811,Cluster 17811,4,unique
17812,Cluster 17812,3,unique
17813,Cluster 17813,3,unique
17814,Cluster 17814,5,unique
17815,Cluster 17815,1,unique
17816,Cluster 17816,20,unique
17817,Cluster 17817,1,unique
17818,Cluster 17818,4,unique
17819,Cluster 17819,1,unique
17820,Cluster 17820,9,unique
17821,Cluster 17821,2,unique
17822,Cluster 17822,2,unique
17823,Cluster 17823,20,unique
17824,Cluster 17824,16,unique
17825,Cluster 17825,7,unique
17826,Cluster 17826,1,unique
17827,Cluster 17827,16,unique
17828,Cluster 17828,2,unique
17829,Cluster 17829,2,unique
17830,Cluster 17830,5,unique
17831,Cluster 17831,88,unique
17832,Cluster 17832,3,unique
17833,Cluster 17833,2,unique
17834,Cluster 17834,4,unique
17835,Cluster 17835,4,unique
17836,Cluster 17836,13,unique
17837,Cluster 17837,1,unique
17838,Cluster 17838,8,unique
17839,Cluster 17839,1,unique
17840,Cluster 17840,1,unique
17841,Cluster 17841,1,unique
17842,Cluster 17842,1,unique
17843,Cluster 17843,1,unique
17844,Cluster 17844,9,unique
17845,Cluster 17845,1,unique
17846,Cluster 17846,123,accessory
17847,Cluster 17847,373,accessory
17848,Cluster 17848,19,unique
17849,Cluster 17849,1,unique
17850,Cluster 17850,161,accessory
17851,Cluster 17851,21,unique
17852,Cluster 17852,13,unique
17853,Cluster 17853,40,unique
17854,Cluster 17854,1,unique
17855,Cluster 17855,56,unique
17856,Cluster 17856,1,unique
17857,Cluster 17857,3,unique
17858,Cluster 17858,2,unique
17859,Cluster 17859,2,unique
17860,Cluster 17860,1,unique
17861,Cluster 17861,14,unique
17862,Cluster 17862,1,unique
17863,Cluster 17863,3,unique
17864,Cluster 17864,54,unique
17865,Cluster 17865,1320,core
17866,Cluster 17866,1317,core
17867,Cluster 17867,1327,core
17868,Cluster 17868,265,accessory
17869,Cluster 17869,159,accessory
17870,Cluster 17870,11,unique
17871,Cluster 17871,7,unique
17872,Cluster 17872,161,accessory
17873,Cluster 17873,1320,core
17874,Cluster 17874,56,unique
17875,Cluster 17875,4,unique
17876,Cluster 17876,2,unique
17877,Cluster 17877,3,unique
17878,Cluster 17878,6,unique
17879,Cluster 17879,1,unique
17880,Cluster 17880,19,unique
17881,Cluster 17881,1318,core
17882,Cluster 17882,1318,core
17883,Cluster 17883,4,unique
17884,Cluster 17884,4,unique
17885,Cluster 17885,4,unique
17886,Cluster 17886,2,unique
17887,Cluster 17887,4,unique
17888,Cluster 17888,4,unique
17889,Cluster 17889,4,unique
17890,Cluster 17890,1,unique
17891,Cluster 17891,1,unique
17892,Cluster 17892,1,unique
17893,Cluster 17893,1,unique
17894,Cluster 17894,8,unique
17895,Cluster 17895,1,unique
17896,Cluster 17896,1,unique
17897,Cluster 17897,2,unique
17898,Cluster 17898,2,unique
17899,Cluster 17899,5,unique
17900,Cluster 17900,1,unique
17901,Cluster 17901,1,unique
17902,Cluster 17902,3,unique
17903,Cluster 17903,1,unique
17904,Cluster 17904,2,unique
17905,Cluster 17905,1,unique
17906,Cluster 17906,1319,core
17907,Cluster 17907,1,unique
17908,Cluster 17908,2,unique
17909,Cluster 17909,2,unique
17910,Cluster 17910,2,unique
17911,Cluster 17911,2,unique
17912,Cluster 17912,1,unique
17913,Cluster 17913,2,unique
17914,Cluster 17914,1327,core
17915,Cluster 17915,11,unique
17916,Cluster 17916,3,unique
17917,Cluster 17917,2,unique
17918,Cluster 17918,1,unique
17919,Cluster 17919,2,unique
17920,Cluster 17920,1,unique
17921,Cluster 17921,2,unique
17922,Cluster 17922,1,unique
17923,Cluster 17923,1,unique
17924,Cluster 17924,1,unique
17925,Cluster 17925,16,unique
17926,Cluster 17926,1,unique
17927,Cluster 17927,1,unique
17928,Cluster 17928,1,unique
17929,Cluster 17929,25,unique
17930,Cluster 17930,3,unique
17931,Cluster 17931,22,unique
17932,Cluster 17932,1,unique
17933,Cluster 17933,3,unique
17934,Cluster 17934,2,unique
17935,Cluster 17935,1,unique
17936,Cluster 17936,2,unique
17937,Cluster 17937,5,unique
17938,Cluster 17938,1,unique
17939,Cluster 17939,2,unique
17940,Cluster 17940,1,unique
17941,Cluster 17941,1,unique
17942,Cluster 17942,1,unique
17943,Cluster 17943,1,unique
17944,Cluster 17944,1,unique
17945,Cluster 17945,1,unique
17946,Cluster 17946,1,unique
17947,Cluster 17947,1,unique
17948,Cluster 17948,3,unique
17949,Cluster 17949,1322,core
17950,Cluster 17950,1322,core
17951,Cluster 17951,16,unique
17952,Cluster 17952,430,accessory
17953,Cluster 17953,1,unique
17954,Cluster 17954,213,accessory
17955,Cluster 17955,1,unique
17956,Cluster 17956,11,unique
17957,Cluster 17957,86,unique
17958,Cluster 17958,4,unique
17959,Cluster 17959,4,unique
17960,Cluster 17960,4,unique
17961,Cluster 17961,2,unique
17962,Cluster 17962,2,unique
17963,Cluster 17963,1,unique
17964,Cluster 17964,1,unique
17965,Cluster 17965,160,accessory
17966,Cluster 17966,2,unique
17967,Cluster 17967,1,unique
17968,Cluster 17968,3,unique
17969,Cluster 17969,1,unique
17970,Cluster 17970,2,unique
17971,Cluster 17971,28,unique
17972,Cluster 17972,1,unique
17973,Cluster 17973,2,unique
17974,Cluster 17974,1326,core
17975,Cluster 17975,4,unique
17976,Cluster 17976,6,unique
17977,Cluster 17977,1,unique
17978,Cluster 17978,14,unique
17979,Cluster 17979,1,unique
17980,Cluster 17980,1,unique
17981,Cluster 17981,11,unique
17982,Cluster 17982,1,unique
17983,Cluster 17983,1,unique
17984,Cluster 17984,1,unique
17985,Cluster 17985,10,unique
17986,Cluster 17986,3,unique
17987,Cluster 17987,1,unique
17988,Cluster 17988,1,unique
17989,Cluster 17989,1,unique
17990,Cluster 17990,4,unique
17991,Cluster 17991,1,unique
17992,Cluster 17992,1,unique
17993,Cluster 17993,44,unique
17994,Cluster 17994,139,accessory
17995,Cluster 17995,4,unique
17996,Cluster 17996,12,unique
17997,Cluster 17997,2,unique
17998,Cluster 17998,2,unique
17999,Cluster 17999,2,unique
18000,Cluster 18000,7,unique
18001,Cluster 18001,26,unique
18002,Cluster 18002,1325,core
18003,Cluster 18003,4,unique
18004,Cluster 18004,10,unique
18005,Cluster 18005,1194,accessory
18006,Cluster 18006,32,unique
18007,Cluster 18007,3,unique
18008,Cluster 18008,13,unique
18009,Cluster 18009,1314,core
18010,Cluster 18010,3,unique
18011,Cluster 18011,1,unique
18012,Cluster 18012,1,unique
18013,Cluster 18013,7,unique
18014,Cluster 18014,1,unique
18015,Cluster 18015,1,unique
18016,Cluster 18016,1,unique
18017,Cluster 18017,1,unique
18018,Cluster 18018,1,unique
18019,Cluster 18019,1,unique
18020,Cluster 18020,18,unique
18021,Cluster 18021,1,unique
18022,Cluster 18022,4,unique
18023,Cluster 18023,1,unique
18024,Cluster 18024,75,unique
18025,Cluster 18025,17,unique
18026,Cluster 18026,1,unique
18027,Cluster 18027,1,unique
18028,Cluster 18028,1,unique
18029,Cluster 18029,3,unique
18030,Cluster 18030,2,unique
18031,Cluster 18031,2,unique
18032,Cluster 18032,1,unique
18033,Cluster 18033,1,unique
18034,Cluster 18034,1,unique
18035,Cluster 18035,1,unique
18036,Cluster 18036,1,unique
18037,Cluster 18037,1,unique
18038,Cluster 18038,3,unique
18039,Cluster 18039,1,unique
18040,Cluster 18040,1322,core
18041,Cluster 18041,1321,core
18042,Cluster 18042,1323,core
18043,Cluster 18043,1322,core
18044,Cluster 18044,16,unique
18045,Cluster 18045,555,accessory
18046,Cluster 18046,539,accessory
18047,Cluster 18047,1,unique
18048,Cluster 18048,221,accessory
18049,Cluster 18049,173,accessory
18050,Cluster 18050,35,unique
18051,Cluster 18051,176,accessory
18052,Cluster 18052,4,unique
18053,Cluster 18053,2,unique
18054,Cluster 18054,1,unique
18055,Cluster 18055,8,unique
18056,Cluster 18056,14,unique
18057,Cluster 18057,3,unique
18058,Cluster 18058,1,unique
18059,Cluster 18059,1,unique
18060,Cluster 18060,1,unique
18061,Cluster 18061,1,unique
18062,Cluster 18062,1,unique
18063,Cluster 18063,1,unique
18064,Cluster 18064,1,unique
18065,Cluster 18065,1,unique
18066,Cluster 18066,1325,core
18067,Cluster 18067,4,unique
18068,Cluster 18068,4,unique
18069,Cluster 18069,1,unique
18070,Cluster 18070,1,unique
18071,Cluster 18071,4,unique
18072,Cluster 18072,611,accessory
18073,Cluster 18073,4,unique
18074,Cluster 18074,1,unique
18075,Cluster 18075,1,unique
18076,Cluster 18076,19,unique
18077,Cluster 18077,2,unique
18078,Cluster 18078,1,unique
18079,Cluster 18079,1,unique
18080,Cluster 18080,3,unique
18081,Cluster 18081,6,unique
18082,Cluster 18082,26,unique
18083,Cluster 18083,3,unique
18084,Cluster 18084,8,unique
18085,Cluster 18085,234,accessory
18086,Cluster 18086,1,unique
18087,Cluster 18087,2,unique
18088,Cluster 18088,1320,core
18089,Cluster 18089,15,unique
18090,Cluster 18090,5,unique
18091,Cluster 18091,2,unique
18092,Cluster 18092,2,unique
18093,Cluster 18093,2,unique
18094,Cluster 18094,87,unique
18095,Cluster 18095,5,unique
18096,Cluster 18096,2,unique
18097,Cluster 18097,1,unique
18098,Cluster 18098,29,unique
18099,Cluster 18099,6,unique
18100,Cluster 18100,1317,core
18101,Cluster 18101,1,unique
18102,Cluster 18102,9,unique
18103,Cluster 18103,2,unique
18104,Cluster 18104,1,unique
18105,Cluster 18105,2,unique
18106,Cluster 18106,1,unique
18107,Cluster 18107,1,unique
18108,Cluster 18108,3,unique
18109,Cluster 18109,6,unique
18110,Cluster 18110,1,unique
18111,Cluster 18111,2,unique
18112,Cluster 18112,1,unique
18113,Cluster 18113,1,unique
18114,Cluster 18114,9,unique
18115,Cluster 18115,7,unique
18116,Cluster 18116,2,unique
18117,Cluster 18117,3,unique
18118,Cluster 18118,1,unique
18119,Cluster 18119,1318,core
18120,Cluster 18120,6,unique
18121,Cluster 18121,5,unique
18122,Cluster 18122,4,unique
18123,Cluster 18123,2,unique
18124,Cluster 18124,1,unique
18125,Cluster 18125,1327,core
18126,Cluster 18126,1,unique
18127,Cluster 18127,1,unique
18128,Cluster 18128,2,unique
18129,Cluster 18129,16,unique
18130,Cluster 18130,39,unique
18131,Cluster 18131,1,unique
18132,Cluster 18132,1,unique
18133,Cluster 18133,7,unique
18134,Cluster 18134,391,accessory
18135,Cluster 18135,4,unique
18136,Cluster 18136,88,unique
18137,Cluster 18137,333,accessory
18138,Cluster 18138,363,accessory
18139,Cluster 18139,5,unique
18140,Cluster 18140,31,unique
18141,Cluster 18141,2,unique
18142,Cluster 18142,56,unique
18143,Cluster 18143,3,unique
18144,Cluster 18144,18,unique
18145,Cluster 18145,1,unique
18146,Cluster 18146,1,unique
18147,Cluster 18147,2,unique
18148,Cluster 18148,4,unique
18149,Cluster 18149,4,unique
18150,Cluster 18150,4,unique
18151,Cluster 18151,4,unique
18152,Cluster 18152,4,unique
18153,Cluster 18153,4,unique
18154,Cluster 18154,1326,core
18155,Cluster 18155,1,unique
18156,Cluster 18156,1,unique
18157,Cluster 18157,1,unique
18158,Cluster 18158,2,unique
18159,Cluster 18159,1,unique
18160,Cluster 18160,2,unique
18161,Cluster 18161,8,unique
18162,Cluster 18162,1,unique
18163,Cluster 18163,1110,accessory
18164,Cluster 18164,3,unique
18165,Cluster 18165,3,unique
18166,Cluster 18166,2,unique
18167,Cluster 18167,1310,core
18168,Cluster 18168,4,unique
18169,Cluster 18169,2,unique
18170,Cluster 18170,18,unique
18171,Cluster 18171,1,unique
18172,Cluster 18172,1,unique
18173,Cluster 18173,1319,core
18174,Cluster 18174,1,unique
18175,Cluster 18175,1321,core
18176,Cluster 18176,2,unique
18177,Cluster 18177,3,unique
18178,Cluster 18178,2,unique
18179,Cluster 18179,2,unique
18180,Cluster 18180,2,unique
18181,Cluster 18181,3,unique
18182,Cluster 18182,2,unique
18183,Cluster 18183,3,unique
18184,Cluster 18184,3,unique
18185,Cluster 18185,3,unique
18186,Cluster 18186,2,unique
18187,Cluster 18187,11,unique
18188,Cluster 18188,11,unique
18189,Cluster 18189,1,unique
18190,Cluster 18190,19,unique
18191,Cluster 18191,1,unique
18192,Cluster 18192,75,unique
18193,Cluster 18193,13,unique
18194,Cluster 18194,31,unique
18195,Cluster 18195,5,unique
18196,Cluster 18196,1,unique
18197,Cluster 18197,1310,core
18198,Cluster 18198,1,unique
18199,Cluster 18199,2,unique
18200,Cluster 18200,1,unique
18201,Cluster 18201,1,unique
18202,Cluster 18202,3,unique
18203,Cluster 18203,10,unique
18204,Cluster 18204,1,unique
18205,Cluster 18205,2,unique
18206,Cluster 18206,22,unique
18207,Cluster 18207,3,unique
18208,Cluster 18208,1,unique
18209,Cluster 18209,2,unique
18210,Cluster 18210,2,unique
18211,Cluster 18211,1,unique
18212,Cluster 18212,2,unique
18213,Cluster 18213,9,unique
18214,Cluster 18214,1,unique
18215,Cluster 18215,16,unique
18216,Cluster 18216,1,unique
18217,Cluster 18217,1,unique
18218,Cluster 18218,1,unique
18219,Cluster 18219,2,unique
18220,Cluster 18220,1,unique
18221,Cluster 18221,1,unique
18222,Cluster 18222,1277,accessory
18223,Cluster 18223,1310,core
18224,Cluster 18224,1155,accessory
18225,Cluster 18225,1322,core
18226,Cluster 18226,27,unique
18227,Cluster 18227,1320,core
18228,Cluster 18228,1323,core
18229,Cluster 18229,1326,core
18230,Cluster 18230,1319,core
18231,Cluster 18231,1327,core
18232,Cluster 18232,16,unique
18233,Cluster 18233,1,unique
18234,Cluster 18234,332,accessory
18235,Cluster 18235,6,unique
18236,Cluster 18236,108,accessory
18237,Cluster 18237,24,unique
18238,Cluster 18238,3,unique
18239,Cluster 18239,31,unique
18240,Cluster 18240,1327,core
18241,Cluster 18241,19,unique
18242,Cluster 18242,99,unique
18243,Cluster 18243,98,unique
18244,Cluster 18244,5,unique
18245,Cluster 18245,2,unique
18246,Cluster 18246,1,unique
18247,Cluster 18247,1,unique
18248,Cluster 18248,23,unique
18249,Cluster 18249,55,unique
18250,Cluster 18250,1,unique
18251,Cluster 18251,4,unique
18252,Cluster 18252,115,accessory
18253,Cluster 18253,1,unique
18254,Cluster 18254,4,unique
18255,Cluster 18255,2,unique
18256,Cluster 18256,2,unique
18257,Cluster 18257,1,unique
18258,Cluster 18258,3,unique
18259,Cluster 18259,1,unique
18260,Cluster 18260,4,unique
18261,Cluster 18261,4,unique
18262,Cluster 18262,4,unique
18263,Cluster 18263,21,unique
18264,Cluster 18264,1,unique
18265,Cluster 18265,2,unique
18266,Cluster 18266,1,unique
18267,Cluster 18267,5,unique
18268,Cluster 18268,14,unique
18269,Cluster 18269,4,unique
18270,Cluster 18270,1,unique
18271,Cluster 18271,2,unique
18272,Cluster 18272,3,unique
18273,Cluster 18273,1,unique
18274,Cluster 18274,1,unique
18275,Cluster 18275,14,unique
18276,Cluster 18276,610,accessory
18277,Cluster 18277,2,unique
18278,Cluster 18278,6,unique
18279,Cluster 18279,395,accessory
18280,Cluster 18280,1,unique
18281,Cluster 18281,56,unique
18282,Cluster 18282,1,unique
18283,Cluster 18283,13,unique
18284,Cluster 18284,9,unique
18285,Cluster 18285,4,unique
18286,Cluster 18286,12,unique
18287,Cluster 18287,2,unique
18288,Cluster 18288,2,unique
18289,Cluster 18289,4,unique
18290,Cluster 18290,2,unique
18291,Cluster 18291,5,unique
18292,Cluster 18292,2,unique
18293,Cluster 18293,476,accessory
18294,Cluster 18294,2,unique
18295,Cluster 18295,2,unique
18296,Cluster 18296,6,unique
18297,Cluster 18297,26,unique
18298,Cluster 18298,2,unique
18299,Cluster 18299,1285,accessory
18300,Cluster 18300,2,unique
18301,Cluster 18301,1,unique
18302,Cluster 18302,1,unique
18303,Cluster 18303,1,unique
18304,Cluster 18304,1065,accessory
18305,Cluster 18305,1,unique
18306,Cluster 18306,5,unique
18307,Cluster 18307,1,unique
18308,Cluster 18308,6,unique
18309,Cluster 18309,3,unique
18310,Cluster 18310,1,unique
18311,Cluster 18311,1,unique
18312,Cluster 18312,26,unique
18313,Cluster 18313,1,unique
18314,Cluster 18314,1,unique
18315,Cluster 18315,6,unique
18316,Cluster 18316,1,unique
18317,Cluster 18317,2,unique
18318,Cluster 18318,1,unique
18319,Cluster 18319,2,unique
18320,Cluster 18320,17,unique
18321,Cluster 18321,1,unique
18322,Cluster 18322,3,unique
18323,Cluster 18323,1,unique
18324,Cluster 18324,2,unique
18325,Cluster 18325,2,unique
18326,Cluster 18326,1,unique
18327,Cluster 18327,4,unique
18328,Cluster 18328,2,unique
18329,Cluster 18329,1,unique
18330,Cluster 18330,2,unique
18331,Cluster 18331,1,unique
18332,Cluster 18332,1,unique
18333,Cluster 18333,1322,core
18334,Cluster 18334,1307,core
18335,Cluster 18335,1321,core
18336,Cluster 18336,607,accessory
18337,Cluster 18337,421,accessory
18338,Cluster 18338,2,unique
18339,Cluster 18339,708,accessory
18340,Cluster 18340,1,unique
18341,Cluster 18341,2,unique
18342,Cluster 18342,41,unique
18343,Cluster 18343,2,unique
18344,Cluster 18344,4,unique
18345,Cluster 18345,7,unique
18346,Cluster 18346,2,unique
18347,Cluster 18347,1,unique
18348,Cluster 18348,15,unique
18349,Cluster 18349,1,unique
18350,Cluster 18350,8,unique
18351,Cluster 18351,4,unique
18352,Cluster 18352,1,unique
18353,Cluster 18353,2,unique
18354,Cluster 18354,18,unique
18355,Cluster 18355,3,unique
18356,Cluster 18356,1,unique
18357,Cluster 18357,2,unique
18358,Cluster 18358,4,unique
18359,Cluster 18359,1,unique
18360,Cluster 18360,1,unique
18361,Cluster 18361,1,unique
18362,Cluster 18362,3,unique
18363,Cluster 18363,1,unique
18364,Cluster 18364,1322,core
18365,Cluster 18365,1320,core
18366,Cluster 18366,2,unique
18367,Cluster 18367,3,unique
18368,Cluster 18368,1,unique
18369,Cluster 18369,1,unique
18370,Cluster 18370,1,unique
18371,Cluster 18371,1,unique
18372,Cluster 18372,12,unique
18373,Cluster 18373,3,unique
18374,Cluster 18374,3,unique
18375,Cluster 18375,1,unique
18376,Cluster 18376,4,unique
18377,Cluster 18377,317,accessory
18378,Cluster 18378,2,unique
18379,Cluster 18379,8,unique
18380,Cluster 18380,12,unique
18381,Cluster 18381,873,accessory
18382,Cluster 18382,2,unique
18383,Cluster 18383,4,unique
18384,Cluster 18384,2,unique
18385,Cluster 18385,2,unique
18386,Cluster 18386,3,unique
18387,Cluster 18387,4,unique
18388,Cluster 18388,1,unique
18389,Cluster 18389,4,unique
18390,Cluster 18390,67,unique
18391,Cluster 18391,2,unique
18392,Cluster 18392,11,unique
18393,Cluster 18393,4,unique
18394,Cluster 18394,1,unique
18395,Cluster 18395,3,unique
18396,Cluster 18396,2,unique
18397,Cluster 18397,17,unique
18398,Cluster 18398,12,unique
18399,Cluster 18399,2,unique
18400,Cluster 18400,23,unique
18401,Cluster 18401,1,unique
18402,Cluster 18402,6,unique
18403,Cluster 18403,2,unique
18404,Cluster 18404,5,unique
18405,Cluster 18405,1251,accessory
18406,Cluster 18406,403,accessory
18407,Cluster 18407,1,unique
18408,Cluster 18408,1,unique
18409,Cluster 18409,3,unique
18410,Cluster 18410,1,unique
18411,Cluster 18411,2,unique
18412,Cluster 18412,6,unique
18413,Cluster 18413,1,unique
18414,Cluster 18414,1280,accessory
18415,Cluster 18415,2,unique
18416,Cluster 18416,44,unique
18417,Cluster 18417,54,unique
18418,Cluster 18418,4,unique
18419,Cluster 18419,5,unique
18420,Cluster 18420,2,unique
18421,Cluster 18421,1,unique
18422,Cluster 18422,2,unique
18423,Cluster 18423,1,unique
18424,Cluster 18424,8,unique
18425,Cluster 18425,2,unique
18426,Cluster 18426,2,unique
18427,Cluster 18427,1,unique
18428,Cluster 18428,1,unique
18429,Cluster 18429,5,unique
18430,Cluster 18430,1,unique
18431,Cluster 18431,1,unique
18432,Cluster 18432,5,unique
18433,Cluster 18433,226,accessory
18434,Cluster 18434,1,unique
18435,Cluster 18435,1318,core
18436,Cluster 18436,1311,core
18437,Cluster 18437,1327,core
18438,Cluster 18438,16,unique
18439,Cluster 18439,24,unique
18440,Cluster 18440,1,unique
18441,Cluster 18441,1,unique
18442,Cluster 18442,2,unique
18443,Cluster 18443,13,unique
18444,Cluster 18444,2,unique
18445,Cluster 18445,2,unique
18446,Cluster 18446,121,accessory
18447,Cluster 18447,122,accessory
18448,Cluster 18448,1,unique
18449,Cluster 18449,3,unique
18450,Cluster 18450,97,unique
18451,Cluster 18451,1,unique
18452,Cluster 18452,1,unique
18453,Cluster 18453,2,unique
18454,Cluster 18454,40,unique
18455,Cluster 18455,1,unique
18456,Cluster 18456,686,accessory
18457,Cluster 18457,2,unique
18458,Cluster 18458,5,unique
18459,Cluster 18459,1,unique
18460,Cluster 18460,1,unique
18461,Cluster 18461,5,unique
18462,Cluster 18462,4,unique
18463,Cluster 18463,4,unique
18464,Cluster 18464,5,unique
18465,Cluster 18465,2,unique
18466,Cluster 18466,1,unique
18467,Cluster 18467,1,unique
18468,Cluster 18468,3,unique
18469,Cluster 18469,2,unique
18470,Cluster 18470,1,unique
18471,Cluster 18471,7,unique
18472,Cluster 18472,1,unique
18473,Cluster 18473,1,unique
18474,Cluster 18474,5,unique
18475,Cluster 18475,32,unique
18476,Cluster 18476,1,unique
18477,Cluster 18477,12,unique
18478,Cluster 18478,2,unique
18479,Cluster 18479,2,unique
18480,Cluster 18480,2,unique
18481,Cluster 18481,2,unique
18482,Cluster 18482,2,unique
18483,Cluster 18483,12,unique
18484,Cluster 18484,6,unique
18485,Cluster 18485,3,unique
18486,Cluster 18486,4,unique
18487,Cluster 18487,12,unique
18488,Cluster 18488,21,unique
18489,Cluster 18489,1,unique
18490,Cluster 18490,2,unique
18491,Cluster 18491,1,unique
18492,Cluster 18492,1,unique
18493,Cluster 18493,5,unique
18494,Cluster 18494,1,unique
18495,Cluster 18495,28,unique
18496,Cluster 18496,1,unique
18497,Cluster 18497,12,unique
18498,Cluster 18498,1,unique
18499,Cluster 18499,1,unique
18500,Cluster 18500,27,unique
18501,Cluster 18501,1,unique
18502,Cluster 18502,5,unique
18503,Cluster 18503,3,unique
18504,Cluster 18504,2,unique
18505,Cluster 18505,42,unique
18506,Cluster 18506,22,unique
18507,Cluster 18507,1,unique
18508,Cluster 18508,2,unique
18509,Cluster 18509,2,unique
18510,Cluster 18510,1,unique
18511,Cluster 18511,2,unique
18512,Cluster 18512,18,unique
18513,Cluster 18513,2,unique
18514,Cluster 18514,3,unique
18515,Cluster 18515,1,unique
18516,Cluster 18516,148,accessory
18517,Cluster 18517,1,unique
18518,Cluster 18518,1325,core
18519,Cluster 18519,1322,core
18520,Cluster 18520,1323,core
18521,Cluster 18521,8,unique
18522,Cluster 18522,1326,core
18523,Cluster 18523,1327,core
18524,Cluster 18524,2,unique
18525,Cluster 18525,83,unique
18526,Cluster 18526,1,unique
18527,Cluster 18527,12,unique
18528,Cluster 18528,29,unique
18529,Cluster 18529,1316,core
18530,Cluster 18530,153,accessory
18531,Cluster 18531,6,unique
18532,Cluster 18532,4,unique
18533,Cluster 18533,57,unique
18534,Cluster 18534,10,unique
18535,Cluster 18535,4,unique
18536,Cluster 18536,2,unique
18537,Cluster 18537,1,unique
18538,Cluster 18538,78,unique
18539,Cluster 18539,10,unique
18540,Cluster 18540,23,unique
18541,Cluster 18541,1,unique
18542,Cluster 18542,1318,core
18543,Cluster 18543,226,accessory
18544,Cluster 18544,2,unique
18545,Cluster 18545,1,unique
18546,Cluster 18546,1099,accessory
18547,Cluster 18547,4,unique
18548,Cluster 18548,1,unique
18549,Cluster 18549,3,unique
18550,Cluster 18550,4,unique
18551,Cluster 18551,4,unique
18552,Cluster 18552,3,unique
18553,Cluster 18553,1,unique
18554,Cluster 18554,2,unique
18555,Cluster 18555,1,unique
18556,Cluster 18556,2,unique
18557,Cluster 18557,1,unique
18558,Cluster 18558,10,unique
18559,Cluster 18559,2,unique
18560,Cluster 18560,2,unique
18561,Cluster 18561,11,unique
18562,Cluster 18562,3,unique
18563,Cluster 18563,2,unique
18564,Cluster 18564,1,unique
18565,Cluster 18565,4,unique
18566,Cluster 18566,748,accessory
18567,Cluster 18567,1,unique
18568,Cluster 18568,2,unique
18569,Cluster 18569,5,unique
18570,Cluster 18570,4,unique
18571,Cluster 18571,42,unique
18572,Cluster 18572,5,unique
18573,Cluster 18573,1,unique
18574,Cluster 18574,2,unique
18575,Cluster 18575,1,unique
18576,Cluster 18576,2,unique
18577,Cluster 18577,1,unique
18578,Cluster 18578,2,unique
18579,Cluster 18579,4,unique
18580,Cluster 18580,4,unique
18581,Cluster 18581,2,unique
18582,Cluster 18582,18,unique
18583,Cluster 18583,1,unique
18584,Cluster 18584,2,unique
18585,Cluster 18585,2,unique
18586,Cluster 18586,2,unique
18587,Cluster 18587,1,unique
18588,Cluster 18588,1321,core
18589,Cluster 18589,1,unique
18590,Cluster 18590,1,unique
18591,Cluster 18591,1,unique
18592,Cluster 18592,2,unique
18593,Cluster 18593,2,unique
18594,Cluster 18594,1,unique
18595,Cluster 18595,1,unique
18596,Cluster 18596,1,unique
18597,Cluster 18597,9,unique
18598,Cluster 18598,1,unique
18599,Cluster 18599,65,unique
18600,Cluster 18600,8,unique
18601,Cluster 18601,2,unique
18602,Cluster 18602,2,unique
18603,Cluster 18603,98,unique
18604,Cluster 18604,2,unique
18605,Cluster 18605,1,unique
18606,Cluster 18606,2,unique
18607,Cluster 18607,9,unique
18608,Cluster 18608,1,unique
18609,Cluster 18609,1,unique
18610,Cluster 18610,1,unique
18611,Cluster 18611,1,unique
18612,Cluster 18612,1,unique
18613,Cluster 18613,1,unique
18614,Cluster 18614,40,unique
18615,Cluster 18615,46,unique
18616,Cluster 18616,1,unique
18617,Cluster 18617,1,unique
18618,Cluster 18618,1320,core
18619,Cluster 18619,1307,core
18620,Cluster 18620,16,unique
18621,Cluster 18621,55,unique
18622,Cluster 18622,668,accessory
18623,Cluster 18623,5,unique
18624,Cluster 18624,1,unique
18625,Cluster 18625,109,accessory
18626,Cluster 18626,11,unique
18627,Cluster 18627,1,unique
18628,Cluster 18628,63,unique
18629,Cluster 18629,98,unique
18630,Cluster 18630,2,unique
18631,Cluster 18631,47,unique
18632,Cluster 18632,2,unique
18633,Cluster 18633,9,unique
18634,Cluster 18634,195,accessory
18635,Cluster 18635,67,unique
18636,Cluster 18636,1,unique
18637,Cluster 18637,1,unique
18638,Cluster 18638,2,unique
18639,Cluster 18639,1324,core
18640,Cluster 18640,5,unique
18641,Cluster 18641,1,unique
