, ,Number of genomes,gene_class
3536,Cluster 3536,7,unique
3537,Cluster 3537,195,accessory
3538,Cluster 3538,213,accessory
3539,Cluster 3539,1,unique
3540,Cluster 3540,4,unique
3541,Cluster 3541,4,unique
3542,Cluster 3542,3,unique
3543,Cluster 3543,3,unique
3544,Cluster 3544,1,unique
3545,Cluster 3545,1326,core
3546,Cluster 3546,2,unique
3547,Cluster 3547,5,unique
3548,Cluster 3548,2,unique
3549,Cluster 3549,2,unique
3550,Cluster 3550,2,unique
3551,Cluster 3551,80,unique
3552,Cluster 3552,1326,core
3553,Cluster 3553,16,unique
3554,Cluster 3554,17,unique
3555,Cluster 3555,1,unique
3556,Cluster 3556,1305,core
3557,Cluster 3557,7,unique
3558,Cluster 3558,5,unique
3559,Cluster 3559,2,unique
3560,Cluster 3560,1190,accessory
3561,Cluster 3561,2,unique
3562,Cluster 3562,1312,core
3563,Cluster 3563,17,unique
3564,Cluster 3564,1,unique
3565,Cluster 3565,1208,accessory
3566,Cluster 3566,8,unique
3567,Cluster 3567,2,unique
3568,Cluster 3568,1,unique
3569,Cluster 3569,1305,core
3570,Cluster 3570,1314,core
3571,Cluster 3571,1306,core
3572,Cluster 3572,1325,core
3573,Cluster 3573,1325,core
3574,Cluster 3574,1098,accessory
3575,Cluster 3575,31,unique
3576,Cluster 3576,1,unique
3577,Cluster 3577,1,unique
3578,Cluster 3578,77,unique
3579,Cluster 3579,4,unique
3580,Cluster 3580,1,unique
3581,Cluster 3581,2,unique
3582,Cluster 3582,8,unique
3583,Cluster 3583,2,unique
3584,Cluster 3584,1,unique
3585,Cluster 3585,1,unique
3586,Cluster 3586,1321,core
3587,Cluster 3587,1,unique
3588,Cluster 3588,1316,core
3589,Cluster 3589,1326,core
3590,Cluster 3590,62,unique
3591,Cluster 3591,76,unique
3592,Cluster 3592,20,unique
3593,Cluster 3593,1326,core
3594,Cluster 3594,1,unique
3595,Cluster 3595,2,unique
3596,Cluster 3596,1318,core
3597,Cluster 3597,1,unique
3598,Cluster 3598,86,unique
3599,Cluster 3599,1,unique
3600,Cluster 3600,2,unique
3601,Cluster 3601,1,unique
3602,Cluster 3602,1,unique
3603,Cluster 3603,1,unique
3604,Cluster 3604,1,unique
3605,Cluster 3605,1322,core
3606,Cluster 3606,1320,core
3607,Cluster 3607,1291,accessory
3608,Cluster 3608,21,unique
3609,Cluster 3609,4,unique
3610,Cluster 3610,746,accessory
3611,Cluster 3611,9,unique
3612,Cluster 3612,1,unique
3613,Cluster 3613,2,unique
3614,Cluster 3614,1,unique
3615,Cluster 3615,3,unique
3616,Cluster 3616,1,unique
3617,Cluster 3617,15,unique
3618,Cluster 3618,4,unique
3619,Cluster 3619,1310,core
3620,Cluster 3620,2,unique
3621,Cluster 3621,2,unique
3622,Cluster 3622,77,unique
3623,Cluster 3623,2,unique
3624,Cluster 3624,3,unique
3625,Cluster 3625,1289,accessory
3626,Cluster 3626,1326,core
3627,Cluster 3627,1311,core
3628,Cluster 3628,754,accessory
3629,Cluster 3629,759,accessory
3630,Cluster 3630,1090,accessory
3631,Cluster 3631,46,unique
3632,Cluster 3632,2,unique
3633,Cluster 3633,1,unique
3634,Cluster 3634,8,unique
3635,Cluster 3635,28,unique
3636,Cluster 3636,4,unique
3637,Cluster 3637,4,unique
3638,Cluster 3638,4,unique
3639,Cluster 3639,1327,core
3640,Cluster 3640,1,unique
3641,Cluster 3641,40,unique
3642,Cluster 3642,2,unique
3643,Cluster 3643,8,unique
3644,Cluster 3644,1,unique
3645,Cluster 3645,2,unique
3646,Cluster 3646,1,unique
3647,Cluster 3647,7,unique
3648,Cluster 3648,3,unique
3649,Cluster 3649,2,unique
3650,Cluster 3650,8,unique
3651,Cluster 3651,1,unique
3652,Cluster 3652,1,unique
3653,Cluster 3653,1327,core
3654,Cluster 3654,1188,accessory
3655,Cluster 3655,1323,core
3656,Cluster 3656,1327,core
3657,Cluster 3657,1,unique
3658,Cluster 3658,24,unique
3659,Cluster 3659,11,unique
3660,Cluster 3660,1,unique
3661,Cluster 3661,4,unique
3662,Cluster 3662,1,unique
3663,Cluster 3663,1,unique
3664,Cluster 3664,2,unique
3665,Cluster 3665,332,accessory
3666,Cluster 3666,3,unique
3667,Cluster 3667,2,unique
3668,Cluster 3668,1,unique
3669,Cluster 3669,135,accessory
3670,Cluster 3670,1327,core
3671,Cluster 3671,1326,core
3672,Cluster 3672,20,unique
3673,Cluster 3673,2,unique
3674,Cluster 3674,1320,core
3675,Cluster 3675,19,unique
3676,Cluster 3676,29,unique
3677,Cluster 3677,1,unique
3678,Cluster 3678,4,unique
3679,Cluster 3679,2,unique
3680,Cluster 3680,1,unique
3681,Cluster 3681,1,unique
3682,Cluster 3682,2,unique
3683,Cluster 3683,2,unique
3684,Cluster 3684,3,unique
3685,Cluster 3685,6,unique
3686,Cluster 3686,3,unique
3687,Cluster 3687,5,unique
3688,Cluster 3688,1174,accessory
3689,Cluster 3689,1,unique
3690,Cluster 3690,1,unique
3691,Cluster 3691,1,unique
3692,Cluster 3692,1327,core
3693,Cluster 3693,1313,core
3694,Cluster 3694,749,accessory
3695,Cluster 3695,1318,core
3696,Cluster 3696,927,accessory
3697,Cluster 3697,108,accessory
3698,Cluster 3698,204,accessory
3699,Cluster 3699,2,unique
3700,Cluster 3700,1,unique
3701,Cluster 3701,6,unique
3702,Cluster 3702,4,unique
3703,Cluster 3703,2,unique
3704,Cluster 3704,4,unique
3705,Cluster 3705,1303,core
3706,Cluster 3706,2,unique
3707,Cluster 3707,10,unique
3708,Cluster 3708,1,unique
3709,Cluster 3709,91,unique
3710,Cluster 3710,1,unique
3711,Cluster 3711,2,unique
3712,Cluster 3712,1327,core
3713,Cluster 3713,1326,core
3714,Cluster 3714,1327,core
3715,Cluster 3715,36,unique
3716,Cluster 3716,4,unique
3717,Cluster 3717,3,unique
3718,Cluster 3718,1327,core
3719,Cluster 3719,2,unique
3720,Cluster 3720,2,unique
3721,Cluster 3721,14,unique
3722,Cluster 3722,847,accessory
3723,Cluster 3723,1,unique
3724,Cluster 3724,1,unique
3725,Cluster 3725,171,accessory
3726,Cluster 3726,203,accessory
3727,Cluster 3727,1028,accessory
3728,Cluster 3728,1327,core
3729,Cluster 3729,397,accessory
3730,Cluster 3730,513,accessory
3731,Cluster 3731,4,unique
3732,Cluster 3732,3,unique
3733,Cluster 3733,58,unique
3734,Cluster 3734,6,unique
3735,Cluster 3735,4,unique
3736,Cluster 3736,5,unique
3737,Cluster 3737,2,unique
3738,Cluster 3738,199,accessory
3739,Cluster 3739,2,unique
3740,Cluster 3740,575,accessory
3741,Cluster 3741,8,unique
3742,Cluster 3742,1,unique
3743,Cluster 3743,1,unique
3744,Cluster 3744,1323,core
3745,Cluster 3745,1327,core
3746,Cluster 3746,27,unique
3747,Cluster 3747,4,unique
3748,Cluster 3748,1,unique
3749,Cluster 3749,4,unique
3750,Cluster 3750,1,unique
3751,Cluster 3751,1322,core
3752,Cluster 3752,4,unique
3753,Cluster 3753,2,unique
3754,Cluster 3754,16,unique
3755,Cluster 3755,3,unique
3756,Cluster 3756,2,unique
3757,Cluster 3757,1,unique
3758,Cluster 3758,2,unique
3759,Cluster 3759,2,unique
3760,Cluster 3760,3,unique
3761,Cluster 3761,1307,core
3762,Cluster 3762,1,unique
3763,Cluster 3763,1,unique
3764,Cluster 3764,1287,accessory
3765,Cluster 3765,10,unique
3766,Cluster 3766,1323,core
3767,Cluster 3767,17,unique
3768,Cluster 3768,125,accessory
3769,Cluster 3769,4,unique
3770,Cluster 3770,4,unique
3771,Cluster 3771,2,unique
3772,Cluster 3772,1,unique
3773,Cluster 3773,2,unique
3774,Cluster 3774,3,unique
3775,Cluster 3775,2,unique
3776,Cluster 3776,1,unique
3777,Cluster 3777,2,unique
3778,Cluster 3778,3,unique
3779,Cluster 3779,577,accessory
3780,Cluster 3780,1320,core
3781,Cluster 3781,1,unique
3782,Cluster 3782,2,unique
3783,Cluster 3783,188,accessory
3784,Cluster 3784,4,unique
3785,Cluster 3785,4,unique
3786,Cluster 3786,20,unique
3787,Cluster 3787,3,unique
3788,Cluster 3788,2,unique
3789,Cluster 3789,2,unique
3790,Cluster 3790,15,unique
3791,Cluster 3791,2,unique
3792,Cluster 3792,1,unique
3793,Cluster 3793,1,unique
3794,Cluster 3794,1,unique
3795,Cluster 3795,1284,accessory
3796,Cluster 3796,1327,core
3797,Cluster 3797,1327,core
3798,Cluster 3798,4,unique
3799,Cluster 3799,1299,core
3800,Cluster 3800,4,unique
3801,Cluster 3801,25,unique
3802,Cluster 3802,2,unique
3803,Cluster 3803,2,unique
3804,Cluster 3804,6,unique
3805,Cluster 3805,1,unique
3806,Cluster 3806,4,unique
3807,Cluster 3807,4,unique
3808,Cluster 3808,4,unique
3809,Cluster 3809,1,unique
3810,Cluster 3810,1,unique
3811,Cluster 3811,3,unique
3812,Cluster 3812,1317,core
3813,Cluster 3813,1322,core
3814,Cluster 3814,49,unique
3815,Cluster 3815,42,unique
3816,Cluster 3816,2,unique
3817,Cluster 3817,1,unique
3818,Cluster 3818,1,unique
3819,Cluster 3819,1327,core
3820,Cluster 3820,1025,accessory
3821,Cluster 3821,678,accessory
3822,Cluster 3822,122,accessory
3823,Cluster 3823,549,accessory
3824,Cluster 3824,13,unique
3825,Cluster 3825,1,unique
3826,Cluster 3826,1,unique
3827,Cluster 3827,4,unique
3828,Cluster 3828,3,unique
3829,Cluster 3829,1316,core
3830,Cluster 3830,2,unique
3831,Cluster 3831,4,unique
3832,Cluster 3832,6,unique
3833,Cluster 3833,2,unique
3834,Cluster 3834,3,unique
3835,Cluster 3835,4,unique
3836,Cluster 3836,1,unique
3837,Cluster 3837,4,unique
3838,Cluster 3838,7,unique
3839,Cluster 3839,1,unique
3840,Cluster 3840,119,accessory
3841,Cluster 3841,8,unique
3842,Cluster 3842,427,accessory
3843,Cluster 3843,920,accessory
3844,Cluster 3844,19,unique
3845,Cluster 3845,2,unique
3846,Cluster 3846,22,unique
3847,Cluster 3847,2,unique
3848,Cluster 3848,5,unique
3849,Cluster 3849,3,unique
3850,Cluster 3850,2,unique
3851,Cluster 3851,1320,core
3852,Cluster 3852,1,unique
3853,Cluster 3853,2,unique
3854,Cluster 3854,488,accessory
3855,Cluster 3855,3,unique
3856,Cluster 3856,2,unique
3857,Cluster 3857,1316,core
3858,Cluster 3858,2,unique
3859,Cluster 3859,4,unique
3860,Cluster 3860,6,unique
3861,Cluster 3861,2,unique
3862,Cluster 3862,6,unique
3863,Cluster 3863,1325,core
3864,Cluster 3864,1,unique
3865,Cluster 3865,1322,core
3866,Cluster 3866,1324,core
3867,Cluster 3867,318,accessory
3868,Cluster 3868,41,unique
3869,Cluster 3869,1,unique
3870,Cluster 3870,1,unique
3871,Cluster 3871,4,unique
3872,Cluster 3872,1,unique
3873,Cluster 3873,3,unique
3874,Cluster 3874,1,unique
3875,Cluster 3875,1,unique
3876,Cluster 3876,3,unique
3877,Cluster 3877,6,unique
3878,Cluster 3878,4,unique
3879,Cluster 3879,6,unique
3880,Cluster 3880,2,unique
3881,Cluster 3881,60,unique
3882,Cluster 3882,16,unique
3883,Cluster 3883,1,unique
3884,Cluster 3884,1,unique
3885,Cluster 3885,1,unique
3886,Cluster 3886,1,unique
3887,Cluster 3887,2,unique
3888,Cluster 3888,1325,core
3889,Cluster 3889,1327,core
3890,Cluster 3890,1,unique
3891,Cluster 3891,39,unique
3892,Cluster 3892,4,unique
3893,Cluster 3893,4,unique
3894,Cluster 3894,1,unique
3895,Cluster 3895,2,unique
3896,Cluster 3896,13,unique
3897,Cluster 3897,2,unique
3898,Cluster 3898,3,unique
3899,Cluster 3899,2,unique
3900,Cluster 3900,88,unique
3901,Cluster 3901,3,unique
3902,Cluster 3902,2,unique
3903,Cluster 3903,1318,core
3904,Cluster 3904,2,unique
3905,Cluster 3905,1318,core
3906,Cluster 3906,1301,core
3907,Cluster 3907,2,unique
3908,Cluster 3908,2,unique
3909,Cluster 3909,4,unique
3910,Cluster 3910,1,unique
3911,Cluster 3911,6,unique
3912,Cluster 3912,55,unique
3913,Cluster 3913,2,unique
3914,Cluster 3914,248,accessory
3915,Cluster 3915,3,unique
3916,Cluster 3916,4,unique
3917,Cluster 3917,1318,core
3918,Cluster 3918,1327,core
3919,Cluster 3919,19,unique
3920,Cluster 3920,58,unique
3921,Cluster 3921,1,unique
3922,Cluster 3922,6,unique
3923,Cluster 3923,590,accessory
3924,Cluster 3924,4,unique
3925,Cluster 3925,2,unique
3926,Cluster 3926,1327,core
3927,Cluster 3927,4,unique
3928,Cluster 3928,4,unique
3929,Cluster 3929,15,unique
3930,Cluster 3930,11,unique
3931,Cluster 3931,8,unique
3932,Cluster 3932,5,unique
3933,Cluster 3933,3,unique
3934,Cluster 3934,1,unique
3935,Cluster 3935,3,unique
3936,Cluster 3936,21,unique
3937,Cluster 3937,4,unique
3938,Cluster 3938,3,unique
3939,Cluster 3939,14,unique
3940,Cluster 3940,2,unique
3941,Cluster 3941,2,unique
3942,Cluster 3942,7,unique
3943,Cluster 3943,1,unique
3944,Cluster 3944,1326,core
3945,Cluster 3945,2,unique
3946,Cluster 3946,98,unique
3947,Cluster 3947,1304,core
3948,Cluster 3948,1144,accessory
3949,Cluster 3949,1089,accessory
3950,Cluster 3950,299,accessory
3951,Cluster 3951,339,accessory
3952,Cluster 3952,226,accessory
3953,Cluster 3953,1,unique
3954,Cluster 3954,4,unique
3955,Cluster 3955,4,unique
3956,Cluster 3956,1,unique
3957,Cluster 3957,1,unique
3958,Cluster 3958,1317,core
3959,Cluster 3959,1324,core
3960,Cluster 3960,1,unique
3961,Cluster 3961,1313,core
3962,Cluster 3962,1323,core
3963,Cluster 3963,4,unique
3964,Cluster 3964,1,unique
3965,Cluster 3965,2,unique
3966,Cluster 3966,2,unique
3967,Cluster 3967,2,unique
3968,Cluster 3968,1,unique
3969,Cluster 3969,1326,core
3970,Cluster 3970,1326,core
3971,Cluster 3971,1314,core
3972,Cluster 3972,734,accessory
3973,Cluster 3973,36,unique
3974,Cluster 3974,450,accessory
3975,Cluster 3975,10,unique
3976,Cluster 3976,4,unique
3977,Cluster 3977,4,unique
3978,Cluster 3978,1327,core
3979,Cluster 3979,1323,core
3980,Cluster 3980,4,unique
3981,Cluster 3981,4,unique
3982,Cluster 3982,4,unique
3983,Cluster 3983,2,unique
3984,Cluster 3984,3,unique
3985,Cluster 3985,1,unique
3986,Cluster 3986,1,unique
3987,Cluster 3987,1301,core
3988,Cluster 3988,2,unique
3989,Cluster 3989,2,unique
3990,Cluster 3990,2,unique
3991,Cluster 3991,2,unique
3992,Cluster 3992,10,unique
3993,Cluster 3993,1,unique
3994,Cluster 3994,2,unique
3995,Cluster 3995,1,unique
3996,Cluster 3996,2,unique
3997,Cluster 3997,1,unique
3998,Cluster 3998,7,unique
3999,Cluster 3999,1,unique
4000,Cluster 4000,1,unique
4001,Cluster 4001,1303,core
4002,Cluster 4002,1324,core
4003,Cluster 4003,54,unique
4004,Cluster 4004,1082,accessory
4005,Cluster 4005,3,unique
4006,Cluster 4006,1,unique
4007,Cluster 4007,1,unique
4008,Cluster 4008,2,unique
4009,Cluster 4009,1,unique
4010,Cluster 4010,20,unique
4011,Cluster 4011,1,unique
4012,Cluster 4012,14,unique
4013,Cluster 4013,3,unique
4014,Cluster 4014,1,unique
4015,Cluster 4015,3,unique
4016,Cluster 4016,390,accessory
4017,Cluster 4017,53,unique
4018,Cluster 4018,2,unique
4019,Cluster 4019,2,unique
4020,Cluster 4020,1,unique
4021,Cluster 4021,1,unique
4022,Cluster 4022,2,unique
4023,Cluster 4023,1,unique
4024,Cluster 4024,1,unique
4025,Cluster 4025,392,accessory
4026,Cluster 4026,1321,core
4027,Cluster 4027,2,unique
4028,Cluster 4028,109,accessory
4029,Cluster 4029,57,unique
4030,Cluster 4030,1,unique
4031,Cluster 4031,1327,core
4032,Cluster 4032,1,unique
4033,Cluster 4033,2,unique
4034,Cluster 4034,26,unique
4035,Cluster 4035,1,unique
4036,Cluster 4036,77,unique
4037,Cluster 4037,2,unique
4038,Cluster 4038,1,unique
4039,Cluster 4039,1,unique
4040,Cluster 4040,1,unique
4041,Cluster 4041,161,accessory
4042,Cluster 4042,3,unique
4043,Cluster 4043,1,unique
4044,Cluster 4044,77,unique
4045,Cluster 4045,1322,core
4046,Cluster 4046,5,unique
4047,Cluster 4047,1326,core
4048,Cluster 4048,3,unique
4049,Cluster 4049,59,unique
4050,Cluster 4050,1,unique
4051,Cluster 4051,5,unique
4052,Cluster 4052,3,unique
4053,Cluster 4053,1,unique
4054,Cluster 4054,2,unique
4055,Cluster 4055,19,unique
4056,Cluster 4056,2,unique
4057,Cluster 4057,1256,accessory
4058,Cluster 4058,1322,core
4059,Cluster 4059,932,accessory
4060,Cluster 4060,59,unique
4061,Cluster 4061,20,unique
4062,Cluster 4062,2,unique
4063,Cluster 4063,24,unique
4064,Cluster 4064,1,unique
4065,Cluster 4065,6,unique
4066,Cluster 4066,1,unique
4067,Cluster 4067,1,unique
4068,Cluster 4068,1,unique
4069,Cluster 4069,6,unique
4070,Cluster 4070,1327,core
4071,Cluster 4071,1327,core
4072,Cluster 4072,2,unique
4073,Cluster 4073,2,unique
4074,Cluster 4074,110,accessory
4075,Cluster 4075,161,accessory
4076,Cluster 4076,1,unique
4077,Cluster 4077,12,unique
4078,Cluster 4078,2,unique
4079,Cluster 4079,4,unique
4080,Cluster 4080,229,accessory
4081,Cluster 4081,562,accessory
4082,Cluster 4082,1,unique
4083,Cluster 4083,2,unique
4084,Cluster 4084,4,unique
4085,Cluster 4085,1,unique
4086,Cluster 4086,6,unique
4087,Cluster 4087,16,unique
4088,Cluster 4088,1,unique
4089,Cluster 4089,1326,core
4090,Cluster 4090,1326,core
4091,Cluster 4091,1321,core
4092,Cluster 4092,1306,core
4093,Cluster 4093,1,unique
4094,Cluster 4094,177,accessory
4095,Cluster 4095,141,accessory
4096,Cluster 4096,1,unique
4097,Cluster 4097,3,unique
4098,Cluster 4098,2,unique
4099,Cluster 4099,6,unique
4100,Cluster 4100,2,unique
4101,Cluster 4101,108,accessory
4102,Cluster 4102,2,unique
4103,Cluster 4103,1,unique
4104,Cluster 4104,28,unique
4105,Cluster 4105,1322,core
4106,Cluster 4106,1322,core
4107,Cluster 4107,1326,core
4108,Cluster 4108,1321,core
4109,Cluster 4109,1,unique
4110,Cluster 4110,1,unique
4111,Cluster 4111,1,unique
4112,Cluster 4112,1,unique
4113,Cluster 4113,1,unique
4114,Cluster 4114,21,unique
4115,Cluster 4115,3,unique
4116,Cluster 4116,6,unique
4117,Cluster 4117,11,unique
4118,Cluster 4118,2,unique
4119,Cluster 4119,549,accessory
4120,Cluster 4120,11,unique
4121,Cluster 4121,12,unique
4122,Cluster 4122,4,unique
4123,Cluster 4123,1326,core
4124,Cluster 4124,4,unique
4125,Cluster 4125,1,unique
4126,Cluster 4126,1318,core
4127,Cluster 4127,1,unique
4128,Cluster 4128,1034,accessory
4129,Cluster 4129,1308,core
4130,Cluster 4130,1324,core
4131,Cluster 4131,1326,core
4132,Cluster 4132,577,accessory
4133,Cluster 4133,1,unique
4134,Cluster 4134,2,unique
4135,Cluster 4135,26,unique
4136,Cluster 4136,1,unique
4137,Cluster 4137,1,unique
4138,Cluster 4138,4,unique
4139,Cluster 4139,1,unique
4140,Cluster 4140,16,unique
4141,Cluster 4141,2,unique
4142,Cluster 4142,2,unique
4143,Cluster 4143,1326,core
4144,Cluster 4144,13,unique
4145,Cluster 4145,2,unique
4146,Cluster 4146,3,unique
4147,Cluster 4147,1173,accessory
4148,Cluster 4148,1320,core
4149,Cluster 4149,1287,accessory
4150,Cluster 4150,1,unique
4151,Cluster 4151,15,unique
4152,Cluster 4152,1,unique
4153,Cluster 4153,1,unique
4154,Cluster 4154,3,unique
4155,Cluster 4155,2,unique
4156,Cluster 4156,2,unique
4157,Cluster 4157,2,unique
4158,Cluster 4158,1305,core
4159,Cluster 4159,761,accessory
4160,Cluster 4160,6,unique
4161,Cluster 4161,1,unique
4162,Cluster 4162,1,unique
4163,Cluster 4163,1,unique
4164,Cluster 4164,1311,core
4165,Cluster 4165,1326,core
4166,Cluster 4166,1313,core
4167,Cluster 4167,1,unique
4168,Cluster 4168,2,unique
4169,Cluster 4169,1,unique
4170,Cluster 4170,808,accessory
4171,Cluster 4171,7,unique
4172,Cluster 4172,3,unique
4173,Cluster 4173,6,unique
4174,Cluster 4174,4,unique
4175,Cluster 4175,4,unique
4176,Cluster 4176,14,unique
4177,Cluster 4177,1,unique
4178,Cluster 4178,1249,accessory
4179,Cluster 4179,2,unique
4180,Cluster 4180,2,unique
4181,Cluster 4181,1325,core
4182,Cluster 4182,4,unique
4183,Cluster 4183,2,unique
4184,Cluster 4184,997,accessory
4185,Cluster 4185,1,unique
4186,Cluster 4186,2,unique
4187,Cluster 4187,1,unique
4188,Cluster 4188,1325,core
4189,Cluster 4189,1327,core
4190,Cluster 4190,1,unique
4191,Cluster 4191,1,unique
4192,Cluster 4192,8,unique
4193,Cluster 4193,63,unique
4194,Cluster 4194,2,unique
4195,Cluster 4195,1,unique
4196,Cluster 4196,2,unique
4197,Cluster 4197,705,accessory
4198,Cluster 4198,1327,core
4199,Cluster 4199,2,unique
4200,Cluster 4200,97,unique
4201,Cluster 4201,1,unique
4202,Cluster 4202,1,unique
4203,Cluster 4203,1,unique
4204,Cluster 4204,1316,core
4205,Cluster 4205,1240,accessory
4206,Cluster 4206,1,unique
4207,Cluster 4207,99,unique
4208,Cluster 4208,1325,core
4209,Cluster 4209,3,unique
4210,Cluster 4210,4,unique
4211,Cluster 4211,12,unique
4212,Cluster 4212,2,unique
4213,Cluster 4213,1,unique
4214,Cluster 4214,2,unique
4215,Cluster 4215,23,unique
4216,Cluster 4216,4,unique
4217,Cluster 4217,2,unique
4218,Cluster 4218,218,accessory
4219,Cluster 4219,1327,core
4220,Cluster 4220,2,unique
4221,Cluster 4221,557,accessory
4222,Cluster 4222,237,accessory
4223,Cluster 4223,1327,core
4224,Cluster 4224,1325,core
4225,Cluster 4225,913,accessory
4226,Cluster 4226,44,unique
4227,Cluster 4227,1,unique
4228,Cluster 4228,75,unique
4229,Cluster 4229,1204,accessory
4230,Cluster 4230,58,unique
4231,Cluster 4231,23,unique
4232,Cluster 4232,5,unique
4233,Cluster 4233,4,unique
4234,Cluster 4234,1,unique
4235,Cluster 4235,23,unique
4236,Cluster 4236,190,accessory
4237,Cluster 4237,1,unique
4238,Cluster 4238,14,unique
4239,Cluster 4239,2,unique
4240,Cluster 4240,4,unique
4241,Cluster 4241,3,unique
4242,Cluster 4242,1325,core
4243,Cluster 4243,2,unique
4244,Cluster 4244,1,unique
4245,Cluster 4245,46,unique
4246,Cluster 4246,26,unique
4247,Cluster 4247,1,unique
4248,Cluster 4248,1325,core
4249,Cluster 4249,1,unique
4250,Cluster 4250,33,unique
4251,Cluster 4251,1326,core
4252,Cluster 4252,220,accessory
4253,Cluster 4253,1,unique
4254,Cluster 4254,3,unique
4255,Cluster 4255,1,unique
4256,Cluster 4256,99,unique
4257,Cluster 4257,1,unique
4258,Cluster 4258,2,unique
4259,Cluster 4259,1,unique
4260,Cluster 4260,5,unique
4261,Cluster 4261,1,unique
4262,Cluster 4262,2,unique
4263,Cluster 4263,1031,accessory
4264,Cluster 4264,1283,accessory
4265,Cluster 4265,1142,accessory
4266,Cluster 4266,1319,core
4267,Cluster 4267,1327,core
4268,Cluster 4268,42,unique
4269,Cluster 4269,3,unique
4270,Cluster 4270,1,unique
4271,Cluster 4271,4,unique
4272,Cluster 4272,13,unique
4273,Cluster 4273,1317,core
4274,Cluster 4274,1,unique
4275,Cluster 4275,393,accessory
4276,Cluster 4276,2,unique
4277,Cluster 4277,2,unique
4278,Cluster 4278,76,unique
4279,Cluster 4279,5,unique
4280,Cluster 4280,227,accessory
4281,Cluster 4281,2,unique
4282,Cluster 4282,1,unique
4283,Cluster 4283,1327,core
4284,Cluster 4284,1152,accessory
4285,Cluster 4285,1319,core
