, ,Number of genomes
1218,Cluster 1218,2
1219,Cluster 1219,2
1220,Cluster 1220,1321
1221,Cluster 1221,2
1222,Cluster 1222,2
1223,Cluster 1223,1281
1224,Cluster 1224,4
1225,Cluster 1225,3
1226,Cluster 1226,3
1227,Cluster 1227,1226
1228,Cluster 1228,1
1229,Cluster 1229,3
1230,Cluster 1230,5
1231,Cluster 1231,2
1232,Cluster 1232,7
1233,Cluster 1233,164
1234,Cluster 1234,1
1235,Cluster 1235,3
1236,Cluster 1236,1
1237,Cluster 1237,2
1238,Cluster 1238,1
1239,Cluster 1239,547
1240,Cluster 1240,4
1241,Cluster 1241,6
1242,Cluster 1242,37
1243,Cluster 1243,181
1244,Cluster 1244,1
1245,Cluster 1245,5
1246,Cluster 1246,4
1247,Cluster 1247,1
1248,Cluster 1248,2
1249,Cluster 1249,10
1250,Cluster 1250,1
1251,Cluster 1251,8
1252,Cluster 1252,1326
1253,Cluster 1253,11
1254,Cluster 1254,52
1255,Cluster 1255,2
1256,Cluster 1256,8
1257,Cluster 1257,1
1258,Cluster 1258,1
1259,Cluster 1259,10
1260,Cluster 1260,1
1261,Cluster 1261,2
1262,Cluster 1262,1
1263,Cluster 1263,1
1264,Cluster 1264,9
1265,Cluster 1265,1
1266,Cluster 1266,5
1267,Cluster 1267,2
1268,Cluster 1268,1
1269,Cluster 1269,1320
1270,Cluster 1270,541
1271,Cluster 1271,2
1272,Cluster 1272,894
1273,Cluster 1273,4
1274,Cluster 1274,1
1275,Cluster 1275,1
1276,Cluster 1276,68
1277,Cluster 1277,2
1278,Cluster 1278,106
1279,Cluster 1279,2
1280,Cluster 1280,1
1281,Cluster 1281,2
1282,Cluster 1282,2
1283,Cluster 1283,3
1284,Cluster 1284,330
1285,Cluster 1285,8
1286,Cluster 1286,4
1287,Cluster 1287,2
1288,Cluster 1288,1
1289,Cluster 1289,96
1290,Cluster 1290,1
1291,Cluster 1291,4
1292,Cluster 1292,252
1293,Cluster 1293,2
1294,Cluster 1294,1135
1295,Cluster 1295,817
1296,Cluster 1296,1
1297,Cluster 1297,1
1298,Cluster 1298,620
1299,Cluster 1299,1
1300,Cluster 1300,1319
1301,Cluster 1301,11
1302,Cluster 1302,3
1303,Cluster 1303,1327
1304,Cluster 1304,1
1305,Cluster 1305,2
1306,Cluster 1306,390
1307,Cluster 1307,374
1308,Cluster 1308,10
1309,Cluster 1309,6
1310,Cluster 1310,2
1311,Cluster 1311,317
1312,Cluster 1312,2
1313,Cluster 1313,2
1314,Cluster 1314,1326
1315,Cluster 1315,2
1316,Cluster 1316,4
1317,Cluster 1317,52
1318,Cluster 1318,21
1319,Cluster 1319,2
1320,Cluster 1320,19
1321,Cluster 1321,2
1322,Cluster 1322,104
1323,Cluster 1323,2
1324,Cluster 1324,6
1325,Cluster 1325,1
1326,Cluster 1326,1
1327,Cluster 1327,1
1328,Cluster 1328,205
1329,Cluster 1329,1
1330,Cluster 1330,1
1331,Cluster 1331,1324
1332,Cluster 1332,2
1333,Cluster 1333,590
1334,Cluster 1334,1
1335,Cluster 1335,11
1336,Cluster 1336,1
1337,Cluster 1337,1
1338,Cluster 1338,2
1339,Cluster 1339,7
1340,Cluster 1340,1319
1341,Cluster 1341,16
1342,Cluster 1342,1322
1343,Cluster 1343,2
1344,Cluster 1344,1
1345,Cluster 1345,1
1346,Cluster 1346,1
1347,Cluster 1347,1325
1348,Cluster 1348,1327
1349,Cluster 1349,1312
1350,Cluster 1350,9
1351,Cluster 1351,365
1352,Cluster 1352,8
1353,Cluster 1353,1
1354,Cluster 1354,8
1355,Cluster 1355,2
1356,Cluster 1356,1
1357,Cluster 1357,1
1358,Cluster 1358,1275
1359,Cluster 1359,13
1360,Cluster 1360,1
1361,Cluster 1361,98
1362,Cluster 1362,3
1363,Cluster 1363,1
1364,Cluster 1364,2
1365,Cluster 1365,2
1366,Cluster 1366,2
1367,Cluster 1367,83
1368,Cluster 1368,1236
1369,Cluster 1369,7
1370,Cluster 1370,5
1371,Cluster 1371,2
1372,Cluster 1372,1
1373,Cluster 1373,1
1374,Cluster 1374,2
1375,Cluster 1375,4
1376,Cluster 1376,390
1377,Cluster 1377,2
1378,Cluster 1378,2
1379,Cluster 1379,21
1380,Cluster 1380,6
1381,Cluster 1381,2
1382,Cluster 1382,13
1383,Cluster 1383,4
1384,Cluster 1384,1
1385,Cluster 1385,8
1386,Cluster 1386,3
1387,Cluster 1387,8
1388,Cluster 1388,6
1389,Cluster 1389,3
1390,Cluster 1390,1
1391,Cluster 1391,29
1392,Cluster 1392,1
1393,Cluster 1393,1
1394,Cluster 1394,60
1395,Cluster 1395,1324
1396,Cluster 1396,1
1397,Cluster 1397,2
1398,Cluster 1398,1321
1399,Cluster 1399,5
1400,Cluster 1400,1
1401,Cluster 1401,1
1402,Cluster 1402,193
1403,Cluster 1403,1
1404,Cluster 1404,48
1405,Cluster 1405,3
1406,Cluster 1406,1183
1407,Cluster 1407,7
1408,Cluster 1408,1
1409,Cluster 1409,1
1410,Cluster 1410,895
1411,Cluster 1411,1
1412,Cluster 1412,3
1413,Cluster 1413,1
1414,Cluster 1414,5
1415,Cluster 1415,1310
1416,Cluster 1416,1
1417,Cluster 1417,4
1418,Cluster 1418,1
1419,Cluster 1419,1210
1420,Cluster 1420,115
1421,Cluster 1421,1
1422,Cluster 1422,3
1423,Cluster 1423,71
1424,Cluster 1424,4
1425,Cluster 1425,15
1426,Cluster 1426,157
1427,Cluster 1427,33
1428,Cluster 1428,1326
1429,Cluster 1429,14
1430,Cluster 1430,1
1431,Cluster 1431,1254
1432,Cluster 1432,1
1433,Cluster 1433,1
1434,Cluster 1434,1326
1435,Cluster 1435,3
1436,Cluster 1436,1
1437,Cluster 1437,2
1438,Cluster 1438,1
1439,Cluster 1439,10
1440,Cluster 1440,48
1441,Cluster 1441,106
1442,Cluster 1442,418
1443,Cluster 1443,2
1444,Cluster 1444,5
1445,Cluster 1445,24
1446,Cluster 1446,1
1447,Cluster 1447,1321
1448,Cluster 1448,2
1449,Cluster 1449,114
1450,Cluster 1450,4
1451,Cluster 1451,4
1452,Cluster 1452,7
1453,Cluster 1453,2
1454,Cluster 1454,1
1455,Cluster 1455,8
1456,Cluster 1456,1
1457,Cluster 1457,210
1458,Cluster 1458,2
1459,Cluster 1459,23
1460,Cluster 1460,13
1461,Cluster 1461,5
1462,Cluster 1462,2
1463,Cluster 1463,32
1464,Cluster 1464,2
1465,Cluster 1465,3
1466,Cluster 1466,1322
1467,Cluster 1467,16
1468,Cluster 1468,1
1469,Cluster 1469,53
1470,Cluster 1470,23
1471,Cluster 1471,4
1472,Cluster 1472,4
1473,Cluster 1473,23
1474,Cluster 1474,5
1475,Cluster 1475,1186
1476,Cluster 1476,33
1477,Cluster 1477,425
1478,Cluster 1478,57
1479,Cluster 1479,6
1480,Cluster 1480,1
1481,Cluster 1481,1243
1482,Cluster 1482,2
1483,Cluster 1483,1
1484,Cluster 1484,21
1485,Cluster 1485,1214
1486,Cluster 1486,15
1487,Cluster 1487,10
1488,Cluster 1488,1320
1489,Cluster 1489,3
1490,Cluster 1490,1
1491,Cluster 1491,3
1492,Cluster 1492,4
1493,Cluster 1493,1
1494,Cluster 1494,10
1495,Cluster 1495,2
1496,Cluster 1496,1312
1497,Cluster 1497,4
1498,Cluster 1498,7
1499,Cluster 1499,1308
1500,Cluster 1500,4
1501,Cluster 1501,2
1502,Cluster 1502,3
1503,Cluster 1503,2
1504,Cluster 1504,1246
1505,Cluster 1505,1
1506,Cluster 1506,1
1507,Cluster 1507,4
1508,Cluster 1508,1
1509,Cluster 1509,1
1510,Cluster 1510,3
1511,Cluster 1511,1325
1512,Cluster 1512,8
1513,Cluster 1513,2
1514,Cluster 1514,4
1515,Cluster 1515,2
1516,Cluster 1516,261
1517,Cluster 1517,1
1518,Cluster 1518,669
1519,Cluster 1519,108
1520,Cluster 1520,152
1521,Cluster 1521,2
1522,Cluster 1522,2
1523,Cluster 1523,1077
1524,Cluster 1524,4
1525,Cluster 1525,4
1526,Cluster 1526,1318
1527,Cluster 1527,1326
1528,Cluster 1528,1
1529,Cluster 1529,1069
1530,Cluster 1530,426
1531,Cluster 1531,1317
1532,Cluster 1532,8
1533,Cluster 1533,2
1534,Cluster 1534,1
1535,Cluster 1535,2
1536,Cluster 1536,1
1537,Cluster 1537,12
1538,Cluster 1538,1
1539,Cluster 1539,1
1540,Cluster 1540,1318
1541,Cluster 1541,1295
1542,Cluster 1542,1
1543,Cluster 1543,4
1544,Cluster 1544,181
1545,Cluster 1545,1
1546,Cluster 1546,1
1547,Cluster 1547,8
1548,Cluster 1548,2
1549,Cluster 1549,2
1550,Cluster 1550,2
1551,Cluster 1551,1326
1552,Cluster 1552,1
1553,Cluster 1553,1
1554,Cluster 1554,14
1555,Cluster 1555,5
1556,Cluster 1556,7
1557,Cluster 1557,4
1558,Cluster 1558,3
1559,Cluster 1559,396
1560,Cluster 1560,1313
1561,Cluster 1561,39
1562,Cluster 1562,1
1563,Cluster 1563,4
1564,Cluster 1564,1327
1565,Cluster 1565,8
1566,Cluster 1566,2
1567,Cluster 1567,1
1568,Cluster 1568,1305
1569,Cluster 1569,6
1570,Cluster 1570,1313
1571,Cluster 1571,1
1572,Cluster 1572,228
1573,Cluster 1573,1324
1574,Cluster 1574,1
1575,Cluster 1575,168
1576,Cluster 1576,2
1577,Cluster 1577,2
1578,Cluster 1578,9
1579,Cluster 1579,1326
1580,Cluster 1580,1
1581,Cluster 1581,119
1582,Cluster 1582,28
1583,Cluster 1583,2
1584,Cluster 1584,1
1585,Cluster 1585,3
1586,Cluster 1586,58
1587,Cluster 1587,4
1588,Cluster 1588,539
1589,Cluster 1589,4
1590,Cluster 1590,1
1591,Cluster 1591,3
1592,Cluster 1592,1294
1593,Cluster 1593,7
1594,Cluster 1594,16
1595,Cluster 1595,4
1596,Cluster 1596,1
1597,Cluster 1597,2
1598,Cluster 1598,180
1599,Cluster 1599,2
1600,Cluster 1600,7
1601,Cluster 1601,1
1602,Cluster 1602,4
1603,Cluster 1603,1
1604,Cluster 1604,4
1605,Cluster 1605,1298
1606,Cluster 1606,1
1607,Cluster 1607,91
1608,Cluster 1608,1315
1609,Cluster 1609,6
1610,Cluster 1610,2
1611,Cluster 1611,1
1612,Cluster 1612,1
1613,Cluster 1613,3
1614,Cluster 1614,1
1615,Cluster 1615,19
1616,Cluster 1616,1
1617,Cluster 1617,5
1618,Cluster 1618,2
1619,Cluster 1619,19
1620,Cluster 1620,5
1621,Cluster 1621,15
1622,Cluster 1622,1
1623,Cluster 1623,1
1624,Cluster 1624,1297
1625,Cluster 1625,899
1626,Cluster 1626,99
1627,Cluster 1627,1
1628,Cluster 1628,1325
1629,Cluster 1629,25
1630,Cluster 1630,1
1631,Cluster 1631,2
1632,Cluster 1632,1318
1633,Cluster 1633,1
1634,Cluster 1634,6
1635,Cluster 1635,2
1636,Cluster 1636,3
1637,Cluster 1637,13
1638,Cluster 1638,2
1639,Cluster 1639,2
1640,Cluster 1640,12
1641,Cluster 1641,9
1642,Cluster 1642,1
1643,Cluster 1643,1007
1644,Cluster 1644,1
1645,Cluster 1645,8
1646,Cluster 1646,7
1647,Cluster 1647,1
1648,Cluster 1648,1
1649,Cluster 1649,16
1650,Cluster 1650,16
1651,Cluster 1651,1
1652,Cluster 1652,16
1653,Cluster 1653,15
1654,Cluster 1654,1258
1655,Cluster 1655,4
1656,Cluster 1656,2
1657,Cluster 1657,1326
1658,Cluster 1658,1
1659,Cluster 1659,14
1660,Cluster 1660,1
1661,Cluster 1661,1315
1662,Cluster 1662,1
1663,Cluster 1663,4
1664,Cluster 1664,2
1665,Cluster 1665,2
1666,Cluster 1666,1323
1667,Cluster 1667,2
1668,Cluster 1668,3
1669,Cluster 1669,1
1670,Cluster 1670,1327
1671,Cluster 1671,3
1672,Cluster 1672,2
1673,Cluster 1673,4
1674,Cluster 1674,10
1675,Cluster 1675,16
1676,Cluster 1676,124
1677,Cluster 1677,4
1678,Cluster 1678,1
1679,Cluster 1679,1
1680,Cluster 1680,10
1681,Cluster 1681,1
1682,Cluster 1682,1
1683,Cluster 1683,1
1684,Cluster 1684,72
1685,Cluster 1685,1
1686,Cluster 1686,6
1687,Cluster 1687,1
1688,Cluster 1688,1319
1689,Cluster 1689,4
1690,Cluster 1690,6
1691,Cluster 1691,2
1692,Cluster 1692,1325
1693,Cluster 1693,82
1694,Cluster 1694,1
1695,Cluster 1695,2
1696,Cluster 1696,32
1697,Cluster 1697,1
1698,Cluster 1698,1
1699,Cluster 1699,2
1700,Cluster 1700,3
1701,Cluster 1701,1306
1702,Cluster 1702,13
1703,Cluster 1703,9
1704,Cluster 1704,2
1705,Cluster 1705,3
1706,Cluster 1706,1326
1707,Cluster 1707,3
1708,Cluster 1708,2
1709,Cluster 1709,1326
1710,Cluster 1710,58
1711,Cluster 1711,1
1712,Cluster 1712,1
1713,Cluster 1713,3
1714,Cluster 1714,1
1715,Cluster 1715,34
1716,Cluster 1716,241
1717,Cluster 1717,1
1718,Cluster 1718,1
1719,Cluster 1719,7
1720,Cluster 1720,4
1721,Cluster 1721,6
1722,Cluster 1722,1327
1723,Cluster 1723,1
1724,Cluster 1724,38
1725,Cluster 1725,1
1726,Cluster 1726,1
1727,Cluster 1727,1
1728,Cluster 1728,162
1729,Cluster 1729,6
1730,Cluster 1730,1
1731,Cluster 1731,89
1732,Cluster 1732,1323
1733,Cluster 1733,19
1734,Cluster 1734,2
1735,Cluster 1735,2
1736,Cluster 1736,426
1737,Cluster 1737,108
1738,Cluster 1738,7
1739,Cluster 1739,4
1740,Cluster 1740,2
1741,Cluster 1741,2
1742,Cluster 1742,1285
1743,Cluster 1743,31
1744,Cluster 1744,1324
1745,Cluster 1745,1
1746,Cluster 1746,1
1747,Cluster 1747,97
1748,Cluster 1748,4
1749,Cluster 1749,3
1750,Cluster 1750,1
1751,Cluster 1751,4
1752,Cluster 1752,3
1753,Cluster 1753,499
1754,Cluster 1754,1
1755,Cluster 1755,4
1756,Cluster 1756,7
1757,Cluster 1757,2
1758,Cluster 1758,1327
1759,Cluster 1759,478
1760,Cluster 1760,19
1761,Cluster 1761,20
1762,Cluster 1762,2
1763,Cluster 1763,3
1764,Cluster 1764,624
1765,Cluster 1765,2
1766,Cluster 1766,1320
1767,Cluster 1767,1
1768,Cluster 1768,1326
1769,Cluster 1769,20
1770,Cluster 1770,72
1771,Cluster 1771,1
1772,Cluster 1772,1323
1773,Cluster 1773,1
1774,Cluster 1774,1
1775,Cluster 1775,1
1776,Cluster 1776,4
1777,Cluster 1777,2
1778,Cluster 1778,20
1779,Cluster 1779,4
1780,Cluster 1780,3
1781,Cluster 1781,2
1782,Cluster 1782,9
1783,Cluster 1783,1327
1784,Cluster 1784,1307
1785,Cluster 1785,1154
1786,Cluster 1786,2
1787,Cluster 1787,2
1788,Cluster 1788,1322
1789,Cluster 1789,2
1790,Cluster 1790,2
1791,Cluster 1791,1
1792,Cluster 1792,1
1793,Cluster 1793,1
1794,Cluster 1794,7
1795,Cluster 1795,1327
1796,Cluster 1796,1326
1797,Cluster 1797,1
1798,Cluster 1798,200
1799,Cluster 1799,8
1800,Cluster 1800,1327
1801,Cluster 1801,4
1802,Cluster 1802,1
1803,Cluster 1803,2
1804,Cluster 1804,9
1805,Cluster 1805,1
1806,Cluster 1806,1324
1807,Cluster 1807,1
1808,Cluster 1808,2
1809,Cluster 1809,1
1810,Cluster 1810,59
1811,Cluster 1811,3
1812,Cluster 1812,9
1813,Cluster 1813,8
1814,Cluster 1814,1
1815,Cluster 1815,2
1816,Cluster 1816,1
1817,Cluster 1817,1
1818,Cluster 1818,1
1819,Cluster 1819,2
1820,Cluster 1820,8
1821,Cluster 1821,2
1822,Cluster 1822,3
1823,Cluster 1823,1
1824,Cluster 1824,6
1825,Cluster 1825,6
1826,Cluster 1826,2
1827,Cluster 1827,2
1828,Cluster 1828,2
1829,Cluster 1829,3
1830,Cluster 1830,3
1831,Cluster 1831,1
1832,Cluster 1832,1
1833,Cluster 1833,3
1834,Cluster 1834,1321
1835,Cluster 1835,551
1836,Cluster 1836,23
1837,Cluster 1837,1
1838,Cluster 1838,1
1839,Cluster 1839,6
1840,Cluster 1840,1
1841,Cluster 1841,4
1842,Cluster 1842,3
1843,Cluster 1843,3
1844,Cluster 1844,2
1845,Cluster 1845,3
1846,Cluster 1846,1
1847,Cluster 1847,2
1848,Cluster 1848,11
1849,Cluster 1849,3
1850,Cluster 1850,4
1851,Cluster 1851,7
1852,Cluster 1852,24
1853,Cluster 1853,1
1854,Cluster 1854,127
1855,Cluster 1855,1
1856,Cluster 1856,122
1857,Cluster 1857,2
1858,Cluster 1858,4
1859,Cluster 1859,1323
1860,Cluster 1860,3
1861,Cluster 1861,1
1862,Cluster 1862,93
1863,Cluster 1863,1196
1864,Cluster 1864,1
1865,Cluster 1865,1
1866,Cluster 1866,3
1867,Cluster 1867,1309
1868,Cluster 1868,217
1869,Cluster 1869,4
1870,Cluster 1870,4
1871,Cluster 1871,1
1872,Cluster 1872,195
1873,Cluster 1873,1
1874,Cluster 1874,1327
1875,Cluster 1875,1
1876,Cluster 1876,4
1877,Cluster 1877,1321
1878,Cluster 1878,16
1879,Cluster 1879,14
1880,Cluster 1880,3
1881,Cluster 1881,1109
1882,Cluster 1882,1318
1883,Cluster 1883,4
1884,Cluster 1884,6
1885,Cluster 1885,8
1886,Cluster 1886,1
1887,Cluster 1887,7
1888,Cluster 1888,2
1889,Cluster 1889,9
1890,Cluster 1890,7
1891,Cluster 1891,5
1892,Cluster 1892,1
1893,Cluster 1893,1
1894,Cluster 1894,1
1895,Cluster 1895,7
1896,Cluster 1896,1
1897,Cluster 1897,1
1898,Cluster 1898,2
1899,Cluster 1899,8
1900,Cluster 1900,1312
1901,Cluster 1901,4
1902,Cluster 1902,3
1903,Cluster 1903,3
1904,Cluster 1904,2
1905,Cluster 1905,1324
1906,Cluster 1906,680
1907,Cluster 1907,1
1908,Cluster 1908,2
1909,Cluster 1909,6
1910,Cluster 1910,10
1911,Cluster 1911,18
1912,Cluster 1912,2
1913,Cluster 1913,1
1914,Cluster 1914,4
1915,Cluster 1915,1
1916,Cluster 1916,2
1917,Cluster 1917,10
1918,Cluster 1918,4
1919,Cluster 1919,1
1920,Cluster 1920,3
1921,Cluster 1921,4
1922,Cluster 1922,2
1923,Cluster 1923,2
1924,Cluster 1924,3
1925,Cluster 1925,2
1926,Cluster 1926,2
1927,Cluster 1927,1
1928,Cluster 1928,138
1929,Cluster 1929,6
1930,Cluster 1930,9
1931,Cluster 1931,26
1932,Cluster 1932,22
1933,Cluster 1933,1292
1934,Cluster 1934,1
1935,Cluster 1935,6
1936,Cluster 1936,576
1937,Cluster 1937,2
1938,Cluster 1938,2
1939,Cluster 1939,1
1940,Cluster 1940,69
1941,Cluster 1941,1
1942,Cluster 1942,3
1943,Cluster 1943,11
1944,Cluster 1944,6
1945,Cluster 1945,374
1946,Cluster 1946,103
1947,Cluster 1947,104
1948,Cluster 1948,1
1949,Cluster 1949,1
1950,Cluster 1950,2
1951,Cluster 1951,1
1952,Cluster 1952,5
1953,Cluster 1953,2
1954,Cluster 1954,7
1955,Cluster 1955,1326
1956,Cluster 1956,2
1957,Cluster 1957,6
1958,Cluster 1958,4
1959,Cluster 1959,97
1960,Cluster 1960,3
1961,Cluster 1961,8
1962,Cluster 1962,2
1963,Cluster 1963,2
1964,Cluster 1964,7
1965,Cluster 1965,2
1966,Cluster 1966,1
1967,Cluster 1967,212
1968,Cluster 1968,16
1969,Cluster 1969,15
1970,Cluster 1970,3
1971,Cluster 1971,12
1972,Cluster 1972,16
1973,Cluster 1973,5
1974,Cluster 1974,3
1975,Cluster 1975,1
1976,Cluster 1976,2
1977,Cluster 1977,32
1978,Cluster 1978,1325
1979,Cluster 1979,1
1980,Cluster 1980,101
1981,Cluster 1981,267
1982,Cluster 1982,2
1983,Cluster 1983,13
1984,Cluster 1984,2
1985,Cluster 1985,1
1986,Cluster 1986,4
1987,Cluster 1987,5
1988,Cluster 1988,1309
1989,Cluster 1989,13
1990,Cluster 1990,1325
1991,Cluster 1991,1
1992,Cluster 1992,2
1993,Cluster 1993,2
1994,Cluster 1994,20
1995,Cluster 1995,8
1996,Cluster 1996,1
1997,Cluster 1997,2
1998,Cluster 1998,326
1999,Cluster 1999,2
2000,Cluster 2000,1
2001,Cluster 2001,3
2002,Cluster 2002,160
2003,Cluster 2003,1
2004,Cluster 2004,1320
2005,Cluster 2005,544
2006,Cluster 2006,1327
2007,Cluster 2007,6
2008,Cluster 2008,723
2009,Cluster 2009,88
2010,Cluster 2010,7
2011,Cluster 2011,7
2012,Cluster 2012,2
2013,Cluster 2013,1
2014,Cluster 2014,1
2015,Cluster 2015,1326
2016,Cluster 2016,1
2017,Cluster 2017,8
2018,Cluster 2018,2
2019,Cluster 2019,9
2020,Cluster 2020,1
2021,Cluster 2021,2
2022,Cluster 2022,2
2023,Cluster 2023,7
2024,Cluster 2024,8
2025,Cluster 2025,3
2026,Cluster 2026,1
2027,Cluster 2027,1
2028,Cluster 2028,4
2029,Cluster 2029,1
2030,Cluster 2030,16
2031,Cluster 2031,2
2032,Cluster 2032,4
2033,Cluster 2033,42
2034,Cluster 2034,2
2035,Cluster 2035,1
2036,Cluster 2036,746
2037,Cluster 2037,1327
2038,Cluster 2038,535
2039,Cluster 2039,1294
2040,Cluster 2040,1296
2041,Cluster 2041,1
2042,Cluster 2042,1092
2043,Cluster 2043,10
2044,Cluster 2044,1285
2045,Cluster 2045,1
2046,Cluster 2046,4
2047,Cluster 2047,10
2048,Cluster 2048,1
2049,Cluster 2049,2
2050,Cluster 2050,2
2051,Cluster 2051,2
2052,Cluster 2052,1
2053,Cluster 2053,87
2054,Cluster 2054,1
2055,Cluster 2055,6
2056,Cluster 2056,1
2057,Cluster 2057,2
2058,Cluster 2058,2
2059,Cluster 2059,20
2060,Cluster 2060,11
2061,Cluster 2061,1327
2062,Cluster 2062,48
2063,Cluster 2063,1
2064,Cluster 2064,2
2065,Cluster 2065,2
2066,Cluster 2066,1
2067,Cluster 2067,2
2068,Cluster 2068,4
2069,Cluster 2069,1327
2070,Cluster 2070,15
2071,Cluster 2071,22
2072,Cluster 2072,92
2073,Cluster 2073,4
2074,Cluster 2074,7
2075,Cluster 2075,1322
2076,Cluster 2076,2
2077,Cluster 2077,1326
2078,Cluster 2078,4
2079,Cluster 2079,1
2080,Cluster 2080,4
2081,Cluster 2081,1296
2082,Cluster 2082,1
2083,Cluster 2083,3
2084,Cluster 2084,2
2085,Cluster 2085,2
2086,Cluster 2086,1323
2087,Cluster 2087,3
2088,Cluster 2088,1326
2089,Cluster 2089,2
2090,Cluster 2090,77
2091,Cluster 2091,1326
2092,Cluster 2092,2
2093,Cluster 2093,507
2094,Cluster 2094,25
2095,Cluster 2095,1
2096,Cluster 2096,63
2097,Cluster 2097,17
2098,Cluster 2098,2
2099,Cluster 2099,1321
2100,Cluster 2100,17
2101,Cluster 2101,150
2102,Cluster 2102,3
2103,Cluster 2103,528
2104,Cluster 2104,637
2105,Cluster 2105,8
2106,Cluster 2106,1325
2107,Cluster 2107,7
2108,Cluster 2108,2
2109,Cluster 2109,7
2110,Cluster 2110,58
2111,Cluster 2111,4
2112,Cluster 2112,5
2113,Cluster 2113,9
2114,Cluster 2114,3
2115,Cluster 2115,1
2116,Cluster 2116,1321
2117,Cluster 2117,1
2118,Cluster 2118,47
2119,Cluster 2119,3
2120,Cluster 2120,33
2121,Cluster 2121,2
2122,Cluster 2122,2
2123,Cluster 2123,1317
2124,Cluster 2124,587
2125,Cluster 2125,517
2126,Cluster 2126,1
2127,Cluster 2127,1118
2128,Cluster 2128,6
2129,Cluster 2129,5
2130,Cluster 2130,2
2131,Cluster 2131,2
2132,Cluster 2132,16
2133,Cluster 2133,27
2134,Cluster 2134,4
2135,Cluster 2135,4
2136,Cluster 2136,2
2137,Cluster 2137,1
2138,Cluster 2138,5
2139,Cluster 2139,3
2140,Cluster 2140,2
2141,Cluster 2141,2
2142,Cluster 2142,1
2143,Cluster 2143,1
2144,Cluster 2144,1317
2145,Cluster 2145,1259
2146,Cluster 2146,1
2147,Cluster 2147,9
2148,Cluster 2148,11
2149,Cluster 2149,2
2150,Cluster 2150,189
2151,Cluster 2151,100
2152,Cluster 2152,4
2153,Cluster 2153,2
2154,Cluster 2154,2
2155,Cluster 2155,1325
2156,Cluster 2156,4
2157,Cluster 2157,1
2158,Cluster 2158,10
2159,Cluster 2159,15
2160,Cluster 2160,1
2161,Cluster 2161,2
2162,Cluster 2162,1
2163,Cluster 2163,1327
2164,Cluster 2164,2
2165,Cluster 2165,72
2166,Cluster 2166,1
2167,Cluster 2167,1
2168,Cluster 2168,4
2169,Cluster 2169,1
2170,Cluster 2170,1
2171,Cluster 2171,1322
2172,Cluster 2172,1152
2173,Cluster 2173,2
2174,Cluster 2174,81
2175,Cluster 2175,3
2176,Cluster 2176,1
2177,Cluster 2177,1
2178,Cluster 2178,1
2179,Cluster 2179,3
2180,Cluster 2180,2
2181,Cluster 2181,1316
2182,Cluster 2182,36
2183,Cluster 2183,8
2184,Cluster 2184,93
2185,Cluster 2185,1
2186,Cluster 2186,12
2187,Cluster 2187,23
2188,Cluster 2188,1
2189,Cluster 2189,1
2190,Cluster 2190,37
2191,Cluster 2191,1316
2192,Cluster 2192,1319
2193,Cluster 2193,2
2194,Cluster 2194,4
2195,Cluster 2195,4
2196,Cluster 2196,2
2197,Cluster 2197,8
2198,Cluster 2198,27
2199,Cluster 2199,1
2200,Cluster 2200,1295
2201,Cluster 2201,60
2202,Cluster 2202,7
2203,Cluster 2203,41
2204,Cluster 2204,5
2205,Cluster 2205,1322
2206,Cluster 2206,5
2207,Cluster 2207,1
2208,Cluster 2208,1
2209,Cluster 2209,2
2210,Cluster 2210,1
2211,Cluster 2211,1288
2212,Cluster 2212,1327
2213,Cluster 2213,13
2214,Cluster 2214,1
2215,Cluster 2215,11
2216,Cluster 2216,4
2217,Cluster 2217,3
2218,Cluster 2218,1
2219,Cluster 2219,5
2220,Cluster 2220,3
2221,Cluster 2221,1327
2222,Cluster 2222,826
2223,Cluster 2223,160
2224,Cluster 2224,1
2225,Cluster 2225,81
2226,Cluster 2226,6
2227,Cluster 2227,4
2228,Cluster 2228,1
2229,Cluster 2229,2
2230,Cluster 2230,2
2231,Cluster 2231,438
2232,Cluster 2232,2
2233,Cluster 2233,1
2234,Cluster 2234,5
2235,Cluster 2235,1325
2236,Cluster 2236,1322
2237,Cluster 2237,98
2238,Cluster 2238,2
2239,Cluster 2239,3
2240,Cluster 2240,21
2241,Cluster 2241,1
2242,Cluster 2242,1170
2243,Cluster 2243,1327
2244,Cluster 2244,1326
2245,Cluster 2245,72
2246,Cluster 2246,1
2247,Cluster 2247,55
2248,Cluster 2248,7
2249,Cluster 2249,1
2250,Cluster 2250,1
2251,Cluster 2251,2
2252,Cluster 2252,1315
2253,Cluster 2253,2
2254,Cluster 2254,7
2255,Cluster 2255,1
2256,Cluster 2256,1
2257,Cluster 2257,1298
2258,Cluster 2258,1326
2259,Cluster 2259,1283
2260,Cluster 2260,2
2261,Cluster 2261,1319
2262,Cluster 2262,1
2263,Cluster 2263,16
2264,Cluster 2264,1
2265,Cluster 2265,13
2266,Cluster 2266,1317
2267,Cluster 2267,1
2268,Cluster 2268,1320
2269,Cluster 2269,1298
2270,Cluster 2270,6
2271,Cluster 2271,2
2272,Cluster 2272,2
2273,Cluster 2273,3
2274,Cluster 2274,1
2275,Cluster 2275,2
2276,Cluster 2276,4
2277,Cluster 2277,246
2278,Cluster 2278,1327
2279,Cluster 2279,16
2280,Cluster 2280,43
2281,Cluster 2281,26
