, ,Number of genomes
1221,Cluster 1221,9
1222,Cluster 1222,11
1223,Cluster 1223,3
1224,Cluster 1224,5
1225,Cluster 1225,1970
1226,Cluster 1226,11
1227,Cluster 1227,566
1228,Cluster 1228,2
1229,Cluster 1229,3
1230,Cluster 1230,1
1231,Cluster 1231,5
1232,Cluster 1232,1
1233,Cluster 1233,4
1234,Cluster 1234,2
1235,Cluster 1235,1
1236,Cluster 1236,53
1237,Cluster 1237,2
1238,Cluster 1238,1
1239,Cluster 1239,1
1240,Cluster 1240,2
1241,Cluster 1241,4
1242,Cluster 1242,1338
1243,Cluster 1243,1970
1244,Cluster 1244,8
1245,Cluster 1245,34
1246,Cluster 1246,2
1247,Cluster 1247,853
1248,Cluster 1248,8
1249,Cluster 1249,16
1250,Cluster 1250,1
1251,Cluster 1251,1
1252,Cluster 1252,1
1253,Cluster 1253,3
1254,Cluster 1254,1
1255,Cluster 1255,55
1256,Cluster 1256,4
1257,Cluster 1257,1
1258,Cluster 1258,5
1259,Cluster 1259,2
1260,Cluster 1260,4
1261,Cluster 1261,2
1262,Cluster 1262,1
1263,Cluster 1263,23
1264,Cluster 1264,1
1265,Cluster 1265,5
1266,Cluster 1266,1
1267,Cluster 1267,1
1268,Cluster 1268,1
1269,Cluster 1269,56
1270,Cluster 1270,182
1271,Cluster 1271,1
1272,Cluster 1272,5
1273,Cluster 1273,88
1274,Cluster 1274,2
1275,Cluster 1275,11
1276,Cluster 1276,1
1277,Cluster 1277,1
1278,Cluster 1278,1968
1279,Cluster 1279,1940
1280,Cluster 1280,17
1281,Cluster 1281,10
1282,Cluster 1282,88
1283,Cluster 1283,17
1284,Cluster 1284,129
1285,Cluster 1285,4
1286,Cluster 1286,19
1287,Cluster 1287,7
1288,Cluster 1288,1847
1289,Cluster 1289,3
1290,Cluster 1290,4
1291,Cluster 1291,2
1292,Cluster 1292,148
1293,Cluster 1293,1
1294,Cluster 1294,1
1295,Cluster 1295,58
1296,Cluster 1296,65
1297,Cluster 1297,612
1298,Cluster 1298,5
1299,Cluster 1299,1
1300,Cluster 1300,5
1301,Cluster 1301,1184
1302,Cluster 1302,1951
1303,Cluster 1303,1
1304,Cluster 1304,115
1305,Cluster 1305,2
1306,Cluster 1306,1
1307,Cluster 1307,1
1308,Cluster 1308,32
1309,Cluster 1309,15
1310,Cluster 1310,1
1311,Cluster 1311,1
1312,Cluster 1312,1
1313,Cluster 1313,1
1314,Cluster 1314,7
1315,Cluster 1315,3
1316,Cluster 1316,5
1317,Cluster 1317,1426
1318,Cluster 1318,4
1319,Cluster 1319,1
1320,Cluster 1320,4
1321,Cluster 1321,1967
1322,Cluster 1322,1
1323,Cluster 1323,1
1324,Cluster 1324,525
1325,Cluster 1325,24
1326,Cluster 1326,5
1327,Cluster 1327,1
1328,Cluster 1328,1885
1329,Cluster 1329,3
1330,Cluster 1330,1
1331,Cluster 1331,1
1332,Cluster 1332,2
1333,Cluster 1333,7
1334,Cluster 1334,4
1335,Cluster 1335,4
1336,Cluster 1336,12
1337,Cluster 1337,1
1338,Cluster 1338,2
1339,Cluster 1339,3
1340,Cluster 1340,1970
1341,Cluster 1341,7
1342,Cluster 1342,2
1343,Cluster 1343,1
1344,Cluster 1344,3
1345,Cluster 1345,1
1346,Cluster 1346,30
1347,Cluster 1347,218
1348,Cluster 1348,9
1349,Cluster 1349,24
1350,Cluster 1350,1
1351,Cluster 1351,2
1352,Cluster 1352,2
1353,Cluster 1353,102
1354,Cluster 1354,1
1355,Cluster 1355,1
1356,Cluster 1356,1
1357,Cluster 1357,1
1358,Cluster 1358,1966
1359,Cluster 1359,1969
1360,Cluster 1360,1970
1361,Cluster 1361,1954
1362,Cluster 1362,2
1363,Cluster 1363,1
1364,Cluster 1364,1
1365,Cluster 1365,1
1366,Cluster 1366,6
1367,Cluster 1367,1
1368,Cluster 1368,1968
1369,Cluster 1369,1968
1370,Cluster 1370,111
1371,Cluster 1371,2
1372,Cluster 1372,54
1373,Cluster 1373,17
1374,Cluster 1374,43
1375,Cluster 1375,34
1376,Cluster 1376,3
1377,Cluster 1377,22
1378,Cluster 1378,3
1379,Cluster 1379,1
1380,Cluster 1380,3
1381,Cluster 1381,302
1382,Cluster 1382,2
1383,Cluster 1383,1960
1384,Cluster 1384,1
1385,Cluster 1385,5
1386,Cluster 1386,10
1387,Cluster 1387,8
1388,Cluster 1388,439
1389,Cluster 1389,1
1390,Cluster 1390,1
1391,Cluster 1391,3
1392,Cluster 1392,1966
1393,Cluster 1393,16
1394,Cluster 1394,12
1395,Cluster 1395,52
1396,Cluster 1396,7
1397,Cluster 1397,5
1398,Cluster 1398,1
1399,Cluster 1399,370
1400,Cluster 1400,1967
1401,Cluster 1401,1962
1402,Cluster 1402,14
1403,Cluster 1403,1
1404,Cluster 1404,2
1405,Cluster 1405,1970
1406,Cluster 1406,226
1407,Cluster 1407,1906
1408,Cluster 1408,9
1409,Cluster 1409,5
1410,Cluster 1410,1081
1411,Cluster 1411,2
1412,Cluster 1412,1970
1413,Cluster 1413,88
1414,Cluster 1414,5
1415,Cluster 1415,2
1416,Cluster 1416,87
1417,Cluster 1417,1
1418,Cluster 1418,415
1419,Cluster 1419,3
1420,Cluster 1420,4
1421,Cluster 1421,1
1422,Cluster 1422,102
1423,Cluster 1423,1
1424,Cluster 1424,1
1425,Cluster 1425,78
1426,Cluster 1426,1
1427,Cluster 1427,1970
1428,Cluster 1428,47
1429,Cluster 1429,25
1430,Cluster 1430,24
1431,Cluster 1431,1
1432,Cluster 1432,1
1433,Cluster 1433,3
1434,Cluster 1434,1
1435,Cluster 1435,354
1436,Cluster 1436,7
1437,Cluster 1437,109
1438,Cluster 1438,2
1439,Cluster 1439,1614
1440,Cluster 1440,1
1441,Cluster 1441,1
1442,Cluster 1442,2
1443,Cluster 1443,23
1444,Cluster 1444,74
1445,Cluster 1445,4
1446,Cluster 1446,2
1447,Cluster 1447,73
1448,Cluster 1448,2
1449,Cluster 1449,11
1450,Cluster 1450,16
1451,Cluster 1451,14
1452,Cluster 1452,3
1453,Cluster 1453,8
1454,Cluster 1454,1
1455,Cluster 1455,1
1456,Cluster 1456,1
1457,Cluster 1457,1962
1458,Cluster 1458,1157
1459,Cluster 1459,3
1460,Cluster 1460,44
1461,Cluster 1461,1
1462,Cluster 1462,408
1463,Cluster 1463,1
1464,Cluster 1464,6
1465,Cluster 1465,1
1466,Cluster 1466,10
1467,Cluster 1467,16
1468,Cluster 1468,15
1469,Cluster 1469,7
1470,Cluster 1470,1969
1471,Cluster 1471,4
1472,Cluster 1472,3
1473,Cluster 1473,259
1474,Cluster 1474,1
1475,Cluster 1475,5
1476,Cluster 1476,7
1477,Cluster 1477,1970
1478,Cluster 1478,39
1479,Cluster 1479,32
1480,Cluster 1480,2
1481,Cluster 1481,1
1482,Cluster 1482,3
1483,Cluster 1483,373
1484,Cluster 1484,1968
1485,Cluster 1485,450
1486,Cluster 1486,15
1487,Cluster 1487,18
1488,Cluster 1488,4
1489,Cluster 1489,1
1490,Cluster 1490,1
1491,Cluster 1491,3
1492,Cluster 1492,1970
1493,Cluster 1493,1159
1494,Cluster 1494,19
1495,Cluster 1495,3
1496,Cluster 1496,1
1497,Cluster 1497,1
1498,Cluster 1498,56
1499,Cluster 1499,4
1500,Cluster 1500,23
1501,Cluster 1501,1
1502,Cluster 1502,29
1503,Cluster 1503,41
1504,Cluster 1504,218
1505,Cluster 1505,5
1506,Cluster 1506,6
1507,Cluster 1507,1
1508,Cluster 1508,120
1509,Cluster 1509,28
1510,Cluster 1510,1
1511,Cluster 1511,1
1512,Cluster 1512,4
1513,Cluster 1513,21
1514,Cluster 1514,1967
1515,Cluster 1515,1970
1516,Cluster 1516,18
1517,Cluster 1517,224
1518,Cluster 1518,1
1519,Cluster 1519,1267
1520,Cluster 1520,2
1521,Cluster 1521,1
1522,Cluster 1522,1
1523,Cluster 1523,715
1524,Cluster 1524,151
1525,Cluster 1525,4
1526,Cluster 1526,204
1527,Cluster 1527,1
1528,Cluster 1528,1603
1529,Cluster 1529,12
1530,Cluster 1530,2
1531,Cluster 1531,5
1532,Cluster 1532,55
1533,Cluster 1533,1
1534,Cluster 1534,1
1535,Cluster 1535,1
1536,Cluster 1536,1
1537,Cluster 1537,2
1538,Cluster 1538,581
1539,Cluster 1539,2
1540,Cluster 1540,12
1541,Cluster 1541,58
1542,Cluster 1542,575
1543,Cluster 1543,15
1544,Cluster 1544,35
1545,Cluster 1545,2
1546,Cluster 1546,1
1547,Cluster 1547,1967
1548,Cluster 1548,194
1549,Cluster 1549,1
1550,Cluster 1550,9
1551,Cluster 1551,5
1552,Cluster 1552,1
1553,Cluster 1553,935
1554,Cluster 1554,1
1555,Cluster 1555,1
1556,Cluster 1556,15
1557,Cluster 1557,667
1558,Cluster 1558,1
1559,Cluster 1559,28
1560,Cluster 1560,22
1561,Cluster 1561,2
1562,Cluster 1562,1
1563,Cluster 1563,1
1564,Cluster 1564,1
1565,Cluster 1565,1
1566,Cluster 1566,2
1567,Cluster 1567,3
1568,Cluster 1568,413
1569,Cluster 1569,27
1570,Cluster 1570,1
1571,Cluster 1571,63
1572,Cluster 1572,1
1573,Cluster 1573,3
1574,Cluster 1574,245
1575,Cluster 1575,5
1576,Cluster 1576,1
1577,Cluster 1577,1
1578,Cluster 1578,1
1579,Cluster 1579,1
1580,Cluster 1580,1
1581,Cluster 1581,27
1582,Cluster 1582,1
1583,Cluster 1583,7
1584,Cluster 1584,1
1585,Cluster 1585,4
1586,Cluster 1586,1
1587,Cluster 1587,1
1588,Cluster 1588,2
1589,Cluster 1589,2
1590,Cluster 1590,5
1591,Cluster 1591,1967
1592,Cluster 1592,1
1593,Cluster 1593,1
1594,Cluster 1594,2
1595,Cluster 1595,58
1596,Cluster 1596,2
1597,Cluster 1597,1
1598,Cluster 1598,6
1599,Cluster 1599,166
1600,Cluster 1600,1970
1601,Cluster 1601,18
1602,Cluster 1602,2
1603,Cluster 1603,1
1604,Cluster 1604,5
1605,Cluster 1605,7
1606,Cluster 1606,2
1607,Cluster 1607,1
1608,Cluster 1608,1
1609,Cluster 1609,2
1610,Cluster 1610,1969
1611,Cluster 1611,1
1612,Cluster 1612,253
1613,Cluster 1613,10
1614,Cluster 1614,66
1615,Cluster 1615,4
1616,Cluster 1616,26
1617,Cluster 1617,10
1618,Cluster 1618,7
1619,Cluster 1619,7
1620,Cluster 1620,10
1621,Cluster 1621,1957
1622,Cluster 1622,1
1623,Cluster 1623,1
1624,Cluster 1624,6
1625,Cluster 1625,403
1626,Cluster 1626,1
1627,Cluster 1627,1
1628,Cluster 1628,1
1629,Cluster 1629,4
1630,Cluster 1630,2
1631,Cluster 1631,797
1632,Cluster 1632,16
1633,Cluster 1633,5
1634,Cluster 1634,1
1635,Cluster 1635,11
1636,Cluster 1636,36
1637,Cluster 1637,8
1638,Cluster 1638,13
1639,Cluster 1639,327
1640,Cluster 1640,1970
1641,Cluster 1641,2
1642,Cluster 1642,46
1643,Cluster 1643,123
1644,Cluster 1644,448
1645,Cluster 1645,1
1646,Cluster 1646,29
1647,Cluster 1647,1
1648,Cluster 1648,3
1649,Cluster 1649,31
1650,Cluster 1650,2
1651,Cluster 1651,4
1652,Cluster 1652,16
1653,Cluster 1653,1
1654,Cluster 1654,189
1655,Cluster 1655,1
1656,Cluster 1656,2
1657,Cluster 1657,1
1658,Cluster 1658,1960
1659,Cluster 1659,146
1660,Cluster 1660,60
1661,Cluster 1661,1
1662,Cluster 1662,1
1663,Cluster 1663,3
1664,Cluster 1664,1970
1665,Cluster 1665,1970
1666,Cluster 1666,12
1667,Cluster 1667,41
1668,Cluster 1668,1
1669,Cluster 1669,1
1670,Cluster 1670,1
1671,Cluster 1671,1
1672,Cluster 1672,1
1673,Cluster 1673,1
1674,Cluster 1674,9
1675,Cluster 1675,576
1676,Cluster 1676,1
1677,Cluster 1677,4
1678,Cluster 1678,1960
1679,Cluster 1679,6
1680,Cluster 1680,1
1681,Cluster 1681,365
1682,Cluster 1682,8
1683,Cluster 1683,1
1684,Cluster 1684,2
1685,Cluster 1685,2
1686,Cluster 1686,1
1687,Cluster 1687,10
1688,Cluster 1688,267
1689,Cluster 1689,2
1690,Cluster 1690,45
1691,Cluster 1691,2
1692,Cluster 1692,3
1693,Cluster 1693,1
1694,Cluster 1694,1
1695,Cluster 1695,1
1696,Cluster 1696,4
1697,Cluster 1697,6
1698,Cluster 1698,1
1699,Cluster 1699,5
1700,Cluster 1700,1
1701,Cluster 1701,1081
1702,Cluster 1702,461
1703,Cluster 1703,20
1704,Cluster 1704,16
1705,Cluster 1705,3
1706,Cluster 1706,1
1707,Cluster 1707,1
1708,Cluster 1708,5
1709,Cluster 1709,1
1710,Cluster 1710,8
1711,Cluster 1711,6
1712,Cluster 1712,2
1713,Cluster 1713,1
1714,Cluster 1714,1
1715,Cluster 1715,521
1716,Cluster 1716,9
1717,Cluster 1717,2
1718,Cluster 1718,4
1719,Cluster 1719,248
1720,Cluster 1720,147
1721,Cluster 1721,1
1722,Cluster 1722,2
1723,Cluster 1723,1
1724,Cluster 1724,2
1725,Cluster 1725,7
1726,Cluster 1726,1
1727,Cluster 1727,114
1728,Cluster 1728,4
1729,Cluster 1729,3
1730,Cluster 1730,2
1731,Cluster 1731,1
1732,Cluster 1732,3
1733,Cluster 1733,38
1734,Cluster 1734,1
1735,Cluster 1735,1
1736,Cluster 1736,1
1737,Cluster 1737,1
1738,Cluster 1738,1970
1739,Cluster 1739,67
1740,Cluster 1740,2
1741,Cluster 1741,4
1742,Cluster 1742,1
1743,Cluster 1743,1
1744,Cluster 1744,930
1745,Cluster 1745,2
1746,Cluster 1746,2
1747,Cluster 1747,1
1748,Cluster 1748,1
1749,Cluster 1749,1
1750,Cluster 1750,5
1751,Cluster 1751,1
1752,Cluster 1752,1
1753,Cluster 1753,25
1754,Cluster 1754,1
1755,Cluster 1755,1
1756,Cluster 1756,2
1757,Cluster 1757,24
1758,Cluster 1758,1935
1759,Cluster 1759,1
1760,Cluster 1760,127
1761,Cluster 1761,1
1762,Cluster 1762,69
1763,Cluster 1763,47
1764,Cluster 1764,1
1765,Cluster 1765,2
1766,Cluster 1766,6
1767,Cluster 1767,1
1768,Cluster 1768,1
1769,Cluster 1769,2
1770,Cluster 1770,1
1771,Cluster 1771,2
1772,Cluster 1772,1
1773,Cluster 1773,1
1774,Cluster 1774,1
1775,Cluster 1775,3
1776,Cluster 1776,482
1777,Cluster 1777,1
1778,Cluster 1778,1966
1779,Cluster 1779,2
1780,Cluster 1780,9
1781,Cluster 1781,4
1782,Cluster 1782,5
1783,Cluster 1783,4
1784,Cluster 1784,2
1785,Cluster 1785,1
1786,Cluster 1786,1
1787,Cluster 1787,1970
1788,Cluster 1788,1
1789,Cluster 1789,8
1790,Cluster 1790,23
1791,Cluster 1791,2
1792,Cluster 1792,1
1793,Cluster 1793,1888
1794,Cluster 1794,245
1795,Cluster 1795,20
1796,Cluster 1796,1
1797,Cluster 1797,1
1798,Cluster 1798,1
1799,Cluster 1799,403
1800,Cluster 1800,4
1801,Cluster 1801,3
1802,Cluster 1802,258
1803,Cluster 1803,5
1804,Cluster 1804,1
1805,Cluster 1805,1
1806,Cluster 1806,150
1807,Cluster 1807,22
1808,Cluster 1808,3
1809,Cluster 1809,57
1810,Cluster 1810,9
1811,Cluster 1811,1
1812,Cluster 1812,1
1813,Cluster 1813,1
1814,Cluster 1814,2
1815,Cluster 1815,1
1816,Cluster 1816,1970
1817,Cluster 1817,15
1818,Cluster 1818,1
1819,Cluster 1819,83
1820,Cluster 1820,2
1821,Cluster 1821,1830
1822,Cluster 1822,1
1823,Cluster 1823,12
1824,Cluster 1824,30
1825,Cluster 1825,1970
1826,Cluster 1826,27
1827,Cluster 1827,281
1828,Cluster 1828,21
1829,Cluster 1829,9
1830,Cluster 1830,4
1831,Cluster 1831,1
1832,Cluster 1832,2
1833,Cluster 1833,1
1834,Cluster 1834,1852
1835,Cluster 1835,576
1836,Cluster 1836,5
1837,Cluster 1837,6
1838,Cluster 1838,1
1839,Cluster 1839,4
1840,Cluster 1840,5
1841,Cluster 1841,19
1842,Cluster 1842,677
1843,Cluster 1843,100
1844,Cluster 1844,11
1845,Cluster 1845,14
1846,Cluster 1846,378
1847,Cluster 1847,1969
1848,Cluster 1848,5
1849,Cluster 1849,1
1850,Cluster 1850,1965
1851,Cluster 1851,2
1852,Cluster 1852,8
1853,Cluster 1853,2
1854,Cluster 1854,1737
1855,Cluster 1855,356
1856,Cluster 1856,7
1857,Cluster 1857,15
1858,Cluster 1858,5
1859,Cluster 1859,4
1860,Cluster 1860,1
1861,Cluster 1861,2
1862,Cluster 1862,3
1863,Cluster 1863,1969
1864,Cluster 1864,10
1865,Cluster 1865,1
1866,Cluster 1866,2
1867,Cluster 1867,1
1868,Cluster 1868,166
1869,Cluster 1869,19
1870,Cluster 1870,1968
1871,Cluster 1871,1964
1872,Cluster 1872,1
1873,Cluster 1873,5
1874,Cluster 1874,19
1875,Cluster 1875,32
1876,Cluster 1876,277
1877,Cluster 1877,1
1878,Cluster 1878,1
1879,Cluster 1879,1
1880,Cluster 1880,1
1881,Cluster 1881,2
1882,Cluster 1882,2
1883,Cluster 1883,6
1884,Cluster 1884,384
1885,Cluster 1885,36
1886,Cluster 1886,1
1887,Cluster 1887,41
1888,Cluster 1888,2
1889,Cluster 1889,3
1890,Cluster 1890,1
1891,Cluster 1891,1
1892,Cluster 1892,1
1893,Cluster 1893,6
1894,Cluster 1894,2
1895,Cluster 1895,2
1896,Cluster 1896,1783
1897,Cluster 1897,1
1898,Cluster 1898,1
1899,Cluster 1899,1
1900,Cluster 1900,4
1901,Cluster 1901,1
1902,Cluster 1902,2
1903,Cluster 1903,1968
1904,Cluster 1904,1969
1905,Cluster 1905,1970
1906,Cluster 1906,430
1907,Cluster 1907,1
1908,Cluster 1908,5
1909,Cluster 1909,1
1910,Cluster 1910,17
1911,Cluster 1911,4
1912,Cluster 1912,8
1913,Cluster 1913,1
1914,Cluster 1914,1
1915,Cluster 1915,1
1916,Cluster 1916,1461
1917,Cluster 1917,16
1918,Cluster 1918,1
1919,Cluster 1919,1
1920,Cluster 1920,1
1921,Cluster 1921,1567
1922,Cluster 1922,2
1923,Cluster 1923,2
1924,Cluster 1924,2
1925,Cluster 1925,28
1926,Cluster 1926,4
1927,Cluster 1927,3
1928,Cluster 1928,1967
1929,Cluster 1929,7
1930,Cluster 1930,2
1931,Cluster 1931,1
1932,Cluster 1932,1
1933,Cluster 1933,1
1934,Cluster 1934,8
1935,Cluster 1935,5
1936,Cluster 1936,1
1937,Cluster 1937,1
1938,Cluster 1938,1
1939,Cluster 1939,5
1940,Cluster 1940,8
1941,Cluster 1941,2
1942,Cluster 1942,7
1943,Cluster 1943,7
1944,Cluster 1944,14
1945,Cluster 1945,23
1946,Cluster 1946,6
1947,Cluster 1947,1
1948,Cluster 1948,2
1949,Cluster 1949,3
1950,Cluster 1950,193
1951,Cluster 1951,163
1952,Cluster 1952,2
1953,Cluster 1953,5
1954,Cluster 1954,1
1955,Cluster 1955,1968
1956,Cluster 1956,1
1957,Cluster 1957,1
1958,Cluster 1958,47
1959,Cluster 1959,74
1960,Cluster 1960,30
1961,Cluster 1961,22
1962,Cluster 1962,1
1963,Cluster 1963,33
1964,Cluster 1964,1965
1965,Cluster 1965,4
1966,Cluster 1966,58
1967,Cluster 1967,3
1968,Cluster 1968,1223
1969,Cluster 1969,2
1970,Cluster 1970,1
1971,Cluster 1971,1
1972,Cluster 1972,1
1973,Cluster 1973,10
1974,Cluster 1974,2
1975,Cluster 1975,3
1976,Cluster 1976,1
1977,Cluster 1977,1
1978,Cluster 1978,1
1979,Cluster 1979,2
1980,Cluster 1980,1966
1981,Cluster 1981,2
1982,Cluster 1982,35
1983,Cluster 1983,1969
1984,Cluster 1984,1
1985,Cluster 1985,82
1986,Cluster 1986,1
1987,Cluster 1987,1
1988,Cluster 1988,2
1989,Cluster 1989,999
1990,Cluster 1990,5
1991,Cluster 1991,1795
1992,Cluster 1992,1
1993,Cluster 1993,55
1994,Cluster 1994,9
1995,Cluster 1995,1
1996,Cluster 1996,1
1997,Cluster 1997,1
1998,Cluster 1998,1
1999,Cluster 1999,1
2000,Cluster 2000,9
2001,Cluster 2001,2
2002,Cluster 2002,1
2003,Cluster 2003,1
2004,Cluster 2004,1
2005,Cluster 2005,4
2006,Cluster 2006,1
2007,Cluster 2007,4
2008,Cluster 2008,1970
2009,Cluster 2009,28
2010,Cluster 2010,1
2011,Cluster 2011,11
2012,Cluster 2012,7
2013,Cluster 2013,7
2014,Cluster 2014,79
2015,Cluster 2015,1
2016,Cluster 2016,2
2017,Cluster 2017,124
2018,Cluster 2018,225
2019,Cluster 2019,396
2020,Cluster 2020,18
2021,Cluster 2021,7
2022,Cluster 2022,8
2023,Cluster 2023,1
2024,Cluster 2024,1945
2025,Cluster 2025,1969
2026,Cluster 2026,15
2027,Cluster 2027,1
2028,Cluster 2028,3
2029,Cluster 2029,8
2030,Cluster 2030,1
2031,Cluster 2031,21
2032,Cluster 2032,2
2033,Cluster 2033,4
2034,Cluster 2034,21
2035,Cluster 2035,2
2036,Cluster 2036,9
2037,Cluster 2037,6
2038,Cluster 2038,96
2039,Cluster 2039,2
2040,Cluster 2040,1
2041,Cluster 2041,1
2042,Cluster 2042,58
2043,Cluster 2043,1
2044,Cluster 2044,1
2045,Cluster 2045,1
2046,Cluster 2046,1
2047,Cluster 2047,1
2048,Cluster 2048,1
2049,Cluster 2049,1
2050,Cluster 2050,1
2051,Cluster 2051,1
2052,Cluster 2052,1
2053,Cluster 2053,1330
2054,Cluster 2054,3
2055,Cluster 2055,1
2056,Cluster 2056,75
2057,Cluster 2057,3
2058,Cluster 2058,4
2059,Cluster 2059,4
2060,Cluster 2060,15
2061,Cluster 2061,2
2062,Cluster 2062,1
2063,Cluster 2063,3
2064,Cluster 2064,71
2065,Cluster 2065,273
2066,Cluster 2066,1969
2067,Cluster 2067,1969
2068,Cluster 2068,2
2069,Cluster 2069,5
2070,Cluster 2070,1
2071,Cluster 2071,7
2072,Cluster 2072,9
2073,Cluster 2073,36
2074,Cluster 2074,16
2075,Cluster 2075,19
2076,Cluster 2076,1
2077,Cluster 2077,1
2078,Cluster 2078,325
2079,Cluster 2079,3
2080,Cluster 2080,5
2081,Cluster 2081,7
2082,Cluster 2082,1
2083,Cluster 2083,1
2084,Cluster 2084,19
2085,Cluster 2085,70
2086,Cluster 2086,2
2087,Cluster 2087,1959
2088,Cluster 2088,44
2089,Cluster 2089,2
2090,Cluster 2090,8
2091,Cluster 2091,10
2092,Cluster 2092,3
2093,Cluster 2093,1910
2094,Cluster 2094,1
2095,Cluster 2095,1
2096,Cluster 2096,1
2097,Cluster 2097,3
2098,Cluster 2098,1
2099,Cluster 2099,1
2100,Cluster 2100,7
2101,Cluster 2101,1967
2102,Cluster 2102,1950
2103,Cluster 2103,75
2104,Cluster 2104,6
2105,Cluster 2105,2
2106,Cluster 2106,3
2107,Cluster 2107,1
2108,Cluster 2108,345
2109,Cluster 2109,22
2110,Cluster 2110,1
2111,Cluster 2111,7
2112,Cluster 2112,1
2113,Cluster 2113,1
2114,Cluster 2114,22
2115,Cluster 2115,44
2116,Cluster 2116,1
2117,Cluster 2117,80
2118,Cluster 2118,3
2119,Cluster 2119,2
2120,Cluster 2120,3
2121,Cluster 2121,16
2122,Cluster 2122,1
2123,Cluster 2123,2
2124,Cluster 2124,1970
2125,Cluster 2125,5
2126,Cluster 2126,28
2127,Cluster 2127,1945
2128,Cluster 2128,67
2129,Cluster 2129,1
2130,Cluster 2130,1
2131,Cluster 2131,41
2132,Cluster 2132,6
2133,Cluster 2133,2
2134,Cluster 2134,1
2135,Cluster 2135,68
2136,Cluster 2136,1
2137,Cluster 2137,2
2138,Cluster 2138,1
2139,Cluster 2139,1
2140,Cluster 2140,39
2141,Cluster 2141,5
2142,Cluster 2142,1
2143,Cluster 2143,9
2144,Cluster 2144,1
2145,Cluster 2145,1
2146,Cluster 2146,1
2147,Cluster 2147,3
2148,Cluster 2148,7
2149,Cluster 2149,39
2150,Cluster 2150,14
2151,Cluster 2151,3
2152,Cluster 2152,39
2153,Cluster 2153,1
2154,Cluster 2154,115
2155,Cluster 2155,1
2156,Cluster 2156,7
2157,Cluster 2157,3
2158,Cluster 2158,1
2159,Cluster 2159,1
2160,Cluster 2160,1
2161,Cluster 2161,1
2162,Cluster 2162,1
2163,Cluster 2163,1
2164,Cluster 2164,1
2165,Cluster 2165,1
2166,Cluster 2166,1
2167,Cluster 2167,1967
2168,Cluster 2168,1
2169,Cluster 2169,2
2170,Cluster 2170,13
2171,Cluster 2171,5
2172,Cluster 2172,2
2173,Cluster 2173,1
2174,Cluster 2174,2
2175,Cluster 2175,1
2176,Cluster 2176,1
2177,Cluster 2177,1866
2178,Cluster 2178,1
2179,Cluster 2179,443
2180,Cluster 2180,2
2181,Cluster 2181,1
2182,Cluster 2182,70
2183,Cluster 2183,1969
2184,Cluster 2184,2
2185,Cluster 2185,1961
2186,Cluster 2186,1724
2187,Cluster 2187,3
2188,Cluster 2188,1828
2189,Cluster 2189,1
2190,Cluster 2190,32
2191,Cluster 2191,1175
2192,Cluster 2192,5
2193,Cluster 2193,4
2194,Cluster 2194,1
2195,Cluster 2195,478
2196,Cluster 2196,1
2197,Cluster 2197,4
2198,Cluster 2198,1931
2199,Cluster 2199,95
2200,Cluster 2200,2
2201,Cluster 2201,25
2202,Cluster 2202,1
2203,Cluster 2203,2
2204,Cluster 2204,16
2205,Cluster 2205,9
2206,Cluster 2206,586
2207,Cluster 2207,52
2208,Cluster 2208,28
2209,Cluster 2209,1
2210,Cluster 2210,5
2211,Cluster 2211,1
2212,Cluster 2212,201
2213,Cluster 2213,1
2214,Cluster 2214,3
2215,Cluster 2215,5
2216,Cluster 2216,6
2217,Cluster 2217,1
2218,Cluster 2218,3
2219,Cluster 2219,1962
2220,Cluster 2220,86
2221,Cluster 2221,1970
2222,Cluster 2222,1943
2223,Cluster 2223,1
2224,Cluster 2224,1
2225,Cluster 2225,1
2226,Cluster 2226,16
2227,Cluster 2227,1
2228,Cluster 2228,4
2229,Cluster 2229,2
2230,Cluster 2230,1955
2231,Cluster 2231,155
2232,Cluster 2232,13
2233,Cluster 2233,13
2234,Cluster 2234,16
2235,Cluster 2235,62
2236,Cluster 2236,28
2237,Cluster 2237,3
2238,Cluster 2238,1
2239,Cluster 2239,1967
2240,Cluster 2240,1809
2241,Cluster 2241,5
2242,Cluster 2242,46
2243,Cluster 2243,1
2244,Cluster 2244,379
2245,Cluster 2245,241
2246,Cluster 2246,1954
2247,Cluster 2247,7
2248,Cluster 2248,36
2249,Cluster 2249,264
2250,Cluster 2250,3
2251,Cluster 2251,1
2252,Cluster 2252,1
2253,Cluster 2253,2
2254,Cluster 2254,1970
2255,Cluster 2255,2
2256,Cluster 2256,3
2257,Cluster 2257,2
2258,Cluster 2258,1
2259,Cluster 2259,12
2260,Cluster 2260,1
2261,Cluster 2261,1
2262,Cluster 2262,52
2263,Cluster 2263,1946
2264,Cluster 2264,1
2265,Cluster 2265,1
2266,Cluster 2266,4
2267,Cluster 2267,1970
2268,Cluster 2268,1970
2269,Cluster 2269,1
2270,Cluster 2270,1931
2271,Cluster 2271,1967
2272,Cluster 2272,156
2273,Cluster 2273,18
2274,Cluster 2274,178
2275,Cluster 2275,1
2276,Cluster 2276,2
2277,Cluster 2277,1
2278,Cluster 2278,5
2279,Cluster 2279,1
2280,Cluster 2280,1
2281,Cluster 2281,1
2282,Cluster 2282,2
2283,Cluster 2283,1
2284,Cluster 2284,1
2285,Cluster 2285,454
2286,Cluster 2286,1
2287,Cluster 2287,21
