, ,Number of genomes
76169,Cluster 76169,1
76170,Cluster 76170,96
76171,Cluster 76171,1
76172,Cluster 76172,4
76173,Cluster 76173,1
76174,Cluster 76174,1
76175,Cluster 76175,1
76176,Cluster 76176,2
76177,Cluster 76177,2
76178,Cluster 76178,1
76179,Cluster 76179,601
76180,Cluster 76180,1
76181,Cluster 76181,1
76182,Cluster 76182,508
76183,Cluster 76183,2
76184,Cluster 76184,1
76185,Cluster 76185,2
76186,Cluster 76186,1
76187,Cluster 76187,1
76188,Cluster 76188,2
76189,Cluster 76189,4
76190,Cluster 76190,1
76191,Cluster 76191,1
76192,Cluster 76192,1
76193,Cluster 76193,1
76194,Cluster 76194,1
76195,Cluster 76195,1
76196,Cluster 76196,1
76197,Cluster 76197,1
76198,Cluster 76198,1
76199,Cluster 76199,1
76200,Cluster 76200,3
76201,Cluster 76201,2
76202,Cluster 76202,2
76203,Cluster 76203,1
76204,Cluster 76204,1
76205,Cluster 76205,1
76206,Cluster 76206,1
76207,Cluster 76207,1
76208,Cluster 76208,3
76209,Cluster 76209,1
76210,Cluster 76210,4
76211,Cluster 76211,1
76212,Cluster 76212,1
76213,Cluster 76213,1
76214,Cluster 76214,1
76215,Cluster 76215,3
76216,Cluster 76216,2
76217,Cluster 76217,1
76218,Cluster 76218,1
76219,Cluster 76219,1
76220,Cluster 76220,1
76221,Cluster 76221,1
76222,Cluster 76222,1
76223,Cluster 76223,1
76224,Cluster 76224,2
76225,Cluster 76225,3
76226,Cluster 76226,1
76227,Cluster 76227,1
76228,Cluster 76228,1
76229,Cluster 76229,2
76230,Cluster 76230,1
76231,Cluster 76231,1
76232,Cluster 76232,1
76233,Cluster 76233,1969
76234,Cluster 76234,40
76235,Cluster 76235,2
76236,Cluster 76236,1
76237,Cluster 76237,71
76238,Cluster 76238,5
76239,Cluster 76239,1
76240,Cluster 76240,1
76241,Cluster 76241,2
76242,Cluster 76242,1
76243,Cluster 76243,6
76244,Cluster 76244,1
76245,Cluster 76245,1
76246,Cluster 76246,1
76247,Cluster 76247,1
76248,Cluster 76248,1
76249,Cluster 76249,38
76250,Cluster 76250,1
76251,Cluster 76251,3
76252,Cluster 76252,1
76253,Cluster 76253,1
76254,Cluster 76254,1
76255,Cluster 76255,1
76256,Cluster 76256,1
76257,Cluster 76257,3
76258,Cluster 76258,4
76259,Cluster 76259,2
76260,Cluster 76260,2
76261,Cluster 76261,18
76262,Cluster 76262,3
76263,Cluster 76263,4
76264,Cluster 76264,6
76265,Cluster 76265,1
76266,Cluster 76266,1
76267,Cluster 76267,3
76268,Cluster 76268,1
76269,Cluster 76269,2
76270,Cluster 76270,1
76271,Cluster 76271,1
76272,Cluster 76272,1
76273,Cluster 76273,1
76274,Cluster 76274,1
76275,Cluster 76275,14
76276,Cluster 76276,1
76277,Cluster 76277,1
76278,Cluster 76278,1
76279,Cluster 76279,1
76280,Cluster 76280,1
76281,Cluster 76281,1
76282,Cluster 76282,5
76283,Cluster 76283,1
76284,Cluster 76284,2
76285,Cluster 76285,2
76286,Cluster 76286,2
76287,Cluster 76287,220
76288,Cluster 76288,2
76289,Cluster 76289,1
76290,Cluster 76290,3
76291,Cluster 76291,1
76292,Cluster 76292,1
76293,Cluster 76293,1
76294,Cluster 76294,1
76295,Cluster 76295,1
76296,Cluster 76296,1
76297,Cluster 76297,1
76298,Cluster 76298,1
76299,Cluster 76299,64
76300,Cluster 76300,4
76301,Cluster 76301,1
76302,Cluster 76302,1
76303,Cluster 76303,1
76304,Cluster 76304,88
76305,Cluster 76305,1
76306,Cluster 76306,1
76307,Cluster 76307,1
76308,Cluster 76308,1
76309,Cluster 76309,1
76310,Cluster 76310,1
76311,Cluster 76311,1
76312,Cluster 76312,4
76313,Cluster 76313,1
76314,Cluster 76314,1
76315,Cluster 76315,4
76316,Cluster 76316,1
76317,Cluster 76317,1
76318,Cluster 76318,1
76319,Cluster 76319,2
76320,Cluster 76320,1
76321,Cluster 76321,1
76322,Cluster 76322,1
76323,Cluster 76323,30
76324,Cluster 76324,60
76325,Cluster 76325,215
76326,Cluster 76326,5
76327,Cluster 76327,17
76328,Cluster 76328,21
76329,Cluster 76329,20
76330,Cluster 76330,4
76331,Cluster 76331,1
76332,Cluster 76332,9
76333,Cluster 76333,1
76334,Cluster 76334,7
76335,Cluster 76335,3
76336,Cluster 76336,2
76337,Cluster 76337,1
76338,Cluster 76338,1
76339,Cluster 76339,5
76340,Cluster 76340,4
76341,Cluster 76341,3
76342,Cluster 76342,1
76343,Cluster 76343,4
76344,Cluster 76344,1
76345,Cluster 76345,1
76346,Cluster 76346,4
76347,Cluster 76347,1
76348,Cluster 76348,2
76349,Cluster 76349,4
76350,Cluster 76350,3
76351,Cluster 76351,2
76352,Cluster 76352,2
76353,Cluster 76353,1
76354,Cluster 76354,1
76355,Cluster 76355,12
76356,Cluster 76356,1
76357,Cluster 76357,1
76358,Cluster 76358,4
76359,Cluster 76359,2
76360,Cluster 76360,631
76361,Cluster 76361,1
76362,Cluster 76362,1
76363,Cluster 76363,4
76364,Cluster 76364,1
76365,Cluster 76365,1
76366,Cluster 76366,4
76367,Cluster 76367,4
76368,Cluster 76368,4
76369,Cluster 76369,5
76370,Cluster 76370,1
76371,Cluster 76371,2
76372,Cluster 76372,21
76373,Cluster 76373,1
76374,Cluster 76374,1
76375,Cluster 76375,1
76376,Cluster 76376,3
76377,Cluster 76377,1
76378,Cluster 76378,1
76379,Cluster 76379,36
76380,Cluster 76380,1
76381,Cluster 76381,2
76382,Cluster 76382,1
76383,Cluster 76383,1
76384,Cluster 76384,3
76385,Cluster 76385,1
76386,Cluster 76386,3
76387,Cluster 76387,1
76388,Cluster 76388,1
76389,Cluster 76389,1
76390,Cluster 76390,1
76391,Cluster 76391,1
76392,Cluster 76392,1
76393,Cluster 76393,1
76394,Cluster 76394,1
76395,Cluster 76395,1
76396,Cluster 76396,4
76397,Cluster 76397,2
76398,Cluster 76398,1
76399,Cluster 76399,3
76400,Cluster 76400,1
76401,Cluster 76401,1172
76402,Cluster 76402,1947
76403,Cluster 76403,15
76404,Cluster 76404,345
76405,Cluster 76405,1828
76406,Cluster 76406,1254
76407,Cluster 76407,70
76408,Cluster 76408,1440
76409,Cluster 76409,1950
76410,Cluster 76410,49
76411,Cluster 76411,1199
76412,Cluster 76412,599
76413,Cluster 76413,5
76414,Cluster 76414,408
76415,Cluster 76415,418
76416,Cluster 76416,83
76417,Cluster 76417,2
76418,Cluster 76418,1
76419,Cluster 76419,1
76420,Cluster 76420,2
76421,Cluster 76421,1
76422,Cluster 76422,2
76423,Cluster 76423,1
76424,Cluster 76424,2
76425,Cluster 76425,2
76426,Cluster 76426,2
76427,Cluster 76427,1
76428,Cluster 76428,1
76429,Cluster 76429,35
76430,Cluster 76430,1
76431,Cluster 76431,1
76432,Cluster 76432,7
76433,Cluster 76433,1034
76434,Cluster 76434,3
76435,Cluster 76435,21
76436,Cluster 76436,1
76437,Cluster 76437,2
76438,Cluster 76438,1
76439,Cluster 76439,59
76440,Cluster 76440,32
76441,Cluster 76441,449
76442,Cluster 76442,738
76443,Cluster 76443,34
76444,Cluster 76444,57
76445,Cluster 76445,5
76446,Cluster 76446,158
76447,Cluster 76447,44
76448,Cluster 76448,534
76449,Cluster 76449,223
76450,Cluster 76450,3
76451,Cluster 76451,25
76452,Cluster 76452,286
76453,Cluster 76453,1
76454,Cluster 76454,5
76455,Cluster 76455,1
76456,Cluster 76456,1
76457,Cluster 76457,8
76458,Cluster 76458,27
76459,Cluster 76459,231
76460,Cluster 76460,215
76461,Cluster 76461,13
76462,Cluster 76462,32
76463,Cluster 76463,14
76464,Cluster 76464,27
76465,Cluster 76465,58
76466,Cluster 76466,53
76467,Cluster 76467,84
76468,Cluster 76468,154
76469,Cluster 76469,151
76470,Cluster 76470,66
76471,Cluster 76471,1
76472,Cluster 76472,239
76473,Cluster 76473,285
76474,Cluster 76474,95
76475,Cluster 76475,8
76476,Cluster 76476,1225
76477,Cluster 76477,152
76478,Cluster 76478,58
76479,Cluster 76479,88
76480,Cluster 76480,15
76481,Cluster 76481,119
76482,Cluster 76482,2
76483,Cluster 76483,3
76484,Cluster 76484,1
76485,Cluster 76485,1
76486,Cluster 76486,1
76487,Cluster 76487,123
76488,Cluster 76488,20
76489,Cluster 76489,45
76490,Cluster 76490,1
76491,Cluster 76491,9
76492,Cluster 76492,3
76493,Cluster 76493,1
76494,Cluster 76494,3
76495,Cluster 76495,2
76496,Cluster 76496,1
76497,Cluster 76497,1
76498,Cluster 76498,89
76499,Cluster 76499,31
76500,Cluster 76500,28
76501,Cluster 76501,17
76502,Cluster 76502,1
76503,Cluster 76503,151
76504,Cluster 76504,23
76505,Cluster 76505,33
76506,Cluster 76506,2
76507,Cluster 76507,4
76508,Cluster 76508,25
76509,Cluster 76509,1
76510,Cluster 76510,1
76511,Cluster 76511,84
76512,Cluster 76512,48
76513,Cluster 76513,9
76514,Cluster 76514,6
76515,Cluster 76515,23
76516,Cluster 76516,3
76517,Cluster 76517,6
76518,Cluster 76518,10
76519,Cluster 76519,21
76520,Cluster 76520,357
76521,Cluster 76521,9
76522,Cluster 76522,382
76523,Cluster 76523,11
76524,Cluster 76524,1
76525,Cluster 76525,1
76526,Cluster 76526,11
76527,Cluster 76527,1
76528,Cluster 76528,1
76529,Cluster 76529,1
76530,Cluster 76530,1
76531,Cluster 76531,13
76532,Cluster 76532,22
76533,Cluster 76533,145
76534,Cluster 76534,28
76535,Cluster 76535,35
76536,Cluster 76536,3
76537,Cluster 76537,6
76538,Cluster 76538,32
76539,Cluster 76539,2
76540,Cluster 76540,3
76541,Cluster 76541,8
76542,Cluster 76542,15
76543,Cluster 76543,2
76544,Cluster 76544,5
76545,Cluster 76545,9
76546,Cluster 76546,8
76547,Cluster 76547,26
76548,Cluster 76548,1
76549,Cluster 76549,765
76550,Cluster 76550,79
76551,Cluster 76551,15
76552,Cluster 76552,22
76553,Cluster 76553,1
76554,Cluster 76554,4
76555,Cluster 76555,2
76556,Cluster 76556,2
76557,Cluster 76557,11
76558,Cluster 76558,30
76559,Cluster 76559,1
76560,Cluster 76560,4
76561,Cluster 76561,12
76562,Cluster 76562,24
76563,Cluster 76563,13
76564,Cluster 76564,5
76565,Cluster 76565,2
76566,Cluster 76566,4
76567,Cluster 76567,12
76568,Cluster 76568,4
76569,Cluster 76569,8
76570,Cluster 76570,1
76571,Cluster 76571,46
76572,Cluster 76572,11
76573,Cluster 76573,5
76574,Cluster 76574,6
76575,Cluster 76575,2
76576,Cluster 76576,8
76577,Cluster 76577,1
76578,Cluster 76578,5
76579,Cluster 76579,1
76580,Cluster 76580,1
76581,Cluster 76581,3
76582,Cluster 76582,1
76583,Cluster 76583,1
76584,Cluster 76584,2
76585,Cluster 76585,6
76586,Cluster 76586,19
76587,Cluster 76587,4
76588,Cluster 76588,59
76589,Cluster 76589,11
76590,Cluster 76590,36
76591,Cluster 76591,1
76592,Cluster 76592,6
76593,Cluster 76593,4
76594,Cluster 76594,1
76595,Cluster 76595,2
76596,Cluster 76596,7
76597,Cluster 76597,12
76598,Cluster 76598,1
76599,Cluster 76599,1
76600,Cluster 76600,23
76601,Cluster 76601,16
76602,Cluster 76602,1
76603,Cluster 76603,2
76604,Cluster 76604,1
76605,Cluster 76605,4
76606,Cluster 76606,5
76607,Cluster 76607,1
76608,Cluster 76608,1
76609,Cluster 76609,2
76610,Cluster 76610,7
76611,Cluster 76611,1
76612,Cluster 76612,24
76613,Cluster 76613,4
76614,Cluster 76614,5
76615,Cluster 76615,6
76616,Cluster 76616,10
76617,Cluster 76617,18
76618,Cluster 76618,10
76619,Cluster 76619,2
76620,Cluster 76620,1
76621,Cluster 76621,1
76622,Cluster 76622,1
76623,Cluster 76623,7
76624,Cluster 76624,6
76625,Cluster 76625,5
76626,Cluster 76626,32
76627,Cluster 76627,1
76628,Cluster 76628,1
76629,Cluster 76629,1
76630,Cluster 76630,3
76631,Cluster 76631,10
76632,Cluster 76632,3
76633,Cluster 76633,4
76634,Cluster 76634,1
76635,Cluster 76635,10
76636,Cluster 76636,8
76637,Cluster 76637,1
76638,Cluster 76638,6
76639,Cluster 76639,7
76640,Cluster 76640,3
76641,Cluster 76641,2
76642,Cluster 76642,4
76643,Cluster 76643,1
76644,Cluster 76644,1
76645,Cluster 76645,1
76646,Cluster 76646,1
76647,Cluster 76647,1
76648,Cluster 76648,2
76649,Cluster 76649,1
76650,Cluster 76650,1
76651,Cluster 76651,1
76652,Cluster 76652,2
76653,Cluster 76653,5
76654,Cluster 76654,1
76655,Cluster 76655,8
76656,Cluster 76656,15
76657,Cluster 76657,1
76658,Cluster 76658,9
76659,Cluster 76659,1
76660,Cluster 76660,3
76661,Cluster 76661,3
76662,Cluster 76662,1
76663,Cluster 76663,8
76664,Cluster 76664,1
76665,Cluster 76665,23
76666,Cluster 76666,1
76667,Cluster 76667,1
76668,Cluster 76668,5
76669,Cluster 76669,2
76670,Cluster 76670,1
76671,Cluster 76671,1
76672,Cluster 76672,22
76673,Cluster 76673,5
76674,Cluster 76674,81
76675,Cluster 76675,1
76676,Cluster 76676,4
76677,Cluster 76677,1
76678,Cluster 76678,5
76679,Cluster 76679,8
76680,Cluster 76680,2
76681,Cluster 76681,2
76682,Cluster 76682,11
76683,Cluster 76683,1
76684,Cluster 76684,1
76685,Cluster 76685,14
76686,Cluster 76686,1
76687,Cluster 76687,4
76688,Cluster 76688,1
76689,Cluster 76689,1
76690,Cluster 76690,360
76691,Cluster 76691,1
76692,Cluster 76692,1
76693,Cluster 76693,4
76694,Cluster 76694,2
76695,Cluster 76695,1
76696,Cluster 76696,3
76697,Cluster 76697,12
76698,Cluster 76698,3
76699,Cluster 76699,8
76700,Cluster 76700,13
76701,Cluster 76701,1
76702,Cluster 76702,2
76703,Cluster 76703,1
76704,Cluster 76704,1
76705,Cluster 76705,1
76706,Cluster 76706,1
76707,Cluster 76707,19
76708,Cluster 76708,1
76709,Cluster 76709,1
76710,Cluster 76710,1
76711,Cluster 76711,2
76712,Cluster 76712,1
76713,Cluster 76713,1
76714,Cluster 76714,2
76715,Cluster 76715,1
76716,Cluster 76716,1
76717,Cluster 76717,3
76718,Cluster 76718,5
76719,Cluster 76719,4
76720,Cluster 76720,1
76721,Cluster 76721,7
76722,Cluster 76722,1
76723,Cluster 76723,1
76724,Cluster 76724,1
76725,Cluster 76725,8
76726,Cluster 76726,4
76727,Cluster 76727,167
76728,Cluster 76728,3
76729,Cluster 76729,8
76730,Cluster 76730,1
76731,Cluster 76731,4
76732,Cluster 76732,1
76733,Cluster 76733,4
76734,Cluster 76734,410
76735,Cluster 76735,4
76736,Cluster 76736,1
76737,Cluster 76737,1
76738,Cluster 76738,1
76739,Cluster 76739,2
76740,Cluster 76740,1
76741,Cluster 76741,1
76742,Cluster 76742,18
76743,Cluster 76743,1
76744,Cluster 76744,6
76745,Cluster 76745,1
76746,Cluster 76746,1
76747,Cluster 76747,104
76748,Cluster 76748,1
76749,Cluster 76749,5
76750,Cluster 76750,1
76751,Cluster 76751,7
76752,Cluster 76752,1
76753,Cluster 76753,1
76754,Cluster 76754,1
76755,Cluster 76755,1
76756,Cluster 76756,1
76757,Cluster 76757,1
76758,Cluster 76758,1
76759,Cluster 76759,2
76760,Cluster 76760,1
76761,Cluster 76761,1
76762,Cluster 76762,1
76763,Cluster 76763,5
76764,Cluster 76764,1
76765,Cluster 76765,1
76766,Cluster 76766,1
76767,Cluster 76767,1
76768,Cluster 76768,12
76769,Cluster 76769,14
76770,Cluster 76770,3
76771,Cluster 76771,4
76772,Cluster 76772,1
76773,Cluster 76773,3
76774,Cluster 76774,1
76775,Cluster 76775,1
76776,Cluster 76776,1
76777,Cluster 76777,1
76778,Cluster 76778,2
76779,Cluster 76779,1
76780,Cluster 76780,3
76781,Cluster 76781,1
76782,Cluster 76782,5
76783,Cluster 76783,1
76784,Cluster 76784,2
76785,Cluster 76785,2
76786,Cluster 76786,1
76787,Cluster 76787,1
76788,Cluster 76788,1
76789,Cluster 76789,5
76790,Cluster 76790,13
76791,Cluster 76791,1
76792,Cluster 76792,1
76793,Cluster 76793,1
76794,Cluster 76794,1
76795,Cluster 76795,1
76796,Cluster 76796,4
76797,Cluster 76797,1
76798,Cluster 76798,1
76799,Cluster 76799,1
76800,Cluster 76800,1
76801,Cluster 76801,3
76802,Cluster 76802,1
76803,Cluster 76803,1
76804,Cluster 76804,1
76805,Cluster 76805,17
76806,Cluster 76806,1
76807,Cluster 76807,1
76808,Cluster 76808,2
76809,Cluster 76809,1
76810,Cluster 76810,2
76811,Cluster 76811,1
76812,Cluster 76812,1
76813,Cluster 76813,2
76814,Cluster 76814,1
76815,Cluster 76815,1
76816,Cluster 76816,1
76817,Cluster 76817,1
76818,Cluster 76818,1
76819,Cluster 76819,2
76820,Cluster 76820,3
76821,Cluster 76821,1
76822,Cluster 76822,1
76823,Cluster 76823,1
76824,Cluster 76824,3
76825,Cluster 76825,1
76826,Cluster 76826,3
76827,Cluster 76827,17
76828,Cluster 76828,1
76829,Cluster 76829,4
76830,Cluster 76830,1
76831,Cluster 76831,1
76832,Cluster 76832,3
76833,Cluster 76833,4
76834,Cluster 76834,5
76835,Cluster 76835,2
76836,Cluster 76836,1
76837,Cluster 76837,1
76838,Cluster 76838,1
76839,Cluster 76839,1
76840,Cluster 76840,7
76841,Cluster 76841,3
76842,Cluster 76842,1
76843,Cluster 76843,1
76844,Cluster 76844,1
76845,Cluster 76845,2
76846,Cluster 76846,1
76847,Cluster 76847,1
76848,Cluster 76848,1
76849,Cluster 76849,10
76850,Cluster 76850,1
76851,Cluster 76851,254
76852,Cluster 76852,2
76853,Cluster 76853,1
76854,Cluster 76854,123
76855,Cluster 76855,2
76856,Cluster 76856,1
76857,Cluster 76857,32
76858,Cluster 76858,16
76859,Cluster 76859,1
76860,Cluster 76860,1
76861,Cluster 76861,1
76862,Cluster 76862,1
76863,Cluster 76863,1
76864,Cluster 76864,1
76865,Cluster 76865,1
76866,Cluster 76866,2
76867,Cluster 76867,263
76868,Cluster 76868,1
76869,Cluster 76869,5
76870,Cluster 76870,5
76871,Cluster 76871,1
76872,Cluster 76872,3
76873,Cluster 76873,5
76874,Cluster 76874,5
76875,Cluster 76875,1
76876,Cluster 76876,1
76877,Cluster 76877,1
76878,Cluster 76878,20
76879,Cluster 76879,1
76880,Cluster 76880,1
76881,Cluster 76881,1
76882,Cluster 76882,24
76883,Cluster 76883,2
76884,Cluster 76884,5
76885,Cluster 76885,1
76886,Cluster 76886,2
76887,Cluster 76887,1
76888,Cluster 76888,2
76889,Cluster 76889,1
76890,Cluster 76890,1
76891,Cluster 76891,9
76892,Cluster 76892,1
76893,Cluster 76893,1
76894,Cluster 76894,1
76895,Cluster 76895,1
76896,Cluster 76896,1
76897,Cluster 76897,2
76898,Cluster 76898,1
76899,Cluster 76899,1
76900,Cluster 76900,4
76901,Cluster 76901,1
76902,Cluster 76902,1
76903,Cluster 76903,10
76904,Cluster 76904,1
76905,Cluster 76905,1
76906,Cluster 76906,8
76907,Cluster 76907,1
76908,Cluster 76908,5
76909,Cluster 76909,13
76910,Cluster 76910,1
76911,Cluster 76911,1
76912,Cluster 76912,1
76913,Cluster 76913,3
76914,Cluster 76914,2
76915,Cluster 76915,3
76916,Cluster 76916,3
76917,Cluster 76917,2
76918,Cluster 76918,3
76919,Cluster 76919,29
76920,Cluster 76920,3
76921,Cluster 76921,1
76922,Cluster 76922,1
76923,Cluster 76923,3
76924,Cluster 76924,1
76925,Cluster 76925,25
76926,Cluster 76926,1
76927,Cluster 76927,2
76928,Cluster 76928,1
76929,Cluster 76929,1
76930,Cluster 76930,1
76931,Cluster 76931,1
76932,Cluster 76932,1
76933,Cluster 76933,2
76934,Cluster 76934,1
76935,Cluster 76935,17
76936,Cluster 76936,2
76937,Cluster 76937,2
76938,Cluster 76938,1
76939,Cluster 76939,1
76940,Cluster 76940,1
76941,Cluster 76941,2
76942,Cluster 76942,1
76943,Cluster 76943,2
76944,Cluster 76944,2
76945,Cluster 76945,446
76946,Cluster 76946,1
76947,Cluster 76947,1
76948,Cluster 76948,1
76949,Cluster 76949,1
76950,Cluster 76950,1
76951,Cluster 76951,1
76952,Cluster 76952,1
76953,Cluster 76953,1
76954,Cluster 76954,1
76955,Cluster 76955,1
76956,Cluster 76956,1
76957,Cluster 76957,1
76958,Cluster 76958,4
76959,Cluster 76959,5
76960,Cluster 76960,1
76961,Cluster 76961,1
76962,Cluster 76962,1
76963,Cluster 76963,1
76964,Cluster 76964,2
76965,Cluster 76965,1
76966,Cluster 76966,1
76967,Cluster 76967,1
76968,Cluster 76968,1
76969,Cluster 76969,1
76970,Cluster 76970,1
76971,Cluster 76971,1
76972,Cluster 76972,1
76973,Cluster 76973,1
76974,Cluster 76974,1
76975,Cluster 76975,1
76976,Cluster 76976,1
76977,Cluster 76977,1
76978,Cluster 76978,1
76979,Cluster 76979,1
76980,Cluster 76980,1
76981,Cluster 76981,5
76982,Cluster 76982,4
76983,Cluster 76983,7
76984,Cluster 76984,2
76985,Cluster 76985,5
76986,Cluster 76986,14
76987,Cluster 76987,3
76988,Cluster 76988,25
76989,Cluster 76989,1
76990,Cluster 76990,1
76991,Cluster 76991,4
76992,Cluster 76992,7
76993,Cluster 76993,5
76994,Cluster 76994,6
76995,Cluster 76995,2
76996,Cluster 76996,1
76997,Cluster 76997,3
76998,Cluster 76998,3
76999,Cluster 76999,2
77000,Cluster 77000,2
77001,Cluster 77001,40
77002,Cluster 77002,3
77003,Cluster 77003,2
77004,Cluster 77004,1868
77005,Cluster 77005,2
77006,Cluster 77006,4
77007,Cluster 77007,14
77008,Cluster 77008,2
77009,Cluster 77009,2
77010,Cluster 77010,2
77011,Cluster 77011,2
77012,Cluster 77012,1
77013,Cluster 77013,2
77014,Cluster 77014,2
77015,Cluster 77015,1
77016,Cluster 77016,2
77017,Cluster 77017,1
77018,Cluster 77018,1
77019,Cluster 77019,1
77020,Cluster 77020,1
77021,Cluster 77021,5
77022,Cluster 77022,110
77023,Cluster 77023,3
77024,Cluster 77024,3
77025,Cluster 77025,14
77026,Cluster 77026,1
77027,Cluster 77027,1197
77028,Cluster 77028,1
77029,Cluster 77029,1
77030,Cluster 77030,1
77031,Cluster 77031,2
77032,Cluster 77032,1
77033,Cluster 77033,108
77034,Cluster 77034,6
77035,Cluster 77035,1
77036,Cluster 77036,1
77037,Cluster 77037,1
77038,Cluster 77038,1
77039,Cluster 77039,1
77040,Cluster 77040,1
77041,Cluster 77041,926
77042,Cluster 77042,1
77043,Cluster 77043,1
77044,Cluster 77044,1
77045,Cluster 77045,1
77046,Cluster 77046,1
77047,Cluster 77047,2
77048,Cluster 77048,1
77049,Cluster 77049,2
77050,Cluster 77050,2
77051,Cluster 77051,1
77052,Cluster 77052,1
77053,Cluster 77053,4
77054,Cluster 77054,1
77055,Cluster 77055,1
77056,Cluster 77056,3
77057,Cluster 77057,1
77058,Cluster 77058,1
77059,Cluster 77059,1
77060,Cluster 77060,1
77061,Cluster 77061,9
77062,Cluster 77062,4
77063,Cluster 77063,1
77064,Cluster 77064,2
77065,Cluster 77065,1
77066,Cluster 77066,2
77067,Cluster 77067,18
77068,Cluster 77068,1
77069,Cluster 77069,1
77070,Cluster 77070,1
77071,Cluster 77071,22
77072,Cluster 77072,1
77073,Cluster 77073,1922
77074,Cluster 77074,1526
77075,Cluster 77075,1832
77076,Cluster 77076,1
77077,Cluster 77077,1797
77078,Cluster 77078,200
77079,Cluster 77079,424
77080,Cluster 77080,2
77081,Cluster 77081,231
77082,Cluster 77082,719
77083,Cluster 77083,173
77084,Cluster 77084,311
77085,Cluster 77085,8
77086,Cluster 77086,1
77087,Cluster 77087,2
77088,Cluster 77088,2
77089,Cluster 77089,2
77090,Cluster 77090,2
77091,Cluster 77091,2
77092,Cluster 77092,2
77093,Cluster 77093,1
77094,Cluster 77094,1
77095,Cluster 77095,1
77096,Cluster 77096,1
77097,Cluster 77097,6
77098,Cluster 77098,457
77099,Cluster 77099,138
77100,Cluster 77100,8
77101,Cluster 77101,180
77102,Cluster 77102,2
77103,Cluster 77103,37
77104,Cluster 77104,2
77105,Cluster 77105,6
77106,Cluster 77106,1
77107,Cluster 77107,18
77108,Cluster 77108,33
77109,Cluster 77109,368
77110,Cluster 77110,14
77111,Cluster 77111,36
77112,Cluster 77112,55
77113,Cluster 77113,1
77114,Cluster 77114,7
77115,Cluster 77115,25
77116,Cluster 77116,70
77117,Cluster 77117,2
77118,Cluster 77118,81
77119,Cluster 77119,1
77120,Cluster 77120,55
77121,Cluster 77121,345
77122,Cluster 77122,182
77123,Cluster 77123,1
77124,Cluster 77124,62
77125,Cluster 77125,13
77126,Cluster 77126,158
77127,Cluster 77127,250
77128,Cluster 77128,1
77129,Cluster 77129,3
77130,Cluster 77130,14
77131,Cluster 77131,12
77132,Cluster 77132,55
77133,Cluster 77133,22
77134,Cluster 77134,13
77135,Cluster 77135,366
77136,Cluster 77136,293
77137,Cluster 77137,139
77138,Cluster 77138,2
77139,Cluster 77139,112
77140,Cluster 77140,87
77141,Cluster 77141,1
77142,Cluster 77142,60
77143,Cluster 77143,179
77144,Cluster 77144,58
77145,Cluster 77145,62
77146,Cluster 77146,225
77147,Cluster 77147,134
77148,Cluster 77148,1
77149,Cluster 77149,2
77150,Cluster 77150,194
77151,Cluster 77151,243
77152,Cluster 77152,49
77153,Cluster 77153,111
77154,Cluster 77154,1
77155,Cluster 77155,1
77156,Cluster 77156,3
77157,Cluster 77157,39
77158,Cluster 77158,1
77159,Cluster 77159,16
77160,Cluster 77160,3
77161,Cluster 77161,3
77162,Cluster 77162,13
77163,Cluster 77163,33
77164,Cluster 77164,1
77165,Cluster 77165,140
77166,Cluster 77166,1
77167,Cluster 77167,2
77168,Cluster 77168,7
77169,Cluster 77169,1
77170,Cluster 77170,8
77171,Cluster 77171,35
77172,Cluster 77172,2
77173,Cluster 77173,135
77174,Cluster 77174,6
77175,Cluster 77175,40
77176,Cluster 77176,3
77177,Cluster 77177,27
77178,Cluster 77178,8
77179,Cluster 77179,9
77180,Cluster 77180,1
77181,Cluster 77181,64
77182,Cluster 77182,14
77183,Cluster 77183,6
77184,Cluster 77184,1
77185,Cluster 77185,10
77186,Cluster 77186,17
77187,Cluster 77187,63
77188,Cluster 77188,18
77189,Cluster 77189,15
77190,Cluster 77190,5
77191,Cluster 77191,15
77192,Cluster 77192,1
77193,Cluster 77193,64
77194,Cluster 77194,1
77195,Cluster 77195,62
77196,Cluster 77196,28
77197,Cluster 77197,13
77198,Cluster 77198,1
77199,Cluster 77199,2
77200,Cluster 77200,1042
77201,Cluster 77201,1
77202,Cluster 77202,2
77203,Cluster 77203,3
77204,Cluster 77204,2
77205,Cluster 77205,4
77206,Cluster 77206,12
77207,Cluster 77207,3
77208,Cluster 77208,33
77209,Cluster 77209,2
77210,Cluster 77210,60
77211,Cluster 77211,11
77212,Cluster 77212,1
77213,Cluster 77213,29
77214,Cluster 77214,44
77215,Cluster 77215,13
77216,Cluster 77216,9
77217,Cluster 77217,3
77218,Cluster 77218,31
77219,Cluster 77219,167
77220,Cluster 77220,34
77221,Cluster 77221,41
77222,Cluster 77222,17
77223,Cluster 77223,4
77224,Cluster 77224,13
77225,Cluster 77225,26
77226,Cluster 77226,1
77227,Cluster 77227,15
77228,Cluster 77228,4
77229,Cluster 77229,21
77230,Cluster 77230,5
77231,Cluster 77231,7
77232,Cluster 77232,1
77233,Cluster 77233,1
77234,Cluster 77234,14
77235,Cluster 77235,1
77236,Cluster 77236,1
77237,Cluster 77237,10
77238,Cluster 77238,4
77239,Cluster 77239,1
77240,Cluster 77240,5
77241,Cluster 77241,1
77242,Cluster 77242,3
