, ,Number of genomes
1226,Cluster 1226,595
1227,Cluster 1227,43
1228,Cluster 1228,22
1229,Cluster 1229,20
1230,Cluster 1230,3
1231,Cluster 1231,2
1232,Cluster 1232,1
1233,Cluster 1233,19
1234,Cluster 1234,1
1235,Cluster 1235,3
1236,Cluster 1236,3
1237,Cluster 1237,1
1238,Cluster 1238,12
1239,Cluster 1239,1
1240,Cluster 1240,3
1241,Cluster 1241,293
1242,Cluster 1242,5
1243,Cluster 1243,586
1244,Cluster 1244,1
1245,Cluster 1245,25
1246,Cluster 1246,5
1247,Cluster 1247,1
1248,Cluster 1248,1
1249,Cluster 1249,4
1250,Cluster 1250,1
1251,Cluster 1251,1
1252,Cluster 1252,9
1253,Cluster 1253,5
1254,Cluster 1254,577
1255,Cluster 1255,1
1256,Cluster 1256,1
1257,Cluster 1257,9
1258,Cluster 1258,572
1259,Cluster 1259,2
1260,Cluster 1260,2
1261,Cluster 1261,1
1262,Cluster 1262,1
1263,Cluster 1263,1
1264,Cluster 1264,38
1265,Cluster 1265,2
1266,Cluster 1266,1
1267,Cluster 1267,585
1268,Cluster 1268,592
1269,Cluster 1269,2
1270,Cluster 1270,20
1271,Cluster 1271,11
1272,Cluster 1272,6
1273,Cluster 1273,47
1274,Cluster 1274,5
1275,Cluster 1275,1
1276,Cluster 1276,1
1277,Cluster 1277,3
1278,Cluster 1278,15
1279,Cluster 1279,1
1280,Cluster 1280,142
1281,Cluster 1281,1
1282,Cluster 1282,4
1283,Cluster 1283,2
1284,Cluster 1284,2
1285,Cluster 1285,11
1286,Cluster 1286,6
1287,Cluster 1287,2
1288,Cluster 1288,4
1289,Cluster 1289,589
1290,Cluster 1290,3
1291,Cluster 1291,6
1292,Cluster 1292,1
1293,Cluster 1293,2
1294,Cluster 1294,565
1295,Cluster 1295,1
1296,Cluster 1296,1
1297,Cluster 1297,2
1298,Cluster 1298,26
1299,Cluster 1299,584
1300,Cluster 1300,4
1301,Cluster 1301,12
1302,Cluster 1302,39
1303,Cluster 1303,586
1304,Cluster 1304,1
1305,Cluster 1305,3
1306,Cluster 1306,3
1307,Cluster 1307,13
1308,Cluster 1308,590
1309,Cluster 1309,12
1310,Cluster 1310,33
1311,Cluster 1311,9
1312,Cluster 1312,1
1313,Cluster 1313,594
1314,Cluster 1314,2
1315,Cluster 1315,3
1316,Cluster 1316,1
1317,Cluster 1317,1
1318,Cluster 1318,4
1319,Cluster 1319,580
1320,Cluster 1320,562
1321,Cluster 1321,74
1322,Cluster 1322,1
1323,Cluster 1323,1
1324,Cluster 1324,578
1325,Cluster 1325,7
1326,Cluster 1326,67
1327,Cluster 1327,1
1328,Cluster 1328,2
1329,Cluster 1329,590
1330,Cluster 1330,3
1331,Cluster 1331,3
1332,Cluster 1332,1
1333,Cluster 1333,1
1334,Cluster 1334,21
1335,Cluster 1335,6
1336,Cluster 1336,3
1337,Cluster 1337,2
1338,Cluster 1338,590
1339,Cluster 1339,55
1340,Cluster 1340,576
1341,Cluster 1341,2
1342,Cluster 1342,445
1343,Cluster 1343,17
1344,Cluster 1344,595
1345,Cluster 1345,580
1346,Cluster 1346,33
1347,Cluster 1347,1
1348,Cluster 1348,3
1349,Cluster 1349,16
1350,Cluster 1350,1
1351,Cluster 1351,2
1352,Cluster 1352,1
1353,Cluster 1353,2
1354,Cluster 1354,2
1355,Cluster 1355,1
1356,Cluster 1356,8
1357,Cluster 1357,1
1358,Cluster 1358,587
1359,Cluster 1359,9
1360,Cluster 1360,4
1361,Cluster 1361,1
1362,Cluster 1362,1
1363,Cluster 1363,2
1364,Cluster 1364,595
1365,Cluster 1365,1
1366,Cluster 1366,1
1367,Cluster 1367,1
1368,Cluster 1368,1
1369,Cluster 1369,7
1370,Cluster 1370,14
1371,Cluster 1371,1
1372,Cluster 1372,1
1373,Cluster 1373,1
1374,Cluster 1374,590
1375,Cluster 1375,1
1376,Cluster 1376,1
1377,Cluster 1377,592
1378,Cluster 1378,1
1379,Cluster 1379,7
1380,Cluster 1380,589
1381,Cluster 1381,2
1382,Cluster 1382,2
1383,Cluster 1383,13
1384,Cluster 1384,1
1385,Cluster 1385,3
1386,Cluster 1386,3
1387,Cluster 1387,3
1388,Cluster 1388,2
1389,Cluster 1389,1
1390,Cluster 1390,1
1391,Cluster 1391,1
1392,Cluster 1392,1
1393,Cluster 1393,14
1394,Cluster 1394,1
1395,Cluster 1395,1
1396,Cluster 1396,4
1397,Cluster 1397,2
1398,Cluster 1398,6
1399,Cluster 1399,12
1400,Cluster 1400,2
1401,Cluster 1401,592
1402,Cluster 1402,4
1403,Cluster 1403,1
1404,Cluster 1404,2
1405,Cluster 1405,595
1406,Cluster 1406,4
1407,Cluster 1407,559
1408,Cluster 1408,1
1409,Cluster 1409,51
1410,Cluster 1410,1
1411,Cluster 1411,3
1412,Cluster 1412,4
1413,Cluster 1413,1
1414,Cluster 1414,1
1415,Cluster 1415,1
1416,Cluster 1416,4
1417,Cluster 1417,548
1418,Cluster 1418,583
1419,Cluster 1419,56
1420,Cluster 1420,15
1421,Cluster 1421,1
1422,Cluster 1422,1
1423,Cluster 1423,1
1424,Cluster 1424,2
1425,Cluster 1425,580
1426,Cluster 1426,1
1427,Cluster 1427,7
1428,Cluster 1428,4
1429,Cluster 1429,2
1430,Cluster 1430,3
1431,Cluster 1431,3
1432,Cluster 1432,1
1433,Cluster 1433,2
1434,Cluster 1434,12
1435,Cluster 1435,2
1436,Cluster 1436,1
1437,Cluster 1437,1
1438,Cluster 1438,1
1439,Cluster 1439,3
1440,Cluster 1440,1
1441,Cluster 1441,592
1442,Cluster 1442,13
1443,Cluster 1443,16
1444,Cluster 1444,12
1445,Cluster 1445,6
1446,Cluster 1446,6
1447,Cluster 1447,588
1448,Cluster 1448,1
1449,Cluster 1449,2
1450,Cluster 1450,1
1451,Cluster 1451,1
1452,Cluster 1452,2
1453,Cluster 1453,18
1454,Cluster 1454,2
1455,Cluster 1455,2
1456,Cluster 1456,26
1457,Cluster 1457,28
1458,Cluster 1458,2
1459,Cluster 1459,6
1460,Cluster 1460,10
1461,Cluster 1461,1
1462,Cluster 1462,1
1463,Cluster 1463,1
1464,Cluster 1464,1
1465,Cluster 1465,1
1466,Cluster 1466,4
1467,Cluster 1467,1
1468,Cluster 1468,20
1469,Cluster 1469,8
1470,Cluster 1470,2
1471,Cluster 1471,459
1472,Cluster 1472,1
1473,Cluster 1473,16
1474,Cluster 1474,2
1475,Cluster 1475,593
1476,Cluster 1476,4
1477,Cluster 1477,8
1478,Cluster 1478,21
1479,Cluster 1479,11
1480,Cluster 1480,2
1481,Cluster 1481,2
1482,Cluster 1482,8
1483,Cluster 1483,1
1484,Cluster 1484,2
1485,Cluster 1485,2
1486,Cluster 1486,6
1487,Cluster 1487,1
1488,Cluster 1488,3
1489,Cluster 1489,96
1490,Cluster 1490,1
1491,Cluster 1491,43
1492,Cluster 1492,7
1493,Cluster 1493,1
1494,Cluster 1494,6
1495,Cluster 1495,1
1496,Cluster 1496,38
1497,Cluster 1497,21
1498,Cluster 1498,6
1499,Cluster 1499,1
1500,Cluster 1500,3
1501,Cluster 1501,1
1502,Cluster 1502,594
1503,Cluster 1503,1
1504,Cluster 1504,58
1505,Cluster 1505,2
1506,Cluster 1506,2
1507,Cluster 1507,1
1508,Cluster 1508,1
1509,Cluster 1509,584
1510,Cluster 1510,4
1511,Cluster 1511,27
1512,Cluster 1512,1
1513,Cluster 1513,594
1514,Cluster 1514,20
1515,Cluster 1515,3
1516,Cluster 1516,12
1517,Cluster 1517,2
1518,Cluster 1518,5
1519,Cluster 1519,3
1520,Cluster 1520,2
1521,Cluster 1521,2
1522,Cluster 1522,2
1523,Cluster 1523,1
1524,Cluster 1524,464
1525,Cluster 1525,5
1526,Cluster 1526,8
1527,Cluster 1527,2
1528,Cluster 1528,3
1529,Cluster 1529,332
1530,Cluster 1530,24
1531,Cluster 1531,7
1532,Cluster 1532,3
1533,Cluster 1533,1
1534,Cluster 1534,5
1535,Cluster 1535,1
1536,Cluster 1536,1
1537,Cluster 1537,584
1538,Cluster 1538,6
1539,Cluster 1539,1
1540,Cluster 1540,32
1541,Cluster 1541,2
1542,Cluster 1542,178
1543,Cluster 1543,2
1544,Cluster 1544,1
1545,Cluster 1545,2
1546,Cluster 1546,1
1547,Cluster 1547,3
1548,Cluster 1548,1
1549,Cluster 1549,18
1550,Cluster 1550,593
1551,Cluster 1551,14
1552,Cluster 1552,14
1553,Cluster 1553,2
1554,Cluster 1554,51
1555,Cluster 1555,278
1556,Cluster 1556,1
1557,Cluster 1557,1
1558,Cluster 1558,1
1559,Cluster 1559,7
1560,Cluster 1560,1
1561,Cluster 1561,1
1562,Cluster 1562,124
1563,Cluster 1563,1
1564,Cluster 1564,1
1565,Cluster 1565,2
1566,Cluster 1566,1
1567,Cluster 1567,27
1568,Cluster 1568,2
1569,Cluster 1569,589
1570,Cluster 1570,157
1571,Cluster 1571,1
1572,Cluster 1572,27
1573,Cluster 1573,542
1574,Cluster 1574,2
1575,Cluster 1575,2
1576,Cluster 1576,2
1577,Cluster 1577,3
1578,Cluster 1578,1
1579,Cluster 1579,2
1580,Cluster 1580,97
1581,Cluster 1581,45
1582,Cluster 1582,8
1583,Cluster 1583,2
1584,Cluster 1584,1
1585,Cluster 1585,592
1586,Cluster 1586,5
1587,Cluster 1587,2
1588,Cluster 1588,1
1589,Cluster 1589,3
1590,Cluster 1590,564
1591,Cluster 1591,1
1592,Cluster 1592,573
1593,Cluster 1593,2
1594,Cluster 1594,1
1595,Cluster 1595,22
1596,Cluster 1596,586
1597,Cluster 1597,75
1598,Cluster 1598,3
1599,Cluster 1599,1
1600,Cluster 1600,121
1601,Cluster 1601,183
1602,Cluster 1602,6
1603,Cluster 1603,2
1604,Cluster 1604,1
1605,Cluster 1605,1
1606,Cluster 1606,2
1607,Cluster 1607,1
1608,Cluster 1608,56
1609,Cluster 1609,5
1610,Cluster 1610,3
1611,Cluster 1611,6
1612,Cluster 1612,2
1613,Cluster 1613,5
1614,Cluster 1614,574
1615,Cluster 1615,10
1616,Cluster 1616,1
1617,Cluster 1617,1
1618,Cluster 1618,581
1619,Cluster 1619,13
1620,Cluster 1620,571
1621,Cluster 1621,1
1622,Cluster 1622,15
1623,Cluster 1623,1
1624,Cluster 1624,51
1625,Cluster 1625,127
1626,Cluster 1626,591
1627,Cluster 1627,6
1628,Cluster 1628,595
1629,Cluster 1629,14
1630,Cluster 1630,1
1631,Cluster 1631,6
1632,Cluster 1632,5
1633,Cluster 1633,1
1634,Cluster 1634,2
1635,Cluster 1635,1
1636,Cluster 1636,11
1637,Cluster 1637,1
1638,Cluster 1638,1
1639,Cluster 1639,1
1640,Cluster 1640,591
1641,Cluster 1641,2
1642,Cluster 1642,4
1643,Cluster 1643,1
1644,Cluster 1644,594
1645,Cluster 1645,1
1646,Cluster 1646,1
1647,Cluster 1647,1
1648,Cluster 1648,16
1649,Cluster 1649,1
1650,Cluster 1650,590
1651,Cluster 1651,3
1652,Cluster 1652,2
1653,Cluster 1653,1
1654,Cluster 1654,5
1655,Cluster 1655,3
1656,Cluster 1656,2
1657,Cluster 1657,1
1658,Cluster 1658,2
1659,Cluster 1659,2
1660,Cluster 1660,1
1661,Cluster 1661,584
1662,Cluster 1662,593
1663,Cluster 1663,21
1664,Cluster 1664,9
1665,Cluster 1665,1
1666,Cluster 1666,1
1667,Cluster 1667,1
1668,Cluster 1668,1
1669,Cluster 1669,4
1670,Cluster 1670,1
1671,Cluster 1671,469
1672,Cluster 1672,589
1673,Cluster 1673,13
1674,Cluster 1674,6
1675,Cluster 1675,1
1676,Cluster 1676,1
1677,Cluster 1677,4
1678,Cluster 1678,1
1679,Cluster 1679,573
1680,Cluster 1680,2
1681,Cluster 1681,1
1682,Cluster 1682,6
1683,Cluster 1683,71
1684,Cluster 1684,586
1685,Cluster 1685,4
1686,Cluster 1686,3
1687,Cluster 1687,1
1688,Cluster 1688,7
1689,Cluster 1689,5
1690,Cluster 1690,1
1691,Cluster 1691,583
1692,Cluster 1692,1
1693,Cluster 1693,41
1694,Cluster 1694,589
1695,Cluster 1695,589
1696,Cluster 1696,28
1697,Cluster 1697,594
1698,Cluster 1698,8
1699,Cluster 1699,1
1700,Cluster 1700,562
1701,Cluster 1701,2
1702,Cluster 1702,4
1703,Cluster 1703,1
1704,Cluster 1704,595
1705,Cluster 1705,1
1706,Cluster 1706,1
1707,Cluster 1707,2
1708,Cluster 1708,2
1709,Cluster 1709,2
1710,Cluster 1710,594
1711,Cluster 1711,1
1712,Cluster 1712,3
1713,Cluster 1713,1
1714,Cluster 1714,1
1715,Cluster 1715,1
1716,Cluster 1716,1
1717,Cluster 1717,1
1718,Cluster 1718,6
1719,Cluster 1719,43
1720,Cluster 1720,2
1721,Cluster 1721,1
1722,Cluster 1722,1
1723,Cluster 1723,1
1724,Cluster 1724,1
1725,Cluster 1725,24
1726,Cluster 1726,593
1727,Cluster 1727,428
1728,Cluster 1728,11
1729,Cluster 1729,2
1730,Cluster 1730,3
1731,Cluster 1731,1
1732,Cluster 1732,589
1733,Cluster 1733,4
1734,Cluster 1734,1
1735,Cluster 1735,419
1736,Cluster 1736,1
1737,Cluster 1737,590
1738,Cluster 1738,1
1739,Cluster 1739,7
1740,Cluster 1740,583
1741,Cluster 1741,1
1742,Cluster 1742,1
1743,Cluster 1743,69
1744,Cluster 1744,592
1745,Cluster 1745,559
1746,Cluster 1746,9
1747,Cluster 1747,6
1748,Cluster 1748,2
1749,Cluster 1749,2
1750,Cluster 1750,3
1751,Cluster 1751,592
1752,Cluster 1752,1
1753,Cluster 1753,1
1754,Cluster 1754,588
1755,Cluster 1755,2
1756,Cluster 1756,7
1757,Cluster 1757,583
1758,Cluster 1758,2
1759,Cluster 1759,578
1760,Cluster 1760,2
1761,Cluster 1761,567
1762,Cluster 1762,122
1763,Cluster 1763,14
1764,Cluster 1764,1
1765,Cluster 1765,12
1766,Cluster 1766,1
1767,Cluster 1767,2
1768,Cluster 1768,1
1769,Cluster 1769,1
1770,Cluster 1770,417
1771,Cluster 1771,11
1772,Cluster 1772,3
1773,Cluster 1773,1
1774,Cluster 1774,1
1775,Cluster 1775,2
1776,Cluster 1776,575
1777,Cluster 1777,78
1778,Cluster 1778,3
1779,Cluster 1779,5
1780,Cluster 1780,3
1781,Cluster 1781,5
1782,Cluster 1782,7
1783,Cluster 1783,1
1784,Cluster 1784,6
1785,Cluster 1785,59
1786,Cluster 1786,6
1787,Cluster 1787,1
1788,Cluster 1788,4
1789,Cluster 1789,1
1790,Cluster 1790,1
1791,Cluster 1791,1
1792,Cluster 1792,29
1793,Cluster 1793,1
1794,Cluster 1794,4
1795,Cluster 1795,1
1796,Cluster 1796,5
1797,Cluster 1797,590
1798,Cluster 1798,590
1799,Cluster 1799,23
1800,Cluster 1800,2
1801,Cluster 1801,4
1802,Cluster 1802,18
1803,Cluster 1803,1
1804,Cluster 1804,581
1805,Cluster 1805,2
1806,Cluster 1806,3
1807,Cluster 1807,1
1808,Cluster 1808,79
1809,Cluster 1809,11
1810,Cluster 1810,2
1811,Cluster 1811,3
1812,Cluster 1812,1
1813,Cluster 1813,2
1814,Cluster 1814,577
1815,Cluster 1815,9
1816,Cluster 1816,1
1817,Cluster 1817,4
1818,Cluster 1818,5
1819,Cluster 1819,1
1820,Cluster 1820,7
1821,Cluster 1821,4
1822,Cluster 1822,2
1823,Cluster 1823,3
1824,Cluster 1824,1
1825,Cluster 1825,2
1826,Cluster 1826,2
1827,Cluster 1827,16
1828,Cluster 1828,1
1829,Cluster 1829,1
1830,Cluster 1830,4
1831,Cluster 1831,7
1832,Cluster 1832,588
1833,Cluster 1833,115
1834,Cluster 1834,1
1835,Cluster 1835,592
1836,Cluster 1836,27
1837,Cluster 1837,2
1838,Cluster 1838,550
1839,Cluster 1839,2
1840,Cluster 1840,1
1841,Cluster 1841,2
1842,Cluster 1842,1
1843,Cluster 1843,592
1844,Cluster 1844,40
1845,Cluster 1845,1
1846,Cluster 1846,551
1847,Cluster 1847,1
1848,Cluster 1848,1
1849,Cluster 1849,3
1850,Cluster 1850,1
1851,Cluster 1851,55
1852,Cluster 1852,1
1853,Cluster 1853,567
1854,Cluster 1854,62
1855,Cluster 1855,2
1856,Cluster 1856,26
1857,Cluster 1857,16
1858,Cluster 1858,1
1859,Cluster 1859,2
1860,Cluster 1860,561
1861,Cluster 1861,3
1862,Cluster 1862,11
1863,Cluster 1863,1
1864,Cluster 1864,57
1865,Cluster 1865,594
1866,Cluster 1866,2
1867,Cluster 1867,144
1868,Cluster 1868,1
1869,Cluster 1869,25
1870,Cluster 1870,1
1871,Cluster 1871,2
1872,Cluster 1872,3
1873,Cluster 1873,589
1874,Cluster 1874,590
1875,Cluster 1875,15
1876,Cluster 1876,10
1877,Cluster 1877,587
1878,Cluster 1878,1
1879,Cluster 1879,1
1880,Cluster 1880,1
1881,Cluster 1881,1
1882,Cluster 1882,586
1883,Cluster 1883,5
1884,Cluster 1884,1
1885,Cluster 1885,10
1886,Cluster 1886,1
1887,Cluster 1887,1
1888,Cluster 1888,592
1889,Cluster 1889,1
1890,Cluster 1890,262
1891,Cluster 1891,195
1892,Cluster 1892,54
1893,Cluster 1893,575
1894,Cluster 1894,1
1895,Cluster 1895,3
1896,Cluster 1896,4
1897,Cluster 1897,2
1898,Cluster 1898,44
1899,Cluster 1899,1
1900,Cluster 1900,5
1901,Cluster 1901,1
1902,Cluster 1902,1
1903,Cluster 1903,1
1904,Cluster 1904,1
1905,Cluster 1905,2
1906,Cluster 1906,582
1907,Cluster 1907,5
1908,Cluster 1908,5
1909,Cluster 1909,1
1910,Cluster 1910,2
1911,Cluster 1911,2
1912,Cluster 1912,2
1913,Cluster 1913,1
1914,Cluster 1914,3
1915,Cluster 1915,580
1916,Cluster 1916,592
1917,Cluster 1917,349
1918,Cluster 1918,471
1919,Cluster 1919,137
1920,Cluster 1920,592
1921,Cluster 1921,6
1922,Cluster 1922,192
1923,Cluster 1923,2
1924,Cluster 1924,2
1925,Cluster 1925,3
1926,Cluster 1926,1
1927,Cluster 1927,7
1928,Cluster 1928,1
1929,Cluster 1929,2
1930,Cluster 1930,2
1931,Cluster 1931,1
1932,Cluster 1932,5
1933,Cluster 1933,3
1934,Cluster 1934,7
1935,Cluster 1935,591
1936,Cluster 1936,1
1937,Cluster 1937,1
1938,Cluster 1938,1
1939,Cluster 1939,4
1940,Cluster 1940,3
1941,Cluster 1941,595
1942,Cluster 1942,70
1943,Cluster 1943,1
1944,Cluster 1944,1
1945,Cluster 1945,2
1946,Cluster 1946,1
1947,Cluster 1947,1
1948,Cluster 1948,10
1949,Cluster 1949,1
1950,Cluster 1950,3
1951,Cluster 1951,586
1952,Cluster 1952,1
1953,Cluster 1953,16
1954,Cluster 1954,1
1955,Cluster 1955,3
1956,Cluster 1956,594
1957,Cluster 1957,1
1958,Cluster 1958,1
1959,Cluster 1959,583
1960,Cluster 1960,589
1961,Cluster 1961,76
1962,Cluster 1962,8
1963,Cluster 1963,24
1964,Cluster 1964,39
1965,Cluster 1965,16
1966,Cluster 1966,1
1967,Cluster 1967,1
1968,Cluster 1968,2
1969,Cluster 1969,592
1970,Cluster 1970,248
1971,Cluster 1971,17
1972,Cluster 1972,1
1973,Cluster 1973,2
1974,Cluster 1974,1
1975,Cluster 1975,24
1976,Cluster 1976,4
1977,Cluster 1977,12
1978,Cluster 1978,4
1979,Cluster 1979,21
1980,Cluster 1980,7
1981,Cluster 1981,1
1982,Cluster 1982,5
1983,Cluster 1983,310
1984,Cluster 1984,561
1985,Cluster 1985,9
1986,Cluster 1986,14
1987,Cluster 1987,7
1988,Cluster 1988,2
1989,Cluster 1989,1
1990,Cluster 1990,1
1991,Cluster 1991,59
1992,Cluster 1992,592
1993,Cluster 1993,457
1994,Cluster 1994,29
1995,Cluster 1995,2
1996,Cluster 1996,2
1997,Cluster 1997,1
1998,Cluster 1998,127
1999,Cluster 1999,12
2000,Cluster 2000,9
2001,Cluster 2001,1
2002,Cluster 2002,4
2003,Cluster 2003,3
2004,Cluster 2004,2
2005,Cluster 2005,1
2006,Cluster 2006,590
2007,Cluster 2007,2
2008,Cluster 2008,1
2009,Cluster 2009,240
2010,Cluster 2010,9
2011,Cluster 2011,4
2012,Cluster 2012,4
2013,Cluster 2013,2
2014,Cluster 2014,2
2015,Cluster 2015,3
2016,Cluster 2016,1
2017,Cluster 2017,1
2018,Cluster 2018,577
2019,Cluster 2019,2
2020,Cluster 2020,8
2021,Cluster 2021,1
2022,Cluster 2022,8
2023,Cluster 2023,12
2024,Cluster 2024,1
2025,Cluster 2025,590
2026,Cluster 2026,44
2027,Cluster 2027,2
2028,Cluster 2028,575
2029,Cluster 2029,5
2030,Cluster 2030,22
2031,Cluster 2031,594
2032,Cluster 2032,2
2033,Cluster 2033,2
2034,Cluster 2034,1
2035,Cluster 2035,3
2036,Cluster 2036,30
2037,Cluster 2037,19
2038,Cluster 2038,53
2039,Cluster 2039,4
2040,Cluster 2040,2
2041,Cluster 2041,591
2042,Cluster 2042,11
2043,Cluster 2043,84
2044,Cluster 2044,3
2045,Cluster 2045,593
2046,Cluster 2046,63
2047,Cluster 2047,595
2048,Cluster 2048,11
2049,Cluster 2049,2
2050,Cluster 2050,2
2051,Cluster 2051,5
2052,Cluster 2052,2
2053,Cluster 2053,2
2054,Cluster 2054,1
2055,Cluster 2055,1
2056,Cluster 2056,1
2057,Cluster 2057,589
2058,Cluster 2058,595
2059,Cluster 2059,2
2060,Cluster 2060,1
2061,Cluster 2061,1
2062,Cluster 2062,1
2063,Cluster 2063,1
2064,Cluster 2064,3
2065,Cluster 2065,1
2066,Cluster 2066,3
2067,Cluster 2067,24
2068,Cluster 2068,2
2069,Cluster 2069,8
2070,Cluster 2070,1
2071,Cluster 2071,422
2072,Cluster 2072,2
2073,Cluster 2073,25
2074,Cluster 2074,7
2075,Cluster 2075,21
2076,Cluster 2076,4
2077,Cluster 2077,1
2078,Cluster 2078,2
2079,Cluster 2079,1
2080,Cluster 2080,4
2081,Cluster 2081,2
2082,Cluster 2082,1
2083,Cluster 2083,3
2084,Cluster 2084,589
2085,Cluster 2085,50
2086,Cluster 2086,7
2087,Cluster 2087,5
2088,Cluster 2088,2
2089,Cluster 2089,1
2090,Cluster 2090,1
2091,Cluster 2091,1
2092,Cluster 2092,258
2093,Cluster 2093,5
2094,Cluster 2094,13
2095,Cluster 2095,1
2096,Cluster 2096,11
2097,Cluster 2097,1
2098,Cluster 2098,19
2099,Cluster 2099,3
2100,Cluster 2100,63
2101,Cluster 2101,22
2102,Cluster 2102,20
2103,Cluster 2103,4
2104,Cluster 2104,9
2105,Cluster 2105,1
2106,Cluster 2106,2
2107,Cluster 2107,1
2108,Cluster 2108,592
2109,Cluster 2109,9
2110,Cluster 2110,591
2111,Cluster 2111,5
2112,Cluster 2112,3
2113,Cluster 2113,1
2114,Cluster 2114,485
2115,Cluster 2115,16
2116,Cluster 2116,591
2117,Cluster 2117,3
2118,Cluster 2118,1
2119,Cluster 2119,31
2120,Cluster 2120,2
2121,Cluster 2121,5
2122,Cluster 2122,1
2123,Cluster 2123,5
2124,Cluster 2124,594
2125,Cluster 2125,592
2126,Cluster 2126,3
2127,Cluster 2127,3
2128,Cluster 2128,1
2129,Cluster 2129,19
2130,Cluster 2130,187
2131,Cluster 2131,80
2132,Cluster 2132,7
2133,Cluster 2133,10
2134,Cluster 2134,1
2135,Cluster 2135,2
2136,Cluster 2136,10
2137,Cluster 2137,1
2138,Cluster 2138,2
2139,Cluster 2139,593
2140,Cluster 2140,20
2141,Cluster 2141,557
2142,Cluster 2142,327
2143,Cluster 2143,594
2144,Cluster 2144,8
2145,Cluster 2145,2
2146,Cluster 2146,1
2147,Cluster 2147,1
2148,Cluster 2148,1
2149,Cluster 2149,2
2150,Cluster 2150,3
2151,Cluster 2151,591
2152,Cluster 2152,1
2153,Cluster 2153,574
2154,Cluster 2154,594
2155,Cluster 2155,17
2156,Cluster 2156,4
2157,Cluster 2157,3
2158,Cluster 2158,1
2159,Cluster 2159,4
2160,Cluster 2160,1
2161,Cluster 2161,2
2162,Cluster 2162,8
2163,Cluster 2163,588
2164,Cluster 2164,49
2165,Cluster 2165,4
2166,Cluster 2166,3
2167,Cluster 2167,585
2168,Cluster 2168,1
2169,Cluster 2169,591
2170,Cluster 2170,2
2171,Cluster 2171,12
2172,Cluster 2172,1
2173,Cluster 2173,5
2174,Cluster 2174,3
2175,Cluster 2175,6
2176,Cluster 2176,592
2177,Cluster 2177,3
2178,Cluster 2178,1
2179,Cluster 2179,3
2180,Cluster 2180,1
2181,Cluster 2181,1
2182,Cluster 2182,594
2183,Cluster 2183,587
2184,Cluster 2184,595
2185,Cluster 2185,14
2186,Cluster 2186,14
2187,Cluster 2187,20
2188,Cluster 2188,16
2189,Cluster 2189,2
2190,Cluster 2190,1
2191,Cluster 2191,7
2192,Cluster 2192,8
2193,Cluster 2193,7
2194,Cluster 2194,593
2195,Cluster 2195,591
2196,Cluster 2196,1
2197,Cluster 2197,1
2198,Cluster 2198,3
2199,Cluster 2199,4
2200,Cluster 2200,543
2201,Cluster 2201,477
2202,Cluster 2202,1
2203,Cluster 2203,5
2204,Cluster 2204,594
2205,Cluster 2205,3
2206,Cluster 2206,27
2207,Cluster 2207,26
2208,Cluster 2208,1
2209,Cluster 2209,20
2210,Cluster 2210,1
2211,Cluster 2211,10
2212,Cluster 2212,3
2213,Cluster 2213,21
2214,Cluster 2214,1
2215,Cluster 2215,1
2216,Cluster 2216,10
2217,Cluster 2217,1
2218,Cluster 2218,1
2219,Cluster 2219,591
2220,Cluster 2220,1
2221,Cluster 2221,5
2222,Cluster 2222,49
2223,Cluster 2223,1
2224,Cluster 2224,5
2225,Cluster 2225,1
2226,Cluster 2226,3
2227,Cluster 2227,3
2228,Cluster 2228,3
2229,Cluster 2229,1
2230,Cluster 2230,2
2231,Cluster 2231,1
2232,Cluster 2232,1
2233,Cluster 2233,1
2234,Cluster 2234,1
2235,Cluster 2235,1
2236,Cluster 2236,1
2237,Cluster 2237,5
2238,Cluster 2238,2
2239,Cluster 2239,1
2240,Cluster 2240,1
2241,Cluster 2241,591
2242,Cluster 2242,1
2243,Cluster 2243,595
2244,Cluster 2244,10
2245,Cluster 2245,4
2246,Cluster 2246,1
2247,Cluster 2247,3
2248,Cluster 2248,592
2249,Cluster 2249,590
2250,Cluster 2250,23
2251,Cluster 2251,11
2252,Cluster 2252,13
2253,Cluster 2253,5
2254,Cluster 2254,1
2255,Cluster 2255,594
2256,Cluster 2256,1
2257,Cluster 2257,1
2258,Cluster 2258,587
2259,Cluster 2259,1
2260,Cluster 2260,2
2261,Cluster 2261,2
2262,Cluster 2262,1
2263,Cluster 2263,3
2264,Cluster 2264,1
2265,Cluster 2265,1
2266,Cluster 2266,511
2267,Cluster 2267,2
2268,Cluster 2268,2
2269,Cluster 2269,4
2270,Cluster 2270,2
2271,Cluster 2271,1
2272,Cluster 2272,1
2273,Cluster 2273,1
2274,Cluster 2274,13
2275,Cluster 2275,24
2276,Cluster 2276,443
2277,Cluster 2277,2
2278,Cluster 2278,32
2279,Cluster 2279,3
2280,Cluster 2280,2
2281,Cluster 2281,1
2282,Cluster 2282,1
2283,Cluster 2283,1
2284,Cluster 2284,1
2285,Cluster 2285,1
2286,Cluster 2286,2
2287,Cluster 2287,1
2288,Cluster 2288,5
2289,Cluster 2289,1
2290,Cluster 2290,33
2291,Cluster 2291,3
2292,Cluster 2292,8
2293,Cluster 2293,1
2294,Cluster 2294,1
2295,Cluster 2295,573
2296,Cluster 2296,2
2297,Cluster 2297,590
2298,Cluster 2298,22
2299,Cluster 2299,3
2300,Cluster 2300,588
2301,Cluster 2301,3
