, ,Number of genomes
52934,Cluster 52934,1
52935,Cluster 52935,2
52936,Cluster 52936,1
52937,Cluster 52937,5
52938,Cluster 52938,7
52939,Cluster 52939,1
52940,Cluster 52940,2
52941,Cluster 52941,1
52942,Cluster 52942,2
52943,Cluster 52943,2
52944,Cluster 52944,6
52945,Cluster 52945,2
52946,Cluster 52946,24
52947,Cluster 52947,2
52948,Cluster 52948,3
52949,Cluster 52949,2
52950,Cluster 52950,2
52951,Cluster 52951,1
52952,Cluster 52952,2
52953,Cluster 52953,3
52954,Cluster 52954,2
52955,Cluster 52955,3
52956,Cluster 52956,1
52957,Cluster 52957,1
52958,Cluster 52958,1
52959,Cluster 52959,1
52960,Cluster 52960,1
52961,Cluster 52961,1
52962,Cluster 52962,2
52963,Cluster 52963,1
52964,Cluster 52964,1
52965,Cluster 52965,1
52966,Cluster 52966,2
52967,Cluster 52967,1
52968,Cluster 52968,1
52969,Cluster 52969,4
52970,Cluster 52970,9
52971,Cluster 52971,1
52972,Cluster 52972,1
52973,Cluster 52973,1
52974,Cluster 52974,2
52975,Cluster 52975,2
52976,Cluster 52976,1
52977,Cluster 52977,1
52978,Cluster 52978,2
52979,Cluster 52979,2
52980,Cluster 52980,1
52981,Cluster 52981,1
52982,Cluster 52982,1
52983,Cluster 52983,1
52984,Cluster 52984,1
52985,Cluster 52985,1
52986,Cluster 52986,1
52987,Cluster 52987,9
52988,Cluster 52988,1
52989,Cluster 52989,2
52990,Cluster 52990,1
52991,Cluster 52991,2
52992,Cluster 52992,1
52993,Cluster 52993,1
52994,Cluster 52994,1
52995,Cluster 52995,1
52996,Cluster 52996,1
52997,Cluster 52997,3
52998,Cluster 52998,1
52999,Cluster 52999,1
53000,Cluster 53000,1
53001,Cluster 53001,1
53002,Cluster 53002,1
53003,Cluster 53003,1
53004,Cluster 53004,3
53005,Cluster 53005,1
53006,Cluster 53006,2
53007,Cluster 53007,2
53008,Cluster 53008,1
53009,Cluster 53009,1
53010,Cluster 53010,1
53011,Cluster 53011,2
53012,Cluster 53012,1
53013,Cluster 53013,1
53014,Cluster 53014,1
53015,Cluster 53015,1
53016,Cluster 53016,1
53017,Cluster 53017,1
53018,Cluster 53018,1
53019,Cluster 53019,1
53020,Cluster 53020,1
53021,Cluster 53021,3
53022,Cluster 53022,1
53023,Cluster 53023,1
53024,Cluster 53024,1
53025,Cluster 53025,1
53026,Cluster 53026,1
53027,Cluster 53027,3
53028,Cluster 53028,1
53029,Cluster 53029,1
53030,Cluster 53030,1
53031,Cluster 53031,1
53032,Cluster 53032,3
53033,Cluster 53033,1
53034,Cluster 53034,1
53035,Cluster 53035,1
53036,Cluster 53036,1
53037,Cluster 53037,3
53038,Cluster 53038,1
53039,Cluster 53039,2
53040,Cluster 53040,1
53041,Cluster 53041,44
53042,Cluster 53042,1
53043,Cluster 53043,1
53044,Cluster 53044,1
53045,Cluster 53045,1
53046,Cluster 53046,1
53047,Cluster 53047,1
53048,Cluster 53048,1
53049,Cluster 53049,1
53050,Cluster 53050,1
53051,Cluster 53051,4
53052,Cluster 53052,2
53053,Cluster 53053,2
53054,Cluster 53054,1
53055,Cluster 53055,1
53056,Cluster 53056,1
53057,Cluster 53057,1
53058,Cluster 53058,1
53059,Cluster 53059,1
53060,Cluster 53060,2
53061,Cluster 53061,1
53062,Cluster 53062,1
53063,Cluster 53063,1
53064,Cluster 53064,75
53065,Cluster 53065,2
53066,Cluster 53066,1
53067,Cluster 53067,1
53068,Cluster 53068,1
53069,Cluster 53069,1
53070,Cluster 53070,1
53071,Cluster 53071,2
53072,Cluster 53072,2
53073,Cluster 53073,1
53074,Cluster 53074,1
53075,Cluster 53075,1
53076,Cluster 53076,2
53077,Cluster 53077,1
53078,Cluster 53078,1
53079,Cluster 53079,1
53080,Cluster 53080,1
53081,Cluster 53081,1
53082,Cluster 53082,1
53083,Cluster 53083,2
53084,Cluster 53084,1
53085,Cluster 53085,2
53086,Cluster 53086,1
53087,Cluster 53087,1
53088,Cluster 53088,1
53089,Cluster 53089,1
53090,Cluster 53090,1
53091,Cluster 53091,1
53092,Cluster 53092,2
53093,Cluster 53093,2
53094,Cluster 53094,2
53095,Cluster 53095,1
53096,Cluster 53096,1
53097,Cluster 53097,1
53098,Cluster 53098,2
53099,Cluster 53099,1
53100,Cluster 53100,1
53101,Cluster 53101,1
53102,Cluster 53102,1
53103,Cluster 53103,1
53104,Cluster 53104,1
53105,Cluster 53105,1
53106,Cluster 53106,1
53107,Cluster 53107,132
53108,Cluster 53108,85
53109,Cluster 53109,453
53110,Cluster 53110,125
53111,Cluster 53111,330
53112,Cluster 53112,180
53113,Cluster 53113,350
53114,Cluster 53114,574
53115,Cluster 53115,347
53116,Cluster 53116,52
53117,Cluster 53117,105
53118,Cluster 53118,173
53119,Cluster 53119,28
53120,Cluster 53120,3
53121,Cluster 53121,33
53122,Cluster 53122,37
53123,Cluster 53123,3
53124,Cluster 53124,3
53125,Cluster 53125,1
53126,Cluster 53126,7
53127,Cluster 53127,63
53128,Cluster 53128,2
53129,Cluster 53129,3
53130,Cluster 53130,6
53131,Cluster 53131,17
53132,Cluster 53132,2
53133,Cluster 53133,56
53134,Cluster 53134,10
53135,Cluster 53135,4
53136,Cluster 53136,1
53137,Cluster 53137,2
53138,Cluster 53138,63
53139,Cluster 53139,4
53140,Cluster 53140,1
53141,Cluster 53141,15
53142,Cluster 53142,1
53143,Cluster 53143,27
53144,Cluster 53144,22
53145,Cluster 53145,5
53146,Cluster 53146,16
53147,Cluster 53147,1
53148,Cluster 53148,1
53149,Cluster 53149,20
53150,Cluster 53150,258
53151,Cluster 53151,20
53152,Cluster 53152,20
53153,Cluster 53153,22
53154,Cluster 53154,13
53155,Cluster 53155,5
53156,Cluster 53156,1
53157,Cluster 53157,8
53158,Cluster 53158,2
53159,Cluster 53159,1
53160,Cluster 53160,3
53161,Cluster 53161,2
53162,Cluster 53162,4
53163,Cluster 53163,3
53164,Cluster 53164,9
53165,Cluster 53165,7
53166,Cluster 53166,12
53167,Cluster 53167,15
53168,Cluster 53168,5
53169,Cluster 53169,1
53170,Cluster 53170,18
53171,Cluster 53171,2
53172,Cluster 53172,1
53173,Cluster 53173,1
53174,Cluster 53174,1
53175,Cluster 53175,13
53176,Cluster 53176,10
53177,Cluster 53177,122
53178,Cluster 53178,1
53179,Cluster 53179,3
53180,Cluster 53180,26
53181,Cluster 53181,3
53182,Cluster 53182,1
53183,Cluster 53183,3
53184,Cluster 53184,1
53185,Cluster 53185,7
53186,Cluster 53186,3
53187,Cluster 53187,4
53188,Cluster 53188,1
53189,Cluster 53189,15
53190,Cluster 53190,10
53191,Cluster 53191,1
53192,Cluster 53192,2
53193,Cluster 53193,5
53194,Cluster 53194,9
53195,Cluster 53195,4
53196,Cluster 53196,1
53197,Cluster 53197,7
53198,Cluster 53198,5
53199,Cluster 53199,1
53200,Cluster 53200,3
53201,Cluster 53201,3
53202,Cluster 53202,1
53203,Cluster 53203,2
53204,Cluster 53204,3
53205,Cluster 53205,15
53206,Cluster 53206,11
53207,Cluster 53207,14
53208,Cluster 53208,1
53209,Cluster 53209,1
53210,Cluster 53210,1
53211,Cluster 53211,3
53212,Cluster 53212,2
53213,Cluster 53213,1
53214,Cluster 53214,5
53215,Cluster 53215,1
53216,Cluster 53216,4
53217,Cluster 53217,1
53218,Cluster 53218,2
53219,Cluster 53219,3
53220,Cluster 53220,4
53221,Cluster 53221,1
53222,Cluster 53222,6
53223,Cluster 53223,1
53224,Cluster 53224,4
53225,Cluster 53225,1
53226,Cluster 53226,1
53227,Cluster 53227,5
53228,Cluster 53228,1
53229,Cluster 53229,1
53230,Cluster 53230,1
53231,Cluster 53231,1
53232,Cluster 53232,15
53233,Cluster 53233,1
53234,Cluster 53234,1
53235,Cluster 53235,1
53236,Cluster 53236,1
53237,Cluster 53237,2
53238,Cluster 53238,2
53239,Cluster 53239,2
53240,Cluster 53240,1
53241,Cluster 53241,1
53242,Cluster 53242,6
53243,Cluster 53243,1
53244,Cluster 53244,1
53245,Cluster 53245,2
53246,Cluster 53246,2
53247,Cluster 53247,1
53248,Cluster 53248,3
53249,Cluster 53249,6
53250,Cluster 53250,1
53251,Cluster 53251,1
53252,Cluster 53252,1
53253,Cluster 53253,1
53254,Cluster 53254,1
53255,Cluster 53255,2
53256,Cluster 53256,1
53257,Cluster 53257,2
53258,Cluster 53258,1
53259,Cluster 53259,1
53260,Cluster 53260,1
53261,Cluster 53261,9
53262,Cluster 53262,1
53263,Cluster 53263,2
53264,Cluster 53264,1
53265,Cluster 53265,4
53266,Cluster 53266,2
53267,Cluster 53267,1
53268,Cluster 53268,3
53269,Cluster 53269,1
53270,Cluster 53270,2
53271,Cluster 53271,1
53272,Cluster 53272,1
53273,Cluster 53273,1
53274,Cluster 53274,2
53275,Cluster 53275,1
53276,Cluster 53276,3
53277,Cluster 53277,1
53278,Cluster 53278,1
53279,Cluster 53279,29
53280,Cluster 53280,132
53281,Cluster 53281,1
53282,Cluster 53282,3
53283,Cluster 53283,21
53284,Cluster 53284,86
53285,Cluster 53285,32
53286,Cluster 53286,1
53287,Cluster 53287,4
53288,Cluster 53288,2
53289,Cluster 53289,5
53290,Cluster 53290,1
53291,Cluster 53291,6
53292,Cluster 53292,8
53293,Cluster 53293,8
53294,Cluster 53294,6
53295,Cluster 53295,1
53296,Cluster 53296,6
53297,Cluster 53297,1
53298,Cluster 53298,2
53299,Cluster 53299,16
53300,Cluster 53300,39
53301,Cluster 53301,3
53302,Cluster 53302,14
53303,Cluster 53303,7
53304,Cluster 53304,3
53305,Cluster 53305,6
53306,Cluster 53306,1
53307,Cluster 53307,2
53308,Cluster 53308,5
53309,Cluster 53309,1
53310,Cluster 53310,2
53311,Cluster 53311,4
53312,Cluster 53312,1
53313,Cluster 53313,41
53314,Cluster 53314,3
53315,Cluster 53315,11
53316,Cluster 53316,2
53317,Cluster 53317,1
53318,Cluster 53318,1
53319,Cluster 53319,4
53320,Cluster 53320,3
53321,Cluster 53321,2
53322,Cluster 53322,3
53323,Cluster 53323,3
53324,Cluster 53324,2
53325,Cluster 53325,2
53326,Cluster 53326,2
53327,Cluster 53327,1
53328,Cluster 53328,2
53329,Cluster 53329,1
53330,Cluster 53330,30
53331,Cluster 53331,1
53332,Cluster 53332,1
53333,Cluster 53333,2
53334,Cluster 53334,2
53335,Cluster 53335,1
53336,Cluster 53336,1
53337,Cluster 53337,7
53338,Cluster 53338,1
53339,Cluster 53339,2
53340,Cluster 53340,3
53341,Cluster 53341,1
53342,Cluster 53342,4
53343,Cluster 53343,414
53344,Cluster 53344,3
53345,Cluster 53345,1
53346,Cluster 53346,2
53347,Cluster 53347,1
53348,Cluster 53348,1
53349,Cluster 53349,1
53350,Cluster 53350,1
53351,Cluster 53351,1
53352,Cluster 53352,1
53353,Cluster 53353,3
53354,Cluster 53354,1
53355,Cluster 53355,1
53356,Cluster 53356,2
53357,Cluster 53357,1
53358,Cluster 53358,12
53359,Cluster 53359,2
53360,Cluster 53360,2
53361,Cluster 53361,2
53362,Cluster 53362,1
53363,Cluster 53363,2
53364,Cluster 53364,1
53365,Cluster 53365,2
53366,Cluster 53366,1
53367,Cluster 53367,3
53368,Cluster 53368,2
53369,Cluster 53369,152
53370,Cluster 53370,233
53371,Cluster 53371,26
53372,Cluster 53372,3
53373,Cluster 53373,1
53374,Cluster 53374,1
53375,Cluster 53375,1
53376,Cluster 53376,2
53377,Cluster 53377,1
53378,Cluster 53378,4
53379,Cluster 53379,1
53380,Cluster 53380,1
53381,Cluster 53381,1
53382,Cluster 53382,2
53383,Cluster 53383,1
53384,Cluster 53384,1
53385,Cluster 53385,2
53386,Cluster 53386,2
53387,Cluster 53387,2
53388,Cluster 53388,1
53389,Cluster 53389,1
53390,Cluster 53390,1
53391,Cluster 53391,1
53392,Cluster 53392,2
53393,Cluster 53393,3
53394,Cluster 53394,1
53395,Cluster 53395,4
53396,Cluster 53396,1
53397,Cluster 53397,1
53398,Cluster 53398,1
53399,Cluster 53399,1
53400,Cluster 53400,2
53401,Cluster 53401,1
53402,Cluster 53402,1
53403,Cluster 53403,1
53404,Cluster 53404,1
53405,Cluster 53405,1
53406,Cluster 53406,2
53407,Cluster 53407,1
53408,Cluster 53408,1
53409,Cluster 53409,3
53410,Cluster 53410,1
53411,Cluster 53411,19
53412,Cluster 53412,1
53413,Cluster 53413,2
53414,Cluster 53414,1
53415,Cluster 53415,2
53416,Cluster 53416,1
53417,Cluster 53417,4
53418,Cluster 53418,1
53419,Cluster 53419,1
53420,Cluster 53420,2
53421,Cluster 53421,1
53422,Cluster 53422,2
53423,Cluster 53423,2
53424,Cluster 53424,1
53425,Cluster 53425,2
53426,Cluster 53426,1
53427,Cluster 53427,1
53428,Cluster 53428,4
53429,Cluster 53429,4
53430,Cluster 53430,1
53431,Cluster 53431,5
53432,Cluster 53432,1
53433,Cluster 53433,3
53434,Cluster 53434,2
53435,Cluster 53435,1
53436,Cluster 53436,1
53437,Cluster 53437,1
53438,Cluster 53438,1
53439,Cluster 53439,1
53440,Cluster 53440,1
53441,Cluster 53441,1
53442,Cluster 53442,1
53443,Cluster 53443,1
53444,Cluster 53444,2
53445,Cluster 53445,1
53446,Cluster 53446,1
53447,Cluster 53447,1
53448,Cluster 53448,1
53449,Cluster 53449,1
53450,Cluster 53450,1
53451,Cluster 53451,1
53452,Cluster 53452,1
53453,Cluster 53453,1
53454,Cluster 53454,3
53455,Cluster 53455,1
53456,Cluster 53456,1
53457,Cluster 53457,3
53458,Cluster 53458,2
53459,Cluster 53459,2
53460,Cluster 53460,2
53461,Cluster 53461,2
53462,Cluster 53462,2
53463,Cluster 53463,2
53464,Cluster 53464,1
53465,Cluster 53465,1
53466,Cluster 53466,1
53467,Cluster 53467,1
53468,Cluster 53468,1
53469,Cluster 53469,1
53470,Cluster 53470,2
53471,Cluster 53471,1
53472,Cluster 53472,1
53473,Cluster 53473,1
53474,Cluster 53474,1
53475,Cluster 53475,1
53476,Cluster 53476,1
53477,Cluster 53477,1
53478,Cluster 53478,1
53479,Cluster 53479,1
53480,Cluster 53480,1
53481,Cluster 53481,69
53482,Cluster 53482,496
53483,Cluster 53483,502
53484,Cluster 53484,239
53485,Cluster 53485,82
53486,Cluster 53486,286
53487,Cluster 53487,192
53488,Cluster 53488,322
53489,Cluster 53489,71
53490,Cluster 53490,201
53491,Cluster 53491,38
53492,Cluster 53492,322
53493,Cluster 53493,310
53494,Cluster 53494,375
53495,Cluster 53495,312
53496,Cluster 53496,125
53497,Cluster 53497,44
53498,Cluster 53498,13
53499,Cluster 53499,1
53500,Cluster 53500,58
53501,Cluster 53501,9
53502,Cluster 53502,43
53503,Cluster 53503,4
53504,Cluster 53504,3
53505,Cluster 53505,2
53506,Cluster 53506,15
53507,Cluster 53507,3
53508,Cluster 53508,8
53509,Cluster 53509,118
53510,Cluster 53510,24
53511,Cluster 53511,3
53512,Cluster 53512,2
53513,Cluster 53513,70
53514,Cluster 53514,1
53515,Cluster 53515,54
53516,Cluster 53516,2
53517,Cluster 53517,6
53518,Cluster 53518,1
53519,Cluster 53519,6
53520,Cluster 53520,196
53521,Cluster 53521,14
53522,Cluster 53522,99
53523,Cluster 53523,3
53524,Cluster 53524,18
53525,Cluster 53525,45
53526,Cluster 53526,3
53527,Cluster 53527,22
53528,Cluster 53528,13
53529,Cluster 53529,1
53530,Cluster 53530,18
53531,Cluster 53531,28
53532,Cluster 53532,36
53533,Cluster 53533,8
53534,Cluster 53534,1
53535,Cluster 53535,16
53536,Cluster 53536,3
53537,Cluster 53537,4
53538,Cluster 53538,3
53539,Cluster 53539,20
53540,Cluster 53540,15
53541,Cluster 53541,3
53542,Cluster 53542,1
53543,Cluster 53543,3
53544,Cluster 53544,5
53545,Cluster 53545,1
53546,Cluster 53546,2
53547,Cluster 53547,3
53548,Cluster 53548,4
53549,Cluster 53549,3
53550,Cluster 53550,2
53551,Cluster 53551,1
53552,Cluster 53552,2
53553,Cluster 53553,1
53554,Cluster 53554,3
53555,Cluster 53555,3
53556,Cluster 53556,7
53557,Cluster 53557,4
53558,Cluster 53558,8
53559,Cluster 53559,1
53560,Cluster 53560,6
53561,Cluster 53561,125
53562,Cluster 53562,9
53563,Cluster 53563,1
53564,Cluster 53564,1
53565,Cluster 53565,6
53566,Cluster 53566,2
53567,Cluster 53567,5
53568,Cluster 53568,1
53569,Cluster 53569,3
53570,Cluster 53570,4
53571,Cluster 53571,1
53572,Cluster 53572,1
53573,Cluster 53573,6
53574,Cluster 53574,4
53575,Cluster 53575,2
53576,Cluster 53576,9
53577,Cluster 53577,7
53578,Cluster 53578,1
53579,Cluster 53579,10
53580,Cluster 53580,6
53581,Cluster 53581,10
53582,Cluster 53582,15
53583,Cluster 53583,1
53584,Cluster 53584,3
53585,Cluster 53585,3
53586,Cluster 53586,3
53587,Cluster 53587,1
53588,Cluster 53588,12
53589,Cluster 53589,10
53590,Cluster 53590,6
53591,Cluster 53591,5
53592,Cluster 53592,3
53593,Cluster 53593,29
53594,Cluster 53594,1
53595,Cluster 53595,1
53596,Cluster 53596,1
53597,Cluster 53597,3
53598,Cluster 53598,11
53599,Cluster 53599,5
53600,Cluster 53600,1
53601,Cluster 53601,14
53602,Cluster 53602,1
53603,Cluster 53603,7
53604,Cluster 53604,4
53605,Cluster 53605,1
53606,Cluster 53606,2
53607,Cluster 53607,2
53608,Cluster 53608,3
53609,Cluster 53609,4
53610,Cluster 53610,1
53611,Cluster 53611,1
53612,Cluster 53612,16
53613,Cluster 53613,4
53614,Cluster 53614,7
53615,Cluster 53615,2
53616,Cluster 53616,3
53617,Cluster 53617,1
53618,Cluster 53618,1
53619,Cluster 53619,1
53620,Cluster 53620,9
53621,Cluster 53621,1
53622,Cluster 53622,1
53623,Cluster 53623,6
53624,Cluster 53624,2
53625,Cluster 53625,1
53626,Cluster 53626,19
53627,Cluster 53627,2
53628,Cluster 53628,2
53629,Cluster 53629,1
53630,Cluster 53630,1
53631,Cluster 53631,1
53632,Cluster 53632,1
53633,Cluster 53633,6
53634,Cluster 53634,2
53635,Cluster 53635,4
53636,Cluster 53636,7
53637,Cluster 53637,1
53638,Cluster 53638,1
53639,Cluster 53639,1
53640,Cluster 53640,1
53641,Cluster 53641,61
53642,Cluster 53642,1
53643,Cluster 53643,3
53644,Cluster 53644,2
53645,Cluster 53645,1
53646,Cluster 53646,12
53647,Cluster 53647,1
53648,Cluster 53648,1
53649,Cluster 53649,1
53650,Cluster 53650,1
53651,Cluster 53651,1
53652,Cluster 53652,1
53653,Cluster 53653,3
53654,Cluster 53654,1
53655,Cluster 53655,1
53656,Cluster 53656,1
53657,Cluster 53657,1
53658,Cluster 53658,1
53659,Cluster 53659,1
53660,Cluster 53660,3
53661,Cluster 53661,1
53662,Cluster 53662,2
53663,Cluster 53663,1
53664,Cluster 53664,1
53665,Cluster 53665,2
53666,Cluster 53666,3
53667,Cluster 53667,2
53668,Cluster 53668,4
53669,Cluster 53669,1
53670,Cluster 53670,1
53671,Cluster 53671,2
53672,Cluster 53672,1
53673,Cluster 53673,2
53674,Cluster 53674,1
53675,Cluster 53675,2
53676,Cluster 53676,1
53677,Cluster 53677,1
53678,Cluster 53678,4
53679,Cluster 53679,1
53680,Cluster 53680,1
53681,Cluster 53681,3
53682,Cluster 53682,1
53683,Cluster 53683,1
53684,Cluster 53684,1
53685,Cluster 53685,1
53686,Cluster 53686,1
53687,Cluster 53687,1
53688,Cluster 53688,2
53689,Cluster 53689,1
53690,Cluster 53690,15
53691,Cluster 53691,41
53692,Cluster 53692,17
53693,Cluster 53693,1
53694,Cluster 53694,9
53695,Cluster 53695,4
53696,Cluster 53696,6
53697,Cluster 53697,1
53698,Cluster 53698,2
53699,Cluster 53699,3
53700,Cluster 53700,1
53701,Cluster 53701,3
53702,Cluster 53702,4
53703,Cluster 53703,2
53704,Cluster 53704,1
53705,Cluster 53705,1
53706,Cluster 53706,8
53707,Cluster 53707,3
53708,Cluster 53708,1
53709,Cluster 53709,1
53710,Cluster 53710,11
53711,Cluster 53711,9
53712,Cluster 53712,1
53713,Cluster 53713,2
53714,Cluster 53714,1
53715,Cluster 53715,2
53716,Cluster 53716,3
53717,Cluster 53717,1
53718,Cluster 53718,2
53719,Cluster 53719,1
53720,Cluster 53720,2
53721,Cluster 53721,1
53722,Cluster 53722,1
53723,Cluster 53723,1
53724,Cluster 53724,1
53725,Cluster 53725,540
53726,Cluster 53726,8
53727,Cluster 53727,2
53728,Cluster 53728,1
53729,Cluster 53729,1
53730,Cluster 53730,2
53731,Cluster 53731,2
53732,Cluster 53732,3
53733,Cluster 53733,3
53734,Cluster 53734,2
53735,Cluster 53735,1
53736,Cluster 53736,4
53737,Cluster 53737,3
53738,Cluster 53738,1
53739,Cluster 53739,5
53740,Cluster 53740,1
53741,Cluster 53741,1
53742,Cluster 53742,1
53743,Cluster 53743,12
53744,Cluster 53744,5
53745,Cluster 53745,2
53746,Cluster 53746,1
53747,Cluster 53747,1
53748,Cluster 53748,3
53749,Cluster 53749,1
53750,Cluster 53750,1
53751,Cluster 53751,5
53752,Cluster 53752,1
53753,Cluster 53753,1
53754,Cluster 53754,5
53755,Cluster 53755,1
53756,Cluster 53756,4
53757,Cluster 53757,1
53758,Cluster 53758,2
53759,Cluster 53759,1
53760,Cluster 53760,1
53761,Cluster 53761,1
53762,Cluster 53762,2
53763,Cluster 53763,1
53764,Cluster 53764,1
53765,Cluster 53765,2
53766,Cluster 53766,2
53767,Cluster 53767,2
53768,Cluster 53768,35
53769,Cluster 53769,1
53770,Cluster 53770,1
53771,Cluster 53771,6
53772,Cluster 53772,12
53773,Cluster 53773,1
53774,Cluster 53774,1
53775,Cluster 53775,1
53776,Cluster 53776,1
53777,Cluster 53777,2
53778,Cluster 53778,2
53779,Cluster 53779,1
53780,Cluster 53780,1
53781,Cluster 53781,4
53782,Cluster 53782,1
53783,Cluster 53783,1
53784,Cluster 53784,1
53785,Cluster 53785,1
53786,Cluster 53786,1
53787,Cluster 53787,1
53788,Cluster 53788,1
53789,Cluster 53789,4
53790,Cluster 53790,2
53791,Cluster 53791,3
53792,Cluster 53792,6
53793,Cluster 53793,2
53794,Cluster 53794,3
53795,Cluster 53795,1
53796,Cluster 53796,1
53797,Cluster 53797,3
53798,Cluster 53798,1
53799,Cluster 53799,1
53800,Cluster 53800,1
53801,Cluster 53801,2
53802,Cluster 53802,1
53803,Cluster 53803,1
53804,Cluster 53804,1
53805,Cluster 53805,1
53806,Cluster 53806,1
53807,Cluster 53807,1
53808,Cluster 53808,1
53809,Cluster 53809,1
53810,Cluster 53810,1
53811,Cluster 53811,1
53812,Cluster 53812,1
53813,Cluster 53813,1
53814,Cluster 53814,1
53815,Cluster 53815,1
53816,Cluster 53816,1
53817,Cluster 53817,6
53818,Cluster 53818,1
53819,Cluster 53819,1
53820,Cluster 53820,1
53821,Cluster 53821,1
53822,Cluster 53822,1
53823,Cluster 53823,1
53824,Cluster 53824,1
53825,Cluster 53825,2
53826,Cluster 53826,2
53827,Cluster 53827,1
53828,Cluster 53828,1
53829,Cluster 53829,1
53830,Cluster 53830,2
53831,Cluster 53831,1
53832,Cluster 53832,2
53833,Cluster 53833,1
53834,Cluster 53834,1
53835,Cluster 53835,1
53836,Cluster 53836,1
53837,Cluster 53837,1
53838,Cluster 53838,1
53839,Cluster 53839,1
53840,Cluster 53840,2
53841,Cluster 53841,1
53842,Cluster 53842,1
53843,Cluster 53843,1
53844,Cluster 53844,1
53845,Cluster 53845,1
53846,Cluster 53846,1
53847,Cluster 53847,1
53848,Cluster 53848,1
53849,Cluster 53849,1
53850,Cluster 53850,1
53851,Cluster 53851,1
53852,Cluster 53852,1
53853,Cluster 53853,1
53854,Cluster 53854,1
53855,Cluster 53855,1
53856,Cluster 53856,1
53857,Cluster 53857,1
53858,Cluster 53858,2
53859,Cluster 53859,1
53860,Cluster 53860,1
53861,Cluster 53861,1
53862,Cluster 53862,1
53863,Cluster 53863,1
53864,Cluster 53864,1
53865,Cluster 53865,1
53866,Cluster 53866,1
53867,Cluster 53867,1
53868,Cluster 53868,1
53869,Cluster 53869,1
53870,Cluster 53870,1
53871,Cluster 53871,1
53872,Cluster 53872,1
53873,Cluster 53873,2
53874,Cluster 53874,3
53875,Cluster 53875,1
53876,Cluster 53876,1
53877,Cluster 53877,1
53878,Cluster 53878,1
53879,Cluster 53879,1
53880,Cluster 53880,1
53881,Cluster 53881,1
53882,Cluster 53882,1
53883,Cluster 53883,2
53884,Cluster 53884,1
53885,Cluster 53885,1
53886,Cluster 53886,331
